Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,MA,12780,12559,9818,9919,11628,11932,10551,12662,9065,11278,13856
,Statewide Total,Cooperative,MA,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,MA,14,1,2,15,19,27,31,33,32,20,21
,Statewide Total,Investor Owned,MA,12568,12202,9485,9691,11298,11417,10093,12270,8671,10845,13443
,Statewide Total,Municipal Owned,MA,198,356,331,213,311,488,427,359,362,413,392
40196,EVERSOURCE GAS OF MASSACHUSETTS,Investor Owned,MA,0,0,0,0,0,0,0,0,0,0,2340
32392,WESTFIELD GAS AND ELECTRIC CO-OPERATIVE,Cooperative,MA,0,0,0,0,0,0,0,0,0,0,0
31770,LIBERTY UTILITIES (NEW ENGLAND NATURAL GAS COMPANY) CORP,Investor Owned,MA,485,419,438,255,444,450,395,329,373,398,326
22511,WESTFIELD GAS & ELECTRIC LIGHT DEPT,Municipal Owned,MA,40,51,41,65,67,65,51,55,76,100,76
22035,WAKEFIELD MUNICIPAL LIGHT DEPT,Municipal Owned,MA,71,203,127,39,62,76,49,45,61,70,58
12444,MIDDLEBOROUGH GAS & ELECTRIC DEPT,Municipal Owned,MA,25,15,43,44,77,150,41,15,17,16,13
7330,"HOLYOKE GAS & ELECTRIC DEPT, CITY OF",Municipal Owned,MA,62,87,120,65,105,197,286,244,208,227,245
5200,FITCHBURG GAS & ELECTRIC LIGHT CO,Investor Owned,MA,370,295,286,472,957,470,512,363,377,305,274
2652,NSTAR GAS COMPANY,Investor Owned,MA,2720,2517,1946,2052,2059,2029,1748,1455,1236,1136,1176
1640,BOSTON GAS CO,Investor Owned,MA,8773,8747,6609,6658,7567,8074,7077,9760,6379,8767,9136
1504,BLACKSTONE GAS CO,Privately Owned,MA,14,1,2,15,19,27,31,33,32,20,21
1344,BERKSHIRE GAS CO,Investor Owned,MA,220,224,206,254,271,394,361,363,306,239,191
