,State,County,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,AL,Autauga,All Sectors,Ammonia,CAP,153.34039085071922,TON
1,AL,Autauga,All Sectors,Carbon Monoxide,CAP,48041.42278452231,TON
2,AL,Autauga,All Sectors,Nitrogen Oxides,CAP,12126.199756490423,TON
3,AL,Autauga,All Sectors,PM10 Primary (Filt + Cond),CAP,2987.919330252346,TON
4,AL,Autauga,All Sectors,PM2.5 Primary (Filt + Cond),CAP,4147.0356376477785,TON
5,AL,Autauga,All Sectors,Sulfur Dioxide,CAP,1524.896039084854,TON
6,AL,Autauga,All Sectors,Volatile Organic Compounds,CAP,27833.81232711697,TON
7,AL,Baldwin,All Sectors,Ammonia,CAP,153.34039085071922,TON
8,AL,Baldwin,All Sectors,Carbon Monoxide,CAP,48041.42278452231,TON
9,AL,Baldwin,All Sectors,Nitrogen Oxides,CAP,12126.199756490423,TON
10,AL,Baldwin,All Sectors,PM10 Primary (Filt + Cond),CAP,2987.919330252346,TON
11,AL,Baldwin,All Sectors,PM2.5 Primary (Filt + Cond),CAP,4147.0356376477785,TON
12,AL,Baldwin,All Sectors,Sulfur Dioxide,CAP,1524.896039084854,TON
13,AL,Baldwin,All Sectors,Volatile Organic Compounds,CAP,27833.81232711697,TON
14,AL,Barbour,All Sectors,Ammonia,CAP,153.34039085071922,TON
15,AL,Barbour,All Sectors,Carbon Monoxide,CAP,48041.42278452231,TON
16,AL,Barbour,All Sectors,Nitrogen Oxides,CAP,12126.199756490423,TON
17,AL,Barbour,All Sectors,PM10 Primary (Filt + Cond),CAP,2987.919330252346,TON
18,AL,Barbour,All Sectors,PM2.5 Primary (Filt + Cond),CAP,4147.0356376477785,TON
19,AL,Barbour,All Sectors,Sulfur Dioxide,CAP,1524.896039084854,TON
20,AL,Barbour,All Sectors,Volatile Organic Compounds,CAP,27833.81232711697,TON
21,AL,Bibb,All Sectors,Ammonia,CAP,153.34039085071922,TON
22,AL,Bibb,All Sectors,Carbon Monoxide,CAP,48041.42278452231,TON
23,AL,Bibb,All Sectors,Nitrogen Oxides,CAP,12126.199756490423,TON
24,AL,Bibb,All Sectors,PM10 Primary (Filt + Cond),CAP,2987.919330252346,TON
25,AL,Bibb,All Sectors,PM2.5 Primary (Filt + Cond),CAP,4147.0356376477785,TON
26,AL,Bibb,All Sectors,Sulfur Dioxide,CAP,1524.896039084854,TON
27,AL,Bibb,All Sectors,Volatile Organic Compounds,CAP,27833.81232711697,TON
28,AL,Bibb,All Sectors,Carbon Dioxide,GHG,2150654.438436028,TON
29,AL,Bibb,All Sectors,Methane,GHG,983.3898050083997,TON
30,AL,Bibb,All Sectors,Nitrous Oxide,GHG,153.15779001234,TON
31,AL,Blount,All Sectors,Ammonia,CAP,153.34039085071922,TON
32,AL,Blount,All Sectors,Carbon Monoxide,CAP,48041.42278452231,TON
33,AL,Blount,All Sectors,Nitrogen Oxides,CAP,12126.199756490423,TON
