,State,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,FL,All Sectors,Ammonia,CAP,4984.289682143344,TON
1,FL,All Sectors,Carbon Monoxide,CAP,125778.18197204372,TON
2,FL,All Sectors,Nitrogen Oxides,CAP,11029.693546185703,TON
3,FL,All Sectors,PM10 Primary (Filt + Cond),CAP,24074.10182453454,TON
4,FL,All Sectors,PM2.5 Primary (Filt + Cond),CAP,4066.737060460757,TON
5,FL,All Sectors,Sulfur Dioxide,CAP,334.54432045447857,TON
6,FL,All Sectors,Volatile Organic Compounds,CAP,122116.19230039763,TON
7,FL,All Sectors,Carbon Dioxide,GHG,13924704.30548572,TON
8,FL,All Sectors,Methane,GHG,11593.021418593355,TON
9,FL,All Sectors,Nitrous Oxide,GHG,7.354516149999999,TON
10,FL,Agriculture - Crops & Livestock Dust,PM10 Primary (Filt + Cond),CAP,349.240435874,TON
11,FL,Agriculture - Crops & Livestock Dust,PM2.5 Primary (Filt + Cond),CAP,272.152134131,TON
12,FL,Agriculture - Fertilizer Application,Ammonia,CAP,701.3,TON
13,FL,Agriculture - Livestock Waste,Ammonia,CAP,3564.0984529519997,TON
14,FL,Agriculture - Livestock Waste,Volatile Organic Compounds,CAP,75.969918888,TON
15,FL,Biogenics - Vegetation and Soil,Volatile Organic Compounds,CAP,109521.452,TON
16,FL,Bulk Gasoline Terminals,Volatile Organic Compounds,CAP,386.308201769,TON
17,FL,Commercial Cooking,Carbon Monoxide,CAP,6.01214592,TON
18,FL,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,33.403653000000006,TON
19,FL,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,57.3604578,TON
20,FL,Commercial Cooking,Volatile Organic Compounds,CAP,2.430023963,TON
21,FL,Dust - Construction Dust,PM10 Primary (Filt + Cond),CAP,213.0211766,TON
22,FL,Dust - Construction Dust,PM2.5 Primary (Filt + Cond),CAP,80.74683280299999,TON
23,FL,Dust - Paved Road Dust,PM10 Primary (Filt + Cond),CAP,2706.1899999999996,TON
24,FL,Dust - Paved Road Dust,PM2.5 Primary (Filt + Cond),CAP,408.11293,TON
25,FL,Dust - Unpaved Road Dust,PM2.5 Primary (Filt + Cond),CAP,359.77570000000003,TON
26,FL,Fires - Agricultural Field Burning,Carbon Monoxide,CAP,273.14,TON
27,FL,Fires - Agricultural Field Burning,Nitrogen Oxides,CAP,4.587,TON
28,FL,Fires - Agricultural Field Burning,PM10 Primary (Filt + Cond),CAP,2696.733707,TON
