,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,GA,Tenure,OWNER,2339981.0,95307.86,1926.17,686.66,10.21,2.75
2,GA,Tenure,RENTER,1369507.0,46389.08,1502.84,359.02,4.0,4.02
3,GA,Year Built,1940-59,309560.428,57671.31,1740.21,647.48,10.82,4.16
4,GA,Year Built,1960-79,832884.689,60315.02,1738.45,580.27,9.87,3.8600000000000003
5,GA,Year Built,1980-99,1436165.627,79074.29,1755.38,580.8,7.79,2.96
6,GA,Year Built,2000-09,828348.409,93274.7,1861.0,508.63,5.53,2.55
7,GA,Year Built,2010+,162918.43,103496.27,1585.31,378.44,3.04,1.9
8,GA,Year Built,BEFORE 1940,139610.417,77152.93,1847.17,699.27,11.09,3.3099999999999996
9,GA,Building Type,1 ATTACHED,147852.726,74701.75,1338.21,493.82,4.85,2.46
10,GA,Building Type,1 DETACHED,2561355.671,90132.14,1943.22,700.26,9.33,2.94
11,GA,Building Type,MOBILE_TRAILER,288727.224,40224.69,2044.01,288.26,12.71,5.83
12,GA,Building Type,10-19 UNIT,164465.013,47229.35,1096.43,225.01,0.7,2.8000000000000003
13,GA,Building Type,2 UNIT,71200.167,30976.14,1342.32,261.67,3.63,5.19
14,GA,Building Type,3-4 UNIT,102947.518,37651.83,1211.46,247.06,2.56,3.88
15,GA,Building Type,5-9 UNIT,163431.142,41343.5,1197.76,236.03,1.44,3.47
16,GA,Building Type,BOAT_RV_VAN,2461.964,30978.5,854.83,279.04,10.91,3.6999999999999997
17,GA,Building Type,50+ UNIT,119792.758,66483.33,938.23,108.35,1.08,1.58
18,GA,Building Type,20-49 UNIT,87253.816,50231.7,1022.23,175.14,0.65,2.3800000000000003
19,GA,Heating Fuel,BOTTLED GAS,174356.0,61313.36,1773.41,1454.54,33.21,5.319999999999999
20,GA,Heating Fuel,ELECTRICITY,2014392.0,65484.0,1924.31,156.39,5.31,3.19
21,GA,Heating Fuel,OTHER,3431.0,45530.51,1302.74,404.13,87.3,3.94
22,GA,Heating Fuel,SOLAR,261.0,53019.28,1365.15,275.31,38.77,3.17
23,GA,Heating Fuel,UTILITY GAS,1464425.0,96554.64,1568.4,1036.26,6.71,2.7
24,GA,Heating Fuel,WOOD,31133.0,49555.81,1688.53,230.3,60.7,3.9899999999999998
25,GA,Heating Fuel,COAL,385.0,34313.32,849.87,196.51,31.62,3.1399999999999997
26,GA,Heating Fuel,NONE,14705.0,40431.11,1188.28,126.26,7.82,3.27
27,GA,Heating Fuel,FUEL OIL,6400.0,35983.86,1223.49,269.0,113.08,4.46
28,GA,Percent of FPL,0-100%,507584.908,9829.73,1676.3,422.11,7.6,21.42
29,GA,Percent of FPL,100-150%,341082.285,23169.27,1712.75,456.43,9.05,9.4
30,GA,Percent of FPL,150-200%,333131.115,32759.39,1735.42,503.22,8.76,6.859999999999999
31,GA,Percent of FPL,200-400%,1090603.551,55261.15,1758.83,535.06,8.43,4.17
32,GA,Percent of FPL,400%+,1437086.141,140893.1,1832.87,680.09,7.18,1.79
