,State,County,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,SC,Abbeville,All Sectors,Ammonia,CAP,2253.964122112231,TON
1,SC,Abbeville,All Sectors,Carbon Monoxide,CAP,14559.3138704795,TON
2,SC,Abbeville,All Sectors,Nitrogen Oxides,CAP,3803.5253253283936,TON
3,SC,Abbeville,All Sectors,PM10 Primary (Filt + Cond),CAP,7588.289594896244,TON
4,SC,Abbeville,All Sectors,PM2.5 Primary (Filt + Cond),CAP,975.7079778766399,TON
5,SC,Abbeville,All Sectors,Sulfur Dioxide,CAP,300.3647558329319,TON
6,SC,Abbeville,All Sectors,Volatile Organic Compounds,CAP,73986.29248979069,TON
7,SC,Abbeville,All Sectors,Carbon Dioxide,GHG,14783654.920649117,TON
8,SC,Abbeville,All Sectors,Methane,GHG,239.32772830324103,TON
9,SC,Abbeville,All Sectors,Nitrous Oxide,GHG,6.5378708658999996,TON
10,SC,Aiken,All Sectors,Ammonia,CAP,2253.964122112231,TON
11,SC,Aiken,All Sectors,Carbon Monoxide,CAP,14559.3138704795,TON
12,SC,Aiken,All Sectors,Nitrogen Oxides,CAP,3803.5253253283936,TON
13,SC,Aiken,All Sectors,PM10 Primary (Filt + Cond),CAP,7588.289594896244,TON
14,SC,Aiken,All Sectors,PM2.5 Primary (Filt + Cond),CAP,975.7079778766399,TON
15,SC,Aiken,All Sectors,Sulfur Dioxide,CAP,300.3647558329319,TON
16,SC,Aiken,All Sectors,Volatile Organic Compounds,CAP,73986.29248979069,TON
17,SC,Aiken,All Sectors,Carbon Dioxide,GHG,14783654.920649117,TON
18,SC,Aiken,All Sectors,Methane,GHG,239.32772830324103,TON
19,SC,Aiken,All Sectors,Nitrous Oxide,GHG,6.5378708658999996,TON
20,SC,Allendale,All Sectors,Ammonia,CAP,2253.964122112231,TON
21,SC,Allendale,All Sectors,Carbon Monoxide,CAP,14559.3138704795,TON
22,SC,Allendale,All Sectors,Nitrogen Oxides,CAP,3803.5253253283936,TON
23,SC,Allendale,All Sectors,PM10 Primary (Filt + Cond),CAP,7588.289594896244,TON
24,SC,Allendale,All Sectors,PM2.5 Primary (Filt + Cond),CAP,975.7079778766399,TON
25,SC,Allendale,All Sectors,Sulfur Dioxide,CAP,300.3647558329319,TON
26,SC,Allendale,All Sectors,Volatile Organic Compounds,CAP,73986.29248979069,TON
27,SC,Allendale,All Sectors,Carbon Dioxide,GHG,14783654.920649117,TON
28,SC,Allendale,All Sectors,Methane,GHG,239.32772830324103,TON
29,SC,Allendale,All Sectors,Nitrous Oxide,GHG,6.5378708658999996,TON
