Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,LA,2155,2514,1973,1850,1942,2298,2664,2373,2471,2543,2263
,Statewide Total,Cooperative,LA,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,LA,664,878,757,596,703,821,976,976,1138,1105,903
,Statewide Total,Investor Owned,LA,1265,1417,976,1116,1094,1355,1527,1211,1163,1063,955
,Statewide Total,Municipal Owned,LA,226,219,240,138,145,122,161,186,170,375,405
39964,"SOUTHERN GAS SERVICES, INC.",Privately Owned,LA,0,0,0,0,0,0,0,0,0,0,0
32470,MAGNOLIA NATURAL GAS LLC,Privately Owned,LA,0,2,0,0,0,0,1,0,0,0,0
32387,"JPC ENERGY, LLC",Investor Owned,LA,5,2,0,1,1,0,0,0,0,0,1
31989,"FRENCH SETTLEMENT GAS, LLC",Privately Owned,LA,0,0,0,0,0,0,0,0,0,0,0
31860,TOWN OF FRANKLINTON,Municipal Owned,LA,0,0,0,0,2,0,0,0,0,0,0
26310,"MAMOU, TOWN OF",Municipal Owned,LA,0,0,0,3,0,0,0,0,0,0,0
25049,WOODWORTH MUNICIPAL GAS DEPT,Municipal Owned,LA,0,0,1,0,0,0,0,1,6,1,2
25048,WASHINGTON PARISH UTILITY DIST #1,Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
25046,RAPIDES PARISH GAS UTILITY DIST #2,Municipal Owned,LA,0,0,0,2,2,1,1,0,0,0,3
25010,"ZACHARY WATER & GAS DISTRIBUTION SYSTEM, CITY OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,16
22546,"WHITE CASTLE, TOWN OF",Municipal Owned,LA,4,0,0,0,0,0,0,0,0,0,0
22500,"WESTLAKE, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,72
22364,WEST BATON ROUGE PARISH NATURAL GAS SYSTEM,Municipal Owned,LA,0,0,0,0,0,0,0,0,0,2,0
22224,"WATERPROOF, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,0,0,0,0
22196,WASHINGTON NATURAL GAS SYSTEM,Municipal Owned,LA,0,0,0,2,0,1,1,1,2,0,2
22063,"WALKER, TOWN OF",Municipal Owned,LA,0,0,0,0,0,0,0,17,8,11,8
