,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
7,"Household Income: $10,000 to $14,999",ID,38641,35099,33758,31835,31581,33146,30409,29599,27612,24498
8,"Household Income: $100,000 to $124,999",ID,30697,38756,37711,35534,39164,45802,47953,50721,55652,62355
9,"Household Income: $125,000 to $149,999",ID,15912,16366,17377,18076,22376,24015,26672,27918,28503,36160
10,"Household Income: $15,000 to $19,999",ID,33073,41072,36319,31009,33453,34795,30516,26252,28601,30937
11,"Household Income: $150,000 to $199,999",ID,13297,13466,15995,16646,17184,18858,24339,25116,29123,34280
12,"Household Income: $20,000 to $24,999",ID,37541,36326,38016,35583,36125,35743,31791,35162,36436,28519
13,"Household Income: $200,000 or more",ID,10324,9692,12614,14532,18953,15844,19082,20429,26737,32599
14,"Household Income: $25,000 to $29,999",ID,38639,40671,37068,35720,32560,32301,28162,33106,26828,29674
15,"Household Income: $30,000 to $34,999",ID,37671,36547,36997,37512,39475,39695,34272,36094,33413,33553
16,"Household Income: $35,000 to $39,999",ID,35374,33052,33206,31775,30884,30669,33305,32900,32798,29333
17,"Household Income: $40,000 to $44,999",ID,30104,31149,33318,35179,33228,29798,29576,32472,34868,28390
18,"Household Income: $45,000 to $49,999",ID,26989,29941,26303,30866,27428,28414,31127,30916,30196,28771
19,"Household Income: $50,000 to $59,999",ID,54220,48828,53053,52590,52252,50601,53795,56060,57852,59944
20,"Household Income: $60,000 to $74,999",ID,64365,61706,66146,67105,65028,62587,71316,71609,77036,75990
21,"Household Income: $75,000 to $99,999",ID,64661,63348,65127,71148,69911,71618,73915,78785,79485,93083
22,"Household Income: Less than $10,000",ID,45201,44174,40098,43379,41985,43535,44642,37996,35130,27773
23,Household Income: Total:,ID,576709,580193,583106,588489,591587,597421,610872,625135,640270,655859
24,Median Household Income,ID,43490.0,43341.0,45489.0,46783.0,47861.0,48275.0,51807.0,52225.0,55583.0,60999.0
