Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,MT,193,232,146,158,103,179,9,139,108,100,116
,Statewide Total,Cooperative,MT,22,58,30,2,2,12,6,6,14,9,4
,Statewide Total,Privately Owned,MT,169,174,114,155,97,159,2,131,94,91,112
,Statewide Total,Investor Owned,MT,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Municipal Owned,MT,2,0,2,1,4,8,1,2,0,0,0
32651,SLEEPY HOLLOW OIL AND GAS,Privately Owned,MT,0,1,3,1,2,5,0,0,0,1,1
32313,ABACO ENERGY SERVICES LLC,Privately Owned,MT,0,3,0,1,1,2,0,0,1,0,0
31191,ENERGY WEST MONTANA,Privately Owned,MT,169,170,111,153,94,152,2,131,93,90,111
31065,MILLER OIL COMPANY,Privately Owned,MT,0,0,0,0,0,0,0,0,0,0,0
18260,SHELBY GAS ASSOCIATION,Cooperative,MT,22,58,30,2,2,12,6,6,14,9,4
18024,SACO MUNICIPAL GAS SERVICE,Municipal Owned,MT,2,0,2,1,4,8,1,2,0,0,0
