Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,MT,106,101,48,74,68,64,2,64,58,54,58
,Statewide Total,Cooperative,MT,0,1,2,0,0,0,0,0,0,1,0
,Statewide Total,Privately Owned,MT,106,100,46,74,68,64,2,64,58,53,58
,Statewide Total,Investor Owned,MT,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Municipal Owned,MT,0,0,0,0,0,0,0,0,0,0,0
32651,SLEEPY HOLLOW OIL AND GAS,Privately Owned,MT,0,0,0,0,0,0,0,0,0,0,0
32313,ABACO ENERGY SERVICES LLC,Privately Owned,MT,0,3,0,0,0,0,0,0,0,0,0
31191,ENERGY WEST MONTANA,Privately Owned,MT,106,97,46,74,68,64,2,64,58,53,58
31065,MILLER OIL COMPANY,Privately Owned,MT,0,0,0,0,0,0,0,0,0,0,0
18260,SHELBY GAS ASSOCIATION,Cooperative,MT,0,1,2,0,0,0,0,0,0,1,0
18024,SACO MUNICIPAL GAS SERVICE,Municipal Owned,MT,0,0,0,0,0,0,0,0,0,0,0
