,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,ME,Tenure,OWNER,402119.0,83668.34,1591.85,561.7,1527.65,4.3999999999999995
2,ME,Tenure,RENTER,154836.0,34262.35,905.74,241.59,477.06,4.74
3,ME,Year Built,1940-59,65441.22,59291.99,1217.88,354.39,1254.7,4.77
4,ME,Year Built,1960-79,119689.566,62216.75,1380.36,382.27,1187.72,4.74
5,ME,Year Built,1980-99,150727.715,73974.85,1507.22,417.91,1189.47,4.21
6,ME,Year Built,2000-09,73478.517,88041.86,1552.82,691.49,1259.7,3.9800000000000004
7,ME,Year Built,2010+,17117.735,86771.66,1246.33,1209.39,551.36,3.47
8,ME,Year Built,BEFORE 1940,130500.248,65273.91,1324.33,458.47,1399.31,4.88
9,ME,Building Type,1 ATTACHED,14431.953,74389.75,1026.13,672.49,879.7,3.47
10,ME,Building Type,1 DETACHED,381086.578,83927.87,1596.75,571.22,1553.99,4.43
11,ME,Building Type,MOBILE_TRAILER,47412.566,43404.69,1623.58,354.28,1068.79,7.02
12,ME,Building Type,10-19 UNIT,8520.451,26775.45,460.89,48.73,18.8,1.97
13,ME,Building Type,2 UNIT,28453.222,43021.73,945.11,263.39,790.75,4.65
14,ME,Building Type,3-4 UNIT,35128.147,37742.18,823.52,236.58,237.33,3.44
15,ME,Building Type,5-9 UNIT,22368.29,27315.19,615.05,87.83,59.19,2.79
16,ME,Building Type,BOAT_RV_VAN,237.996,16363.02,486.44,472.07,90.67,6.41
17,ME,Building Type,50+ UNIT,8460.184,22558.19,225.4,13.78,8.34,1.0999999999999999
18,ME,Building Type,20-49 UNIT,10855.613,23083.13,418.21,62.46,16.23,2.15
19,ME,Heating Fuel,BOTTLED GAS,55461.0,77714.09,1371.33,2242.0,376.9,5.13
20,ME,Heating Fuel,ELECTRICITY,34834.0,44328.33,1347.31,106.87,200.72,3.73
21,ME,Heating Fuel,OTHER,11238.0,73989.57,1467.48,270.04,1199.19,3.9699999999999998
22,ME,Heating Fuel,SOLAR,781.0,60181.45,977.17,462.1,255.32,2.82
23,ME,Heating Fuel,UTILITY GAS,41237.0,64652.47,748.12,747.62,126.17,2.5100000000000002
24,ME,Heating Fuel,WOOD,65451.0,70001.27,1729.44,337.6,1331.21,4.8500000000000005
25,ME,Heating Fuel,COAL,1469.0,51436.88,1272.22,135.39,1007.01,4.6899999999999995
26,ME,Heating Fuel,NONE,1668.0,32251.48,742.6,32.2,223.64,3.1
27,ME,Heating Fuel,FUEL OIL,344816.0,72038.02,1429.63,228.06,1602.04,4.53
28,ME,Percent of FPL,0-100%,61615.736,8807.23,1103.77,259.52,692.5,23.34
29,ME,Percent of FPL,100-150%,50847.54,18998.98,1255.63,317.77,940.29,13.23
30,ME,Percent of FPL,150-200%,51667.648,28388.16,1350.62,362.41,1133.91,10.03
31,ME,Percent of FPL,200-400%,176486.71,52254.77,1438.66,441.88,1300.11,6.09
32,ME,Percent of FPL,400%+,216337.365,123658.43,1501.41,621.34,1431.3,2.87
