Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,SD,926,870,699,644,671,623,548,639,617,714,736
,Statewide Total,Cooperative,SD,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,SD,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Investor Owned,SD,908,852,679,629,648,604,538,620,603,687,717
,Statewide Total,Municipal Owned,SD,18,18,20,15,23,19,10,19,14,27,19
31632,NORTHWESTERN CORPORATION,Investor Owned,SD,382,306,205,164,216,188,130,220,176,254,284
31094,"GARRETSON GAS UTILITY, CITY OF",Municipal Owned,SD,2,0,0,1,0,1,0,1,0,2,0
31090,"CROOKS MUNICIPAL GAS, CITY OF",Municipal Owned,SD,4,5,8,1,0,2,0,1,1,6,7
30964,"HUMBOLDT MUNICIPAL GAS, CITY OF",Municipal Owned,SD,0,0,0,2,1,3,1,1,0,1,2
30750,MIDAMERICAN ENERGY COMPANY,Investor Owned,SD,526,546,474,465,432,416,408,400,427,433,433
22231,WATERTOWN MUNICIPAL GAS DEPT,Municipal Owned,SD,12,13,12,11,22,13,9,16,13,18,10
