Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
Statewide Total,,Total,SD,215098,4514,1529,218,7761,15011,20895,24690,56296,44407,37022,2755
Statewide Total,,Cooperative,SD,0,0,0,0,0,0,0,0,0,0,0,0
Statewide Total,,Privately Owned,SD,0,0,0,0,0,0,0,0,0,0,0,0
Statewide Total,,Investor Owned,SD,202837,4514,1529,218,5488,13769,18899,23607,53032,43045,36052,2684
Statewide Total,,Municipal Owned,SD,12261,0,0,0,2273,1242,1996,1083,3264,1362,970,71
NORTHWESTERN CORPORATION,31632,Investor Owned,SD,50149,0,0,0,0,6543,5426,7063,17416,7058,5943,700
"GARRETSON GAS UTILITY, CITY OF",31094,Municipal Owned,SD,583,0,0,0,0,0,0,0,464,70,49,0
"CROOKS MUNICIPAL GAS, CITY OF",31090,Municipal Owned,SD,902,0,0,0,0,0,0,0,531,210,161,0
"HUMBOLDT MUNICIPAL GAS, CITY OF",30964,Municipal Owned,SD,262,0,0,0,0,0,0,0,238,19,5,0
MIDAMERICAN ENERGY COMPANY,30750,Investor Owned,SD,89588,2109,1512,166,2171,3713,6242,10145,19993,23611,18990,936
WATERTOWN MUNICIPAL GAS DEPT,22231,Municipal Owned,SD,10514,0,0,0,2273,1242,1996,1083,2031,1063,755,71
MONTANA - DAKOTA UTILITIES CO,12684,Investor Owned,SD,63100,2405,17,52,3317,3513,7231,6399,15623,12376,11119,1048
