,State,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,WV,All Sectors,Ammonia,CAP,168.74642231323685,TON
1,WV,All Sectors,Carbon Monoxide,CAP,13511.911416313886,TON
2,WV,All Sectors,Nitrogen Oxides,CAP,2391.7774504770537,TON
3,WV,All Sectors,PM10 Primary (Filt + Cond),CAP,732.9816509530748,TON
4,WV,All Sectors,PM2.5 Primary (Filt + Cond),CAP,738.4115779432375,TON
5,WV,All Sectors,Sulfur Dioxide,CAP,102.09488281868094,TON
6,WV,All Sectors,Volatile Organic Compounds,CAP,3098.382814230304,TON
7,WV,All Sectors,Carbon Dioxide,GHG,114810.08014640701,TON
8,WV,All Sectors,Methane,GHG,56.273903844427004,TON
9,WV,All Sectors,Nitrous Oxide,GHG,19.491432189,TON
10,WV,Agriculture - Crops & Livestock Dust,PM10 Primary (Filt + Cond),CAP,37.452245182,TON
11,WV,Agriculture - Crops & Livestock Dust,PM2.5 Primary (Filt + Cond),CAP,100.0738094149,TON
12,WV,Agriculture - Fertilizer Application,Ammonia,CAP,111.1,TON
13,WV,Agriculture - Livestock Waste,Volatile Organic Compounds,CAP,4.355095782599999,TON
14,WV,Biogenics - Vegetation and Soil,Carbon Monoxide,CAP,573.3328,TON
15,WV,Biogenics - Vegetation and Soil,Nitrogen Oxides,CAP,168.03530999999998,TON
16,WV,Commercial Cooking,Carbon Monoxide,CAP,2.6834037,TON
17,WV,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,3.08871203,TON
18,WV,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,33.3307256,TON
19,WV,Dust - Construction Dust,PM10 Primary (Filt + Cond),CAP,197.545985,TON
20,WV,Dust - Construction Dust,PM2.5 Primary (Filt + Cond),CAP,1.24515693,TON
21,WV,Dust - Paved Road Dust,PM2.5 Primary (Filt + Cond),CAP,2.55358,TON
22,WV,Dust - Unpaved Road Dust,PM2.5 Primary (Filt + Cond),CAP,148.53581,TON
23,WV,Fires - Agricultural Field Burning,Carbon Monoxide,CAP,5.88,TON
24,WV,Fires - Agricultural Field Burning,PM10 Primary (Filt + Cond),CAP,1.02,TON
25,WV,Fires - Agricultural Field Burning,Volatile Organic Compounds,CAP,1.883,TON
26,WV,Fires - Prescribed Fires,Ammonia,CAP,4.4345,TON
27,WV,Fires - Prescribed Fires,Carbon Monoxide,CAP,3137.97379,TON
28,WV,Fires - Prescribed Fires,Nitrogen Oxides,CAP,22.276678,TON
29,WV,Fires - Prescribed Fires,Sulfur Dioxide,CAP,35.041292,TON
30,WV,Fires - Prescribed Fires,Volatile Organic Compounds,CAP,114.667265,TON
31,WV,Fires - Prescribed Fires,Carbon Dioxide,GHG,18177.1369,TON
32,WV,Fires - Prescribed Fires,Methane,GHG,14.966357,TON
33,WV,Fires - Wildfires,Ammonia,CAP,20.20919,TON
34,WV,Fires - Wildfires,Carbon Monoxide,CAP,54.440077,TON
35,WV,Fires - Wildfires,Nitrogen Oxides,CAP,6.367032,TON
36,WV,Fires - Wildfires,PM10 Primary (Filt + Cond),CAP,0.594119,TON
37,WV,Fires - Wildfires,PM2.5 Primary (Filt + Cond),CAP,12.839171,TON
38,WV,Fires - Wildfires,Sulfur Dioxide,CAP,0.5562339999999999,TON
39,WV,Fires - Wildfires,Volatile Organic Compounds,CAP,13.77367,TON
40,WV,Fires - Wildfires,Carbon Dioxide,GHG,1394.139512,TON
41,WV,Fires - Wildfires,Methane,GHG,0.090048,TON
42,WV,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.41859862,TON
43,WV,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,2.3951580000000003,TON
44,WV,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,1.988387,TON
45,WV,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,2.4110810000000003,TON
46,WV,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.4467448799999999,TON
47,WV,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
48,WV,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
49,WV,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
50,WV,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
51,WV,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
52,WV,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.009633066,TON
53,WV,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,31.7235,TON
54,WV,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,20.463044,TON
55,WV,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,5.3204405855,TON
56,WV,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.057435556000000006,TON
57,WV,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.7351247439999999,TON
58,WV,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,60.306822170000004,TON
59,WV,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.020865707660000003,TON
60,WV,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,0.113877328,TON
61,WV,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.00992306,TON
62,WV,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.0121432337,TON
63,WV,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,0.0523613,TON
64,WV,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,0.8049297,TON
65,WV,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.0113705579,TON
66,WV,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.0209939829,TON
67,WV,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.0022018135,TON
68,WV,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.0057903419999999,TON
69,WV,Fuel Comb - Electric Generation - Coal,Carbon Monoxide,CAP,1336.32,TON
