,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
25,Median Number of Rooms,IL,5.5,5.5,5.5,5.6,5.6,5.6,5.6,5.6,5.6,5.6
26,Number of Rooms: 1,IL,122041,122747,111227,119501,111649,151018,149715,150624,132616,130968
27,Number of Rooms: 2,IL,111333,115147,118099,119563,115809,113755,121604,131638,137098,131543
28,Number of Rooms: 3,IL,427167,445286,442728,429039,455150,421977,442292,429450,443618,460043
29,Number of Rooms: 4,IL,862982,854525,851324,853057,849366,847035,842573,835233,854228,843774
30,Number of Rooms: 5,IL,1085305,1082819,1082503,1073793,1068308,1065871,1052607,1057605,1032851,1046119
31,Number of Rooms: 6,IL,974409,961129,957787,961815,955603,953009,938987,941335,951046,949775
32,Number of Rooms: 7,IL,634539,648616,637133,635952,640232,638074,642796,651613,642946,645924
33,Number of Rooms: 8,IL,468085,467525,473381,472981,479647,468478,488123,479602,488151,482273
34,Number of Rooms: 9+,IL,611216,598415,615967,623952,631744,658401,648468,682316,693622,697791
