Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,IN,11845,10810,13377,13900,10669,10426,12305,14283,13033,11547,8957
,Statewide Total,Cooperative,IN,0,0,0,0,0,0,2,0,0,0,0
,Statewide Total,Privately Owned,IN,264,151,121,81,132,131,113,180,168,169,125
,Statewide Total,Investor Owned,IN,9898,9167,11533,12070,9027,9208,11284,12822,11740,10458,7947
,Statewide Total,Municipal Owned,IN,1683,1492,1723,1749,1510,1087,906,1281,1125,920,885
39222,VERMILLION RISE MEGA PARK,Municipal Owned,IN,0,0,0,0,1,0,0,0,4,4,2
32553,NEWTON COUNTY LANDFILL PARTNERSHIP,Privately Owned,IN,0,0,0,0,0,0,0,0,0,0,0
32193,"GRANGER ENERGY, LLC",Privately Owned,IN,0,0,0,0,0,0,0,0,0,0,0
31940,"VALLEY RURAL UTILITY CO. C/O UTILITY PIPELINE, LTD.",Cooperative,IN,0,0,0,0,0,0,2,0,0,0,0
22504,WESTFIELD GAS CORP,Investor Owned,IN,32,21,21,11,15,13,14,10,12,11,12
18780,SWITZERLAND COUNTY NATURAL GAS CO,Investor Owned,IN,5,7,0,0,0,0,0,0,0,0,0
18508,SOUTHERN INDIANA GAS & ELECTRIC CO,Investor Owned,IN,1239,1404,1519,1983,1136,1181,849,919,1281,1092,1060
18464,SOUTHEAST INDIANA NATURAL GAS CO,Privately Owned,IN,17,21,11,6,13,16,23,12,18,29,26
17520,ROACHDALE GAS DEPARTMENT,Municipal Owned,IN,16,19,50,0,3,1,1,4,3,1,4
17230,"RENSSELAER MUNICIPAL GAS SYSTEM, CITY OF",Municipal Owned,IN,56,22,0,2,0,2,0,0,2,0,2
15798,POSEYVILLE MUNICIPLE GAS CO,Municipal Owned,IN,1,0,12,6,7,8,9,6,9,12,14
15616,"PITTSBORO GAS CO, TOWN OF",Municipal Owned,IN,1,0,0,0,0,0,0,15,35,9,2
14400,OSGOOD GAS UTILITY,Municipal Owned,IN,3,4,3,11,11,12,8,7,7,11,7
14190,OHIO VALLEY GAS INC,Investor Owned,IN,14,14,19,13,22,31,38,49,41,31,0
13730,NORTHERN INDIANA PUBLIC SERVICE CO,Investor Owned,IN,4172,3611,5270,5174,4020,3851,4524,3306,3142,3185,2470
13280,"NEW HARMONY GAS DEPT, TOWN OF",Municipal Owned,IN,2,1,3,6,0,6,5,4,6,2,5
12738,MONTEZUMA MUNICIPAL GAS UTILITIES DEPT,Municipal Owned,IN,3,0,1,0,0,0,0,2,0,0,0
12486,MIDWEST NATURAL GAS CORP,Investor Owned,IN,247,308,201,198,156,142,199,149,146,167,143
11536,LINTON MUNICIPAL GAS,Municipal Owned,IN,1,3,1,2,1,3,6,15,38,15,14
11288,SYCAMORE GAS COMPANY,Privately Owned,IN,57,80,86,57,83,90,54,55,87,105,67
11224,LAPEL MUNICIPAL GAS CO,Municipal Owned,IN,18,0,0,0,0,27,12,8,15,11,6
9140,JASPER MUNICIPAL UTILITIES,Municipal Owned,IN,3,160,29,66,100,3,10,19,11,23,16
9120,JASONVILLE GAS UTILITY,Municipal Owned,IN,1,0,0,0,1,1,0,17,11,6,1
8090,INDIANA UTILITIES CORP,Investor Owned,IN,4,8,6,6,4,2,8,4,7,6,4
8080,INDIANA NATURAL GAS CORP,Investor Owned,IN,140,152,175,166,136,157,131,101,119,166,168
8070,INDIANA GAS CO INC,Investor Owned,IN,4034,3612,4285,4498,3525,3776,5467,8230,6940,5695,3978
7670,"HUNTINGBURG GAS SYSTEM, CITY OF",Municipal Owned,IN,1,14,8,4,1,4,5,7,17,17,3
6560,GRANDVIEW MUNICIPAL GAS,Municipal Owned,IN,0,1,0,0,1,0,3,5,3,0,0
5520,FOUNTAINTOWN GAS CO INC,Privately Owned,IN,170,31,17,16,27,17,13,39,13,12,13
2676,COMMUNITY NATURAL GAS INC,Investor Owned,IN,11,30,37,21,13,55,54,54,52,105,112
2392,CITIZENS GAS & COKE UTILITY,Municipal Owned,IN,1542,1233,1601,1635,1364,1003,833,1150,945,776,784
2360,CHRISNEY MUNICIPAL GAS CO,Municipal Owned,IN,5,1,1,0,0,2,0,0,1,6,2
1632,BOONVILLE NATURAL GAS CORP,Privately Owned,IN,20,19,7,2,9,8,23,74,50,23,19
1160,BATESVILLE GAS UTILITY,Municipal Owned,IN,5,9,7,2,4,5,5,15,8,18,12
1056,BAINBRIDGE MUNICIPAL GAS,Municipal Owned,IN,0,4,2,3,4,3,0,0,1,1,1
891,AURORA UTILITIES,Municipal Owned,IN,25,21,5,12,12,7,9,7,9,8,10
