,State,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,MI,All Sectors,Ammonia,CAP,1715.196432093849,TON
1,MI,All Sectors,Carbon Monoxide,CAP,25041.001886278325,TON
2,MI,All Sectors,Nitrogen Oxides,CAP,4840.883532188891,TON
3,MI,All Sectors,PM10 Primary (Filt + Cond),CAP,2042.7273203979823,TON
4,MI,All Sectors,PM2.5 Primary (Filt + Cond),CAP,1485.5182495232812,TON
5,MI,All Sectors,Sulfur Dioxide,CAP,36972.23406890616,TON
6,MI,All Sectors,Volatile Organic Compounds,CAP,16244.961339501164,TON
7,MI,All Sectors,Carbon Dioxide,GHG,4837592.58721924,TON
8,MI,All Sectors,Methane,GHG,29679.06883211553,TON
9,MI,All Sectors,Nitrous Oxide,GHG,11.0365762012,TON
10,MI,Agriculture - Crops & Livestock Dust,PM2.5 Primary (Filt + Cond),CAP,247.22238265320001,TON
11,MI,Agriculture - Fertilizer Application,Ammonia,CAP,356.7,TON
12,MI,Agriculture - Livestock Waste,Ammonia,CAP,133.87566219,TON
13,MI,Agriculture - Livestock Waste,Volatile Organic Compounds,CAP,16.6859180282,TON
14,MI,Biogenics - Vegetation and Soil,Carbon Monoxide,CAP,3142.0001,TON
15,MI,Biogenics - Vegetation and Soil,Nitrogen Oxides,CAP,276.58439999999996,TON
16,MI,Biogenics - Vegetation and Soil,Volatile Organic Compounds,CAP,6735.108,TON
17,MI,Bulk Gasoline Terminals,Volatile Organic Compounds,CAP,1284.5179664500001,TON
18,MI,Commercial Cooking,Carbon Monoxide,CAP,19.5018576,TON
19,MI,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,54.2612853,TON
20,MI,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,49.31480972,TON
21,MI,Commercial Cooking,Volatile Organic Compounds,CAP,16.736747772999998,TON
22,MI,Dust - Construction Dust,PM10 Primary (Filt + Cond),CAP,64.5581681,TON
23,MI,Dust - Construction Dust,PM2.5 Primary (Filt + Cond),CAP,53.715196479999996,TON
24,MI,Dust - Paved Road Dust,PM10 Primary (Filt + Cond),CAP,183.02911999999998,TON
25,MI,Dust - Paved Road Dust,PM2.5 Primary (Filt + Cond),CAP,141.05385,TON
26,MI,Dust - Unpaved Road Dust,PM2.5 Primary (Filt + Cond),CAP,280.14043000000004,TON
27,MI,Fires - Agricultural Field Burning,Ammonia,CAP,3.11,TON
28,MI,Fires - Agricultural Field Burning,Carbon Monoxide,CAP,11.8,TON
29,MI,Fires - Agricultural Field Burning,Sulfur Dioxide,CAP,0.0258,TON
30,MI,Fires - Prescribed Fires,Ammonia,CAP,10.522712,TON
31,MI,Fires - Prescribed Fires,Carbon Monoxide,CAP,2419.9204919999997,TON
32,MI,Fires - Prescribed Fires,Nitrogen Oxides,CAP,3.110836,TON
33,MI,Fires - Prescribed Fires,PM10 Primary (Filt + Cond),CAP,102.164686,TON
34,MI,Fires - Prescribed Fires,PM2.5 Primary (Filt + Cond),CAP,8.297724,TON
35,MI,Fires - Prescribed Fires,Sulfur Dioxide,CAP,7.198905999999999,TON
36,MI,Fires - Prescribed Fires,Volatile Organic Compounds,CAP,239.044702,TON
37,MI,Fires - Prescribed Fires,Carbon Dioxide,GHG,12004.6074,TON
38,MI,Fires - Prescribed Fires,Methane,GHG,18.158048,TON
39,MI,Fires - Wildfires,Carbon Monoxide,CAP,25.320454,TON
40,MI,Fires - Wildfires,Nitrogen Oxides,CAP,5.8250660000000005,TON
41,MI,Fires - Wildfires,PM2.5 Primary (Filt + Cond),CAP,170.43436200000002,TON
42,MI,Fires - Wildfires,Sulfur Dioxide,CAP,2.3519430000000003,TON
43,MI,Fires - Wildfires,Volatile Organic Compounds,CAP,248.866508,TON
44,MI,Fires - Wildfires,Carbon Dioxide,GHG,1190.698838,TON
45,MI,Fires - Wildfires,Methane,GHG,8.113895,TON
46,MI,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.098790126,TON
47,MI,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,11.667725,TON
48,MI,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,29.18978,TON
49,MI,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.9532363,TON
50,MI,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,8.020463000000001,TON
51,MI,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.09933858,TON
52,MI,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,2.26972611,TON
53,MI,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
54,MI,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
55,MI,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
56,MI,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,0.0,TON
57,MI,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
58,MI,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
59,MI,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
60,MI,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.34946723,TON
61,MI,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,5.888862,TON
62,MI,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,23.812948,TON
63,MI,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,4.1781584,TON
64,MI,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.5495574,TON
65,MI,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.24653424000000002,TON
66,MI,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,13.870888,TON
67,MI,Fuel Comb - Comm/Institutional - Natural Gas,Methane,GHG,0.33335,TON
68,MI,Fuel Comb - Comm/Institutional - Natural Gas,Nitrous Oxide,GHG,0.47598700000000005,TON
69,MI,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.048892108899999995,TON
70,MI,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.17812528400000002,TON
