,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,SD,12759,14439,11987,11322,12491,14896,13182,13745,14848,15756
40,Units in Structure: 1 DETACHED,SD,248548,249760,253352,255462,260666,259588,261245,264196,268118,269904
41,Units in Structure: 10-19,SD,13849,15661,13915,15526,13769,16009,17208,17571,17655,17311
42,Units in Structure: 2,SD,7966,6082,5703,7592,6275,6505,6388,7996,6303,7689
43,Units in Structure: 20-49,SD,14784,14722,13312,12853,15258,14804,17378,16813,15972,16850
44,Units in Structure: 3-4,SD,12616,12352,12126,13812,14107,10505,12139,14128,15680,13897
45,Units in Structure: 5-9,SD,12478,13907,15385,14775,13580,14700,13890,16224,14853,16486
46,Units in Structure: 50+,SD,8371,8249,8228,6962,8578,8499,9388,9076,9611,10123
47,"Units in Structure: Boat,RV,Van,Etc.",SD,13,314,39,129,33,132,119,184,427,77
48,Units in Structure: Mobile Home,SD,32647,31035,34200,31774,31590,34669,32890,32717,34039,33656
