,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,LA,Tenure,OWNER,1133084.0,83169.26,2119.82,321.39,7.17,2.94
2,LA,Tenure,RENTER,602937.0,38062.98,1660.03,174.23,2.49,4.83
3,LA,Year Built,1940-59,237135.91,52395.2,1850.14,402.95,7.0,4.31
4,LA,Year Built,1960-79,550390.444,56990.61,1893.16,303.6,6.02,3.8699999999999997
5,LA,Year Built,1980-99,481553.54,71240.34,2027.69,197.66,4.97,3.1300000000000003
6,LA,Year Built,2000-09,262098.943,86923.82,2123.68,198.85,4.43,2.68
7,LA,Year Built,2010+,96549.119,87897.74,1837.23,171.65,4.64,2.29
8,LA,Year Built,BEFORE 1940,108293.044,72214.62,1954.68,394.17,6.0,3.26
9,LA,Building Type,1 ATTACHED,46989.721,52668.29,1615.62,165.72,2.9,3.39
10,LA,Building Type,1 DETACHED,1190648.231,79029.6,2110.53,352.12,6.77,3.1199999999999997
11,LA,Building Type,MOBILE_TRAILER,203471.603,45513.66,2141.86,112.22,5.23,4.96
12,LA,Building Type,10-19 UNIT,43782.384,39872.4,1186.06,9.48,0.9,3.0
13,LA,Building Type,2 UNIT,64958.817,38840.06,1518.03,192.23,1.74,4.41
14,LA,Building Type,3-4 UNIT,66781.476,37170.98,1418.57,53.13,0.73,3.9600000000000004
15,LA,Building Type,5-9 UNIT,48978.001,37350.89,1260.2,26.99,1.23,3.45
16,LA,Building Type,BOAT_RV_VAN,2207.918,28747.25,871.69,88.64,3.26,3.35
17,LA,Building Type,50+ UNIT,39931.76,41512.38,1010.13,16.04,1.28,2.48
18,LA,Building Type,20-49 UNIT,28271.089,37272.36,1024.13,25.97,1.44,2.82
19,LA,Heating Fuel,BOTTLED GAS,36083.0,55011.88,1780.28,924.89,25.91,4.96
20,LA,Heating Fuel,ELECTRICITY,1095441.0,62433.8,2046.03,116.22,4.13,3.47
21,LA,Heating Fuel,OTHER,1358.0,55724.83,1534.46,437.57,58.5,3.64
22,LA,Heating Fuel,SOLAR,1062.0,56176.14,835.91,87.73,29.54,1.7000000000000002
23,LA,Heating Fuel,UTILITY GAS,585991.0,78447.97,1825.64,520.88,5.94,3.0
24,LA,Heating Fuel,WOOD,9475.0,52363.1,1844.79,215.91,48.12,4.03
25,LA,Heating Fuel,COAL,77.0,33303.15,1435.69,0.0,0.0,4.31
26,LA,Heating Fuel,NONE,5579.0,33551.11,1048.68,80.17,2.76,3.37
27,LA,Heating Fuel,FUEL OIL,955.0,19659.4,1121.17,124.22,99.76,6.84
28,LA,Percent of FPL,0-100%,297157.549,9457.41,1867.71,247.82,3.94,22.41
29,LA,Percent of FPL,100-150%,186541.966,21537.72,1843.41,251.98,5.61,9.75
30,LA,Percent of FPL,150-200%,164045.918,30786.43,1852.87,254.89,5.91,6.87
31,LA,Percent of FPL,200-400%,492166.415,53095.67,1931.12,256.75,5.78,4.130000000000001
32,LA,Percent of FPL,400%+,596109.152,132823.02,2096.2,302.61,6.02,1.81
