Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,VA,11243,10554,9997,8128,9316,4437,4761,4657,4400,5833,4833
,Statewide Total,Cooperative,VA,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,VA,1695,1699,1406,1797,2267,2378,2713,2847,3036,3171,3067
,Statewide Total,Investor Owned,VA,7933,7481,7196,5105,5998,766,1039,690,595,1442,697
,Statewide Total,Municipal Owned,VA,1615,1374,1395,1226,1051,1293,1009,1120,769,1220,1069
22182,WASHINGTON GAS LIGHT CO,Privately Owned,VA,1595,1581,1283,1629,2204,2319,2658,2766,2943,3129,2998
21349,VIRGINIA NATURAL GAS,Investor Owned,VA,5831,5532,5307,3244,3986,0,0,0,0,0,0
20211,ATMOS ENERGY CORPORATION - KY/MID-STATES (MID-STATES),Investor Owned,VA,172,172,164,138,151,364,499,254,219,983,202
18560,SOUTHWESTERN VIRGINIA GAS CO,Privately Owned,VA,100,118,123,168,63,59,55,81,93,42,69
17540,ROANOKE GAS CO,Investor Owned,VA,352,418,526,492,390,398,537,422,370,455,486
17360,"RICHMOND, CITY OF",Municipal Owned,VA,1184,979,1068,895,606,822,543,898,421,950,801
3110,"DANVILLE, CITY OF",Municipal Owned,VA,311,278,235,189,349,339,252,109,192,143,149
2604,COLUMBIA GAS OF VIRGINIA INC,Investor Owned,VA,1577,1358,1199,1224,1468,2,2,1,1,1,1
2268,"CHARLOTTESVILLE, CITY OF",Municipal Owned,VA,120,117,92,142,96,132,214,113,156,127,119
980,APPALACHIAN NATURAL GAS DISTRIBUTION COMPANY,Investor Owned,VA,1,1,0,7,3,2,1,13,5,3,8
