,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,WA,Tenure,OWNER,1756552.0,111581.92,1355.37,504.88,102.07,1.76
2,WA,Tenure,RENTER,1043871.0,58874.72,955.99,133.12,30.1,1.9
3,WA,Year Built,1940-59,352675.743,82577.63,1247.76,332.63,160.78,2.11
4,WA,Year Built,1960-79,715374.146,79353.88,1266.24,292.53,77.07,2.06
5,WA,Year Built,1980-99,854528.963,92075.46,1210.51,375.32,52.16,1.78
6,WA,Year Built,2000-09,437451.066,109699.37,1160.05,498.25,30.91,1.54
7,WA,Year Built,2010+,155818.719,116606.64,974.03,332.89,16.14,1.13
8,WA,Year Built,BEFORE 1940,284574.364,93920.82,1191.82,381.89,134.47,1.82
9,WA,Building Type,1 ATTACHED,113763.182,87336.26,938.74,271.03,20.51,1.41
10,WA,Building Type,1 DETACHED,1814027.569,109070.34,1394.19,522.27,104.92,1.8499999999999999
11,WA,Building Type,MOBILE_TRAILER,160973.614,50889.84,1487.17,114.65,88.71,3.32
12,WA,Building Type,10-19 UNIT,138141.9,56175.16,753.53,26.73,4.16,1.4000000000000001
13,WA,Building Type,2 UNIT,61925.776,49485.91,914.93,113.82,15.23,2.11
14,WA,Building Type,3-4 UNIT,96633.561,51860.43,816.53,56.23,5.07,1.69
15,WA,Building Type,5-9 UNIT,124317.955,55267.04,776.1,35.58,5.38,1.48
16,WA,Building Type,BOAT_RV_VAN,5297.463,31288.32,602.04,267.56,35.91,2.8899999999999997
17,WA,Building Type,50+ UNIT,167100.16,70756.39,539.88,24.77,2.86,0.8
18,WA,Building Type,20-49 UNIT,118241.819,57314.62,624.84,25.0,3.7,1.1400000000000001
19,WA,Heating Fuel,BOTTLED GAS,85913.0,102620.13,1255.01,1746.45,91.43,3.01
20,WA,Heating Fuel,ELECTRICITY,1554638.0,74375.47,1312.76,79.3,30.94,1.91
21,WA,Heating Fuel,OTHER,15873.0,74060.42,1054.89,139.32,455.75,2.23
22,WA,Heating Fuel,SOLAR,1258.0,68326.8,519.44,109.66,32.16,0.97
23,WA,Heating Fuel,UTILITY GAS,966000.0,122306.35,1013.4,756.39,22.46,1.47
24,WA,Heating Fuel,WOOD,112652.0,70675.68,1479.71,117.93,452.63,2.9000000000000004
25,WA,Heating Fuel,COAL,431.0,48195.25,509.78,30.38,173.17,1.48
26,WA,Heating Fuel,NONE,12486.0,46146.61,580.65,42.62,14.12,1.38
27,WA,Heating Fuel,FUEL OIL,51172.0,98600.04,1163.03,110.02,1456.88,2.77
28,WA,Percent of FPL,0-100%,255945.097,9293.04,1053.63,165.82,55.59,13.719999999999999
29,WA,Percent of FPL,100-150%,190548.4,22680.73,1135.64,182.25,60.49,6.08
30,WA,Percent of FPL,150-200%,203744.449,32404.82,1191.7,230.53,73.13,4.61
31,WA,Percent of FPL,200-400%,778193.01,56109.67,1227.85,308.84,77.9,2.88
32,WA,Percent of FPL,400%+,1371992.044,146130.81,1234.94,482.03,79.77,1.23
