,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
25,Median Number of Rooms,MD,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
26,Number of Rooms: 1,MD,28529,28777,29251,28509,24633,38344,41194,39471,43051,45133
27,Number of Rooms: 2,MD,40692,35163,39267,41355,40519,46936,47154,51163,54226,55396
28,Number of Rooms: 3,MD,186726,183240,184884,186767,184619,171820,182020,181295,184818,192337
29,Number of Rooms: 4,MD,301903,322925,307962,301699,314394,322487,315861,322170,315981,321819
30,Number of Rooms: 5,MD,351790,348961,360750,350227,372098,354302,347834,334343,341409,341505
31,Number of Rooms: 6,MD,404345,411799,407470,415888,416853,409427,410379,404882,408183,398405
32,Number of Rooms: 7,MD,337169,340860,335667,337231,328089,332108,333828,351293,326145,324853
33,Number of Rooms: 8,MD,271861,268997,272034,269767,269039,274685,279693,267109,287529,278086
34,Number of Rooms: 9+,MD,457590,450786,458350,472734,472073,484356,489248,497397,497437,512773
