,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,MN,Tenure,OWNER,1551290.0,105508.7,1367.73,785.9,74.49,2.11
2,MN,Tenure,RENTER,616511.0,43583.75,658.14,272.86,16.6,2.17
3,MN,Year Built,1940-59,315799.281,76237.28,1110.88,733.54,73.58,2.52
4,MN,Year Built,1960-79,534033.307,74076.82,1115.23,553.83,61.36,2.34
5,MN,Year Built,1980-99,578185.978,96830.04,1144.29,566.79,35.71,1.7999999999999998
6,MN,Year Built,2000-09,307266.992,110501.41,1341.89,626.75,34.13,1.81
7,MN,Year Built,2010+,80255.756,118189.49,1184.85,462.72,25.17,1.4200000000000002
8,MN,Year Built,BEFORE 1940,352259.687,78023.96,1169.82,858.85,103.99,2.73
9,MN,Building Type,1 ATTACHED,168955.379,75162.98,860.47,405.85,13.28,1.7000000000000002
10,MN,Building Type,1 DETACHED,1469867.586,105686.49,1420.92,820.54,79.16,2.1999999999999997
11,MN,Building Type,MOBILE_TRAILER,52938.16,42432.27,1259.52,981.15,108.61,5.54
12,MN,Building Type,10-19 UNIT,73352.52,34400.35,468.64,68.06,2.53,1.5699999999999998
13,MN,Building Type,2 UNIT,44677.71,45099.78,614.79,439.85,10.52,2.36
14,MN,Building Type,3-4 UNIT,43264.932,37957.76,521.6,244.34,7.16,2.04
15,MN,Building Type,5-9 UNIT,46944.281,36109.71,455.87,132.96,2.19,1.6400000000000001
16,MN,Building Type,BOAT_RV_VAN,732.029,27162.03,472.66,167.88,59.77,2.58
17,MN,Building Type,50+ UNIT,156107.998,50991.62,465.35,78.22,1.12,1.0699999999999998
18,MN,Building Type,20-49 UNIT,110960.404,39636.34,433.15,63.0,1.43,1.26
19,MN,Heating Fuel,BOTTLED GAS,226790.0,83318.86,1819.81,1775.52,129.44,4.47
20,MN,Heating Fuel,ELECTRICITY,377087.0,65175.14,1241.09,180.01,21.26,2.21
21,MN,Heating Fuel,OTHER,26117.0,51355.26,809.68,141.03,129.21,2.1
22,MN,Heating Fuel,SOLAR,653.0,68949.85,1054.91,157.46,57.38,1.8399999999999999
23,MN,Heating Fuel,UTILITY GAS,1431359.0,97112.31,1022.35,616.09,17.76,1.71
24,MN,Heating Fuel,WOOD,48608.0,74614.36,1964.76,393.49,414.01,3.7199999999999998
25,MN,Heating Fuel,COAL,599.0,39283.97,688.27,134.69,194.97,2.59
26,MN,Heating Fuel,NONE,16707.0,37436.35,527.2,49.41,24.84,1.6099999999999999
27,MN,Heating Fuel,FUEL OIL,39881.0,60359.52,1426.05,279.83,976.13,4.44
28,MN,Percent of FPL,0-100%,179625.397,8813.58,810.97,413.54,50.89,14.469999999999999
29,MN,Percent of FPL,100-150%,151037.43,19874.07,899.2,515.89,62.51,7.430000000000001
30,MN,Percent of FPL,150-200%,159010.237,29459.49,1013.19,581.01,72.7,5.66
31,MN,Percent of FPL,200-400%,628688.991,54466.09,1170.16,641.92,70.48,3.46
32,MN,Percent of FPL,400%+,1049438.946,140106.29,1285.67,704.4,48.92,1.46
