,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,CO,Tenure,OWNER,1371145.0,110435.08,1116.15,674.35,36.06,1.6500000000000001
2,CO,Tenure,RENTER,742242.0,54082.65,689.76,298.56,10.41,1.8499999999999999
3,CO,Year Built,1940-59,223055.755,69656.18,844.96,481.74,27.02,1.94
4,CO,Year Built,1960-79,584432.55,75381.54,880.61,485.68,29.66,1.8499999999999999
5,CO,Year Built,1980-99,658445.442,95704.02,1018.88,583.44,26.63,1.7000000000000002
6,CO,Year Built,2000-09,377706.989,113215.87,1107.86,624.99,22.8,1.55
7,CO,Year Built,2010+,110730.642,117841.35,863.71,407.79,9.87,1.09
8,CO,Year Built,BEFORE 1940,159015.622,82666.94,970.18,563.17,41.31,1.9
9,CO,Building Type,1 ATTACHED,153299.158,82129.43,767.64,382.93,11.91,1.4200000000000002
10,CO,Building Type,1 DETACHED,1372322.323,108713.92,1167.92,691.6,35.47,1.7399999999999998
11,CO,Building Type,MOBILE_TRAILER,75912.865,42387.26,976.03,718.79,63.41,4.15
12,CO,Building Type,10-19 UNIT,115609.06,49921.38,503.42,169.53,2.41,1.35
13,CO,Building Type,2 UNIT,29988.933,46111.16,547.36,240.15,7.96,1.73
14,CO,Building Type,3-4 UNIT,64733.961,45942.61,556.7,207.94,5.45,1.68
15,CO,Building Type,5-9 UNIT,92950.361,52874.38,547.41,200.25,3.56,1.4200000000000002
16,CO,Building Type,BOAT_RV_VAN,1374.759,33043.53,534.94,622.79,14.11,3.55
17,CO,Building Type,50+ UNIT,106816.419,59830.94,403.96,99.0,2.11,0.84
18,CO,Building Type,20-49 UNIT,100379.162,50677.69,422.53,135.14,4.1,1.11
19,CO,Heating Fuel,BOTTLED GAS,99758.0,83889.91,1496.48,1842.39,114.67,4.12
20,CO,Heating Fuel,ELECTRICITY,472807.0,76120.38,993.69,206.99,12.15,1.59
21,CO,Heating Fuel,OTHER,13709.0,56103.4,773.26,324.01,215.01,2.34
22,CO,Heating Fuel,SOLAR,5453.0,103748.02,611.46,271.17,52.73,0.8999999999999999
23,CO,Heating Fuel,UTILITY GAS,1470907.0,97021.36,916.83,567.02,15.83,1.55
24,CO,Heating Fuel,WOOD,39435.0,68701.37,1410.82,584.47,316.26,3.36
25,CO,Heating Fuel,COAL,928.0,45792.42,956.37,227.39,311.73,3.27
26,CO,Heating Fuel,NONE,8316.0,34899.87,324.04,68.86,9.01,1.15
27,CO,Heating Fuel,FUEL OIL,2074.0,57744.27,738.49,380.68,301.48,2.46
28,CO,Percent of FPL,0-100%,191592.098,9113.44,749.44,385.07,22.87,12.7
29,CO,Percent of FPL,100-150%,141963.274,22072.38,799.85,423.5,27.0,5.66
30,CO,Percent of FPL,150-200%,156029.703,31620.67,856.87,476.83,32.54,4.32
31,CO,Percent of FPL,200-400%,595792.707,55516.54,953.45,516.17,29.64,2.7
32,CO,Percent of FPL,400%+,1028009.217,144624.46,1053.95,613.24,25.5,1.17
