,State,County,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,TN,Anderson,All Sectors,Ammonia,CAP,764.3986693368029,TON
1,TN,Anderson,All Sectors,Carbon Monoxide,CAP,55436.37728600429,TON
2,TN,Anderson,All Sectors,Nitrogen Oxides,CAP,3842.4614814759166,TON
3,TN,Anderson,All Sectors,PM10 Primary (Filt + Cond),CAP,7038.26307161164,TON
4,TN,Anderson,All Sectors,PM2.5 Primary (Filt + Cond),CAP,6946.64868612191,TON
5,TN,Anderson,All Sectors,Sulfur Dioxide,CAP,249.18129773324793,TON
6,TN,Anderson,All Sectors,Volatile Organic Compounds,CAP,24717.9178888588,TON
7,TN,Bedford,All Sectors,Ammonia,CAP,764.3986693368029,TON
8,TN,Bedford,All Sectors,Carbon Monoxide,CAP,55436.37728600429,TON
9,TN,Bedford,All Sectors,Nitrogen Oxides,CAP,3842.4614814759166,TON
10,TN,Bedford,All Sectors,PM10 Primary (Filt + Cond),CAP,7038.26307161164,TON
11,TN,Bedford,All Sectors,PM2.5 Primary (Filt + Cond),CAP,6946.64868612191,TON
12,TN,Bedford,All Sectors,Sulfur Dioxide,CAP,249.18129773324793,TON
13,TN,Bedford,All Sectors,Volatile Organic Compounds,CAP,24717.9178888588,TON
14,TN,Benton,All Sectors,Ammonia,CAP,764.3986693368029,TON
15,TN,Benton,All Sectors,Carbon Monoxide,CAP,55436.37728600429,TON
16,TN,Benton,All Sectors,Nitrogen Oxides,CAP,3842.4614814759166,TON
17,TN,Benton,All Sectors,PM10 Primary (Filt + Cond),CAP,7038.26307161164,TON
18,TN,Benton,All Sectors,PM2.5 Primary (Filt + Cond),CAP,6946.64868612191,TON
19,TN,Benton,All Sectors,Sulfur Dioxide,CAP,249.18129773324793,TON
20,TN,Benton,All Sectors,Volatile Organic Compounds,CAP,24717.9178888588,TON
21,TN,Benton,All Sectors,Carbon Dioxide,GHG,716483.600323119,TON
22,TN,Benton,All Sectors,Methane,GHG,335.8699224269091,TON
23,TN,Benton,All Sectors,Nitrous Oxide,GHG,119.56358124065999,TON
24,TN,Bledsoe,All Sectors,Ammonia,CAP,764.3986693368029,TON
25,TN,Bledsoe,All Sectors,Carbon Monoxide,CAP,55436.37728600429,TON
26,TN,Bledsoe,All Sectors,Nitrogen Oxides,CAP,3842.4614814759166,TON
27,TN,Bledsoe,All Sectors,PM10 Primary (Filt + Cond),CAP,7038.26307161164,TON
28,TN,Bledsoe,All Sectors,PM2.5 Primary (Filt + Cond),CAP,6946.64868612191,TON
29,TN,Bledsoe,All Sectors,Sulfur Dioxide,CAP,249.18129773324793,TON
30,TN,Bledsoe,All Sectors,Volatile Organic Compounds,CAP,24717.9178888588,TON
31,TN,Blount,All Sectors,Ammonia,CAP,764.3986693368029,TON
32,TN,Blount,All Sectors,Carbon Monoxide,CAP,55436.37728600429,TON
33,TN,Blount,All Sectors,Nitrogen Oxides,CAP,3842.4614814759166,TON
34,TN,Blount,All Sectors,PM10 Primary (Filt + Cond),CAP,7038.26307161164,TON
35,TN,Blount,All Sectors,PM2.5 Primary (Filt + Cond),CAP,6946.64868612191,TON
36,TN,Blount,All Sectors,Sulfur Dioxide,CAP,249.18129773324793,TON
