,State,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,NC,All Sectors,Ammonia,CAP,4625.188583720872,TON
1,NC,All Sectors,Carbon Monoxide,CAP,41825.75660455084,TON
2,NC,All Sectors,Nitrogen Oxides,CAP,4897.369430411581,TON
3,NC,All Sectors,PM10 Primary (Filt + Cond),CAP,7148.3974323012035,TON
4,NC,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2088.65727105066,TON
5,NC,All Sectors,Sulfur Dioxide,CAP,892.4381082893086,TON
6,NC,All Sectors,Volatile Organic Compounds,CAP,42031.17583677007,TON
7,NC,All Sectors,Carbon Dioxide,GHG,631828.298309824,TON
8,NC,All Sectors,Methane,GHG,285.89393146847397,TON
9,NC,All Sectors,Nitrous Oxide,GHG,228.05636414699995,TON
10,NC,Agriculture - Crops & Livestock Dust,PM10 Primary (Filt + Cond),CAP,2025.9021150909998,TON
11,NC,Agriculture - Crops & Livestock Dust,PM2.5 Primary (Filt + Cond),CAP,567.7304580851,TON
12,NC,Agriculture - Fertilizer Application,Ammonia,CAP,308.6,TON
13,NC,Agriculture - Livestock Waste,Ammonia,CAP,4110.20310845,TON
14,NC,Agriculture - Livestock Waste,Volatile Organic Compounds,CAP,204.44522934699998,TON
15,NC,Biogenics - Vegetation and Soil,Carbon Monoxide,CAP,2126.335,TON
16,NC,Biogenics - Vegetation and Soil,Nitrogen Oxides,CAP,894.97637,TON
17,NC,Biogenics - Vegetation and Soil,Volatile Organic Compounds,CAP,31215.66,TON
18,NC,Bulk Gasoline Terminals,Volatile Organic Compounds,CAP,90.959723965,TON
19,NC,Commercial Cooking,Carbon Monoxide,CAP,38.60591745,TON
20,NC,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,1.88117435,TON
21,NC,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,148.38998357999998,TON
22,NC,Commercial Cooking,Volatile Organic Compounds,CAP,8.5390795,TON
23,NC,Dust - Construction Dust,PM10 Primary (Filt + Cond),CAP,375.3856692,TON
24,NC,Dust - Construction Dust,PM2.5 Primary (Filt + Cond),CAP,28.4008367,TON
25,NC,Dust - Paved Road Dust,PM10 Primary (Filt + Cond),CAP,307.1761,TON
26,NC,Dust - Paved Road Dust,PM2.5 Primary (Filt + Cond),CAP,167.79248,TON
27,NC,Dust - Unpaved Road Dust,PM10 Primary (Filt + Cond),CAP,2821.5042,TON
28,NC,Dust - Unpaved Road Dust,PM2.5 Primary (Filt + Cond),CAP,377.9824,TON
29,NC,Fires - Agricultural Field Burning,Ammonia,CAP,89.319,TON
30,NC,Fires - Agricultural Field Burning,Carbon Monoxide,CAP,175.01,TON
31,NC,Fires - Agricultural Field Burning,Nitrogen Oxides,CAP,1.2399999999999998,TON
32,NC,Fires - Agricultural Field Burning,PM10 Primary (Filt + Cond),CAP,26.798000000000002,TON
33,NC,Fires - Agricultural Field Burning,PM2.5 Primary (Filt + Cond),CAP,22.165000000000003,TON
34,NC,Fires - Agricultural Field Burning,Volatile Organic Compounds,CAP,54.897000000000006,TON
35,NC,Fires - Prescribed Fires,Nitrogen Oxides,CAP,51.047719799999996,TON
36,NC,Fires - Prescribed Fires,PM10 Primary (Filt + Cond),CAP,154.633197,TON
37,NC,Fires - Prescribed Fires,PM2.5 Primary (Filt + Cond),CAP,77.976246,TON
38,NC,Fires - Prescribed Fires,Sulfur Dioxide,CAP,0.185464,TON
39,NC,Fires - Prescribed Fires,Volatile Organic Compounds,CAP,586.033462,TON
40,NC,Fires - Prescribed Fires,Carbon Dioxide,GHG,87972.659305,TON
41,NC,Fires - Prescribed Fires,Methane,GHG,151.874978,TON
42,NC,Fires - Wildfires,Ammonia,CAP,1.484286,TON
43,NC,Fires - Wildfires,Carbon Monoxide,CAP,255.766592,TON
44,NC,Fires - Wildfires,PM10 Primary (Filt + Cond),CAP,18.318115,TON
45,NC,Fires - Wildfires,PM2.5 Primary (Filt + Cond),CAP,4.614495,TON
46,NC,Fires - Wildfires,Sulfur Dioxide,CAP,21.700772999999998,TON
47,NC,Fires - Wildfires,Volatile Organic Compounds,CAP,73.32542600000001,TON
48,NC,Fires - Wildfires,Carbon Dioxide,GHG,3752.527547,TON
49,NC,Fires - Wildfires,Methane,GHG,35.055418,TON
50,NC,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.0,TON
51,NC,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,0.0,TON
52,NC,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.0,TON
53,NC,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.0,TON
54,NC,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
55,NC,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
56,NC,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
57,NC,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,26.63,TON
58,NC,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
59,NC,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,500.85,TON
60,NC,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
61,NC,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.314019527,TON
62,NC,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,59.734722999999995,TON
63,NC,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.38125828,TON
64,NC,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,3.4402675550000006,TON
