Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,GA,12094,19300,21859,21805,20632,19068,19913,18960,18530,16210,15240
,Statewide Total,Cooperative,GA,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,GA,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Investor Owned,GA,9557,17253,19685,20089,18762,17505,18247,17416,17094,15077,14139
,Statewide Total,Municipal Owned,GA,2537,2047,2174,1716,1870,1563,1666,1544,1436,1133,1101
38967,LIBERTY ENERGY (GEORGIA) CORP D/B/A LIBERTY UTILITIES GEORGIA,Investor Owned,GA,0,0,0,294,425,578,558,452,405,383,299
22903,"WRENS NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,10,5,4,9,0,6,4,6,7,8,4
22707,"WINDER NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,20,15,17,7,34,31,37,24,22,32,60
22427,WEST POINT GAS SYSTEM,Municipal Owned,GA,33,16,27,20,29,9,7,5,12,12,6
22308,"WAYNESBORO NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,8,2,9,5,0,0,0,0,1,1,0
22229,MONROE WATER LIGHT & GAS COMMISSION,Municipal Owned,GA,10,25,18,26,12,4,19,13,8,24,8
22154,WARNER ROBINS GAS SYSTEM,Municipal Owned,GA,33,73,136,80,196,23,55,97,120,34,28
21250,"VIENNA NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,3,2,1,0,0,0,0,0,0,0,0
20140,"UNION POINT MUNICIPAL GAS SYSTEM, CITY OF",Municipal Owned,GA,4,3,7,0,6,3,1,3,5,0,0
20020,"UNADILLA GAS SYSTEM, CITY OF",Municipal Owned,GA,8,46,4,12,11,2,0,4,0,0,0
19690,"TRION, CITY OF",Municipal Owned,GA,12,10,4,3,0,0,0,2,0,0,0
19641,TRI - COUNTY NATURAL GAS,Municipal Owned,GA,29,7,3,10,5,17,11,4,3,2,2
19450,"TIFTON, CITY OF",Municipal Owned,GA,4,22,8,3,3,5,5,2,0,1,0
19390,"THOMSON GAS SYSTEM, CITY OF",Municipal Owned,GA,48,74,6,43,0,19,22,12,20,16,9
19380,"THOMASVILLE WATER & LIGHT DEPT, CITY OF",Municipal Owned,GA,35,54,54,7,8,13,10,5,11,5,5
19040,"TALLAPOOSA GAS DEPT, CITY OF",Municipal Owned,GA,4,4,8,3,0,0,95,30,93,0,0
18796,CITY OF SYLVESTER,Municipal Owned,GA,3,9,3,3,0,4,0,2,0,1,0
18792,"SYLVANIA GAS SYSTEMS, CITY OF",Municipal Owned,GA,0,0,3,0,0,0,1,0,1,0,5
18712,"SUMMERVILLE GAS SYSTEM, CITY OF",Municipal Owned,GA,11,45,43,16,9,8,9,6,6,1,5
