Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,GA,6334,6731,6455,6360,6998,7082,8463,6520,6785,6612,6165
,Statewide Total,Cooperative,GA,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,GA,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Investor Owned,GA,5767,6140,5851,5888,6298,6437,7738,5945,6263,6087,5664
,Statewide Total,Municipal Owned,GA,567,591,604,472,700,645,725,575,522,525,501
38967,LIBERTY ENERGY (GEORGIA) CORP D/B/A LIBERTY UTILITIES GEORGIA,Investor Owned,GA,0,0,0,169,235,317,251,262,230,211,163
22903,"WRENS NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,1,0,8,0,0,0,0,0,1
22707,"WINDER NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,7,3,15,2,12,21,21,12,11,22,10
22427,WEST POINT GAS SYSTEM,Municipal Owned,GA,10,0,0,3,2,0,0,5,12,10,6
22308,"WAYNESBORO NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,0,6,0,0,0,0,0,0
22229,MONROE WATER LIGHT & GAS COMMISSION,Municipal Owned,GA,2,13,9,5,0,2,8,3,1,10,3
22154,WARNER ROBINS GAS SYSTEM,Municipal Owned,GA,18,47,23,47,84,11,18,41,20,23,19
21250,"VIENNA NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
20140,"UNION POINT MUNICIPAL GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
20020,"UNADILLA GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
19690,"TRION, CITY OF",Municipal Owned,GA,2,0,0,2,0,0,0,0,0,0,0
19641,TRI - COUNTY NATURAL GAS,Municipal Owned,GA,2,0,0,0,0,0,0,0,0,0,0
19450,"TIFTON, CITY OF",Municipal Owned,GA,2,1,5,2,2,1,1,0,0,1,0
19390,"THOMSON GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,16,6,12,3,3,9,0,0,0
19380,"THOMASVILLE WATER & LIGHT DEPT, CITY OF",Municipal Owned,GA,12,8,15,3,7,6,3,0,3,1,1
19040,"TALLAPOOSA GAS DEPT, CITY OF",Municipal Owned,GA,1,0,0,3,0,0,0,0,0,0,0
18796,CITY OF SYLVESTER,Municipal Owned,GA,0,0,1,0,0,4,0,0,0,1,0
18792,"SYLVANIA GAS SYSTEMS, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
18712,"SUMMERVILLE GAS SYSTEM, CITY OF",Municipal Owned,GA,4,8,5,1,5,3,9,2,5,1,0
18696,"SUGAR HILL NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,21,17,32,42,16,32,37,26,12,22,13
18628,"STATESBORO GAS DEPT, CITY OF",Municipal Owned,GA,1,2,2,0,1,1,0,0,0,0,1
18564,"SPARTA NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
18376,"SOCIAL CIRCLE GAS DEPT, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,5,1,0,3,0
18288,"SHELLMAN GAS DEPT, TOWN OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
17720,"ROYSTON GAS DEPT, CITY OF",Municipal Owned,GA,7,11,8,2,1,0,5,0,0,2,0
17350,"RICHLAND GAS DEPT, CITY OF",Municipal Owned,GA,3,0,0,0,0,1,0,0,1,0,0
16020,"QUITMAN GAS DEPT, CITY OF",Municipal Owned,GA,0,1,0,0,0,1,0,1,1,0,2
15398,"PERRY GAS SYSTEM, CITY OF",Municipal Owned,GA,3,0,6,9,8,4,9,1,3,1,1
15203,"PELHAM NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
14070,"OCILLA GAS DEPT, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
13050,"NASHVILLE, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
12828,"MOULTRIE GAS DEPT, CITY OF",Municipal Owned,GA,0,3,4,1,12,9,3,6,5,1,4
12756,MONTICELLO GAS SYSTEM,Municipal Owned,GA,0,1,0,2,3,5,6,1,2,1,2
12522,"MILLEN NATURAL GAS SYSTEM, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
12024,"MADISON GAS SYSTEM, CITY OF",Municipal Owned,GA,5,7,2,2,3,5,3,2,7,5,7
11896,"LUMPKIN GAS DEPT, CITY OF",Municipal Owned,GA,3,0,0,2,3,0,1,0,0,0,0
11832,"LOUISVILLE GAS & WATER, CITY OF",Municipal Owned,GA,0,0,0,0,0,3,0,0,0,0,2
11320,"LAWRENCEVILLE, CITY OF",Municipal Owned,GA,218,207,119,100,219,229,202,139,158,143,146
11080,"LAGRANGE GAS DEPT, CITY OF",Municipal Owned,GA,0,4,1,2,23,12,26,13,3,4,4
11056,"LAFAYETTE UTILITY APT, CITY OF",Municipal Owned,GA,0,0,0,0,0,0,0,0,0,0,0
9276,JOINTLY OWNED NATURAL GAS,Municipal Owned,GA,19,19,8,3,22,19,15,6,12,2,26
7300,"HOGANSVILLE GAS SYSTEM, CITY OF",Municipal Owned,GA,1,0,0,0,0,4,0,1,4,0,0
