Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,NE,2432,2892,3294,2105,2227,1858,1364,2165,1475,1245,1289
,Statewide Total,Cooperative,NE,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,NE,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Investor Owned,NE,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Municipal Owned,NE,2432,2892,3294,2105,2227,1858,1364,2165,1475,1245,1289
39393,ADM FREMONT,Cooperative,NE,0,0,0,0,0,0,0,0,0,0,0
31483,CITY OF SCRIBNER UTILITIES,Municipal Owned,NE,0,3,5,0,2,1,0,0,0,1,1
31363,CITY OF WAHOO,Municipal Owned,NE,9,10,8,5,7,4,7,5,2,2,2
30927,E&S GASLINE,Privately Owned,NE,0,0,0,0,0,0,0,0,0,0,0
22769,"WISNER, CITY OF",Municipal Owned,NE,0,0,7,0,0,0,1,3,1,3,1
18799,"SUPERIOR UTILITIES, CITY OF",Municipal Owned,NE,11,11,16,5,7,14,5,7,9,15,5
18664,STROMSBURG GAS DEPARTMENT,Municipal Owned,NE,1,1,0,1,0,0,0,2,3,0,1
15742,PONCA GAS DEPT,Municipal Owned,NE,2,2,0,2,1,0,0,1,4,3,2
15217,"PENDER MUNICIPAL GAS DEPT, VILLAGE OF",Municipal Owned,NE,3,2,2,1,2,1,0,0,0,4,0
13180,NEBRASKA CITY UTILITIES,Municipal Owned,NE,18,5,6,13,11,14,8,18,11,6,16
12390,METROPOLITAN UTILITIES DISTRICT,Municipal Owned,NE,2338,2813,3176,2011,2144,1785,1298,2069,1399,1152,1230
11952,"LYONS GAS SYSTEM, CITY OF",Municipal Owned,NE,9,4,5,3,13,2,6,31,2,4,2
7135,HASTINGS UTILITIES,Municipal Owned,NE,3,7,5,4,4,6,6,6,9,9,5
5613,FREMONT DEPT OF UTIL - GAS DIV,Municipal Owned,NE,16,18,40,36,18,12,18,11,20,27,6
5057,FALLS CITY UTILITIES,Municipal Owned,NE,13,14,18,12,9,12,8,8,8,9,9
2180,CENTRAL CITY GAS SYSTEM DEPT,Municipal Owned,NE,3,0,3,3,1,1,2,3,2,5,4
893,STUART GAS CO,Municipal Owned,NE,3,0,0,5,8,3,3,0,3,1,0
342,"ALMA NATURAL  GAS SYSTEMS, CITY OF",Municipal Owned,NE,3,2,3,4,0,3,2,1,2,4,5
