,State,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,LA,All Sectors,Ammonia,CAP,2039.0493903472084,TON
1,LA,All Sectors,Carbon Monoxide,CAP,29260.500833655413,TON
2,LA,All Sectors,Nitrogen Oxides,CAP,6049.606227039647,TON
3,LA,All Sectors,PM10 Primary (Filt + Cond),CAP,7841.917530377654,TON
4,LA,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2709.824961558215,TON
5,LA,All Sectors,Sulfur Dioxide,CAP,314.49412315823463,TON
6,LA,All Sectors,Volatile Organic Compounds,CAP,58690.73687203131,TON
7,LA,All Sectors,Carbon Dioxide,GHG,7098852.17319355,TON
8,LA,All Sectors,Methane,GHG,255.337502750171,TON
9,LA,All Sectors,Nitrous Oxide,GHG,42.298786432600004,TON
10,LA,Agriculture - Crops & Livestock Dust,PM2.5 Primary (Filt + Cond),CAP,796.1327199671,TON
11,LA,Agriculture - Fertilizer Application,Ammonia,CAP,457.1,TON
12,LA,Agriculture - Livestock Waste,Ammonia,CAP,120.17231373999999,TON
13,LA,Agriculture - Livestock Waste,Volatile Organic Compounds,CAP,6.647260554,TON
14,LA,Biogenics - Vegetation and Soil,Carbon Monoxide,CAP,4244.721,TON
15,LA,Biogenics - Vegetation and Soil,Nitrogen Oxides,CAP,1255.8878,TON
16,LA,Biogenics - Vegetation and Soil,Volatile Organic Compounds,CAP,44141.194,TON
17,LA,Bulk Gasoline Terminals,Volatile Organic Compounds,CAP,376.738847874,TON
18,LA,Commercial Cooking,Carbon Monoxide,CAP,77.75311917,TON
19,LA,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,139.54054987,TON
20,LA,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,26.07052389,TON
21,LA,Commercial Cooking,Volatile Organic Compounds,CAP,26.40056072,TON
22,LA,Dust - Construction Dust,PM10 Primary (Filt + Cond),CAP,132.82953,TON
23,LA,Dust - Construction Dust,PM2.5 Primary (Filt + Cond),CAP,27.670684,TON
24,LA,Dust - Paved Road Dust,PM10 Primary (Filt + Cond),CAP,285.52973,TON
25,LA,Dust - Paved Road Dust,PM2.5 Primary (Filt + Cond),CAP,377.66535,TON
26,LA,Dust - Unpaved Road Dust,PM10 Primary (Filt + Cond),CAP,2153.46,TON
27,LA,Dust - Unpaved Road Dust,PM2.5 Primary (Filt + Cond),CAP,84.94533,TON
28,LA,Fires - Agricultural Field Burning,Ammonia,CAP,2.43,TON
29,LA,Fires - Agricultural Field Burning,Carbon Monoxide,CAP,3427.25189,TON
30,LA,Fires - Agricultural Field Burning,Nitrogen Oxides,CAP,27.438308,TON
31,LA,Fires - Agricultural Field Burning,PM10 Primary (Filt + Cond),CAP,139.03,TON
32,LA,Fires - Agricultural Field Burning,PM2.5 Primary (Filt + Cond),CAP,123.00746720000001,TON
33,LA,Fires - Agricultural Field Burning,Volatile Organic Compounds,CAP,140.243,TON
34,LA,Fires - Prescribed Fires,Carbon Monoxide,CAP,4695.001883999999,TON
35,LA,Fires - Prescribed Fires,Nitrogen Oxides,CAP,109.94913,TON
36,LA,Fires - Prescribed Fires,PM10 Primary (Filt + Cond),CAP,3679.2954200000004,TON
37,LA,Fires - Prescribed Fires,PM2.5 Primary (Filt + Cond),CAP,616.293974,TON
38,LA,Fires - Prescribed Fires,Sulfur Dioxide,CAP,45.363791,TON
39,LA,Fires - Prescribed Fires,Volatile Organic Compounds,CAP,10022.26222,TON
40,LA,Fires - Prescribed Fires,Carbon Dioxide,GHG,12190.39812,TON
41,LA,Fires - Prescribed Fires,Methane,GHG,144.900221,TON
42,LA,Fires - Wildfires,Ammonia,CAP,1.154193,TON
43,LA,Fires - Wildfires,Carbon Monoxide,CAP,88.994571,TON
44,LA,Fires - Wildfires,Nitrogen Oxides,CAP,1.515468,TON
45,LA,Fires - Wildfires,PM10 Primary (Filt + Cond),CAP,0.103338,TON
46,LA,Fires - Wildfires,Sulfur Dioxide,CAP,1.9492829999999999,TON
47,LA,Fires - Wildfires,Volatile Organic Compounds,CAP,45.553605000000005,TON
48,LA,Fires - Wildfires,Carbon Dioxide,GHG,77.64751600000001,TON
49,LA,Fires - Wildfires,Methane,GHG,9.559519,TON
50,LA,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.002061684,TON
51,LA,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,0.2474021,TON
52,LA,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,0.3565016299999998,TON
53,LA,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,6.4040144,TON
54,LA,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.039466469,TON
55,LA,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,2.9704620999999998,TON
56,LA,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
57,LA,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
58,LA,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,0.0,TON
59,LA,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
60,LA,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
61,LA,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
62,LA,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.0,TON
63,LA,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,0.0,TON
64,LA,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,0.0,TON
65,LA,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.0,TON
66,LA,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
67,LA,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.0,TON
68,LA,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,0.0,TON
69,LA,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.00211820219,TON
70,LA,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.302513376,TON
71,LA,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,0.0014484746,TON
72,LA,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.0082260309,TON
73,LA,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,0.00025342242,TON
74,LA,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.0,TON
75,LA,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.0002831066,TON
76,LA,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,2.901104,TON
77,LA,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,2.08493301,TON
78,LA,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.0061225741,TON
79,LA,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.0008581544999999,TON
80,LA,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.057796755000000005,TON
81,LA,Fuel Comb - Electric Generation - Coal,PM10 Primary (Filt + Cond),CAP,336.7,TON
82,LA,Fuel Comb - Electric Generation - Coal,Volatile Organic Compounds,CAP,101.02629,TON
83,LA,Fuel Comb - Electric Generation - Natural Gas,Carbon Monoxide,CAP,1450.96433,TON
84,LA,Fuel Comb - Electric Generation - Natural Gas,Nitrogen Oxides,CAP,42.981335,TON
85,LA,Fuel Comb - Electric Generation - Natural Gas,PM10 Primary (Filt + Cond),CAP,69.1,TON
86,LA,Fuel Comb - Electric Generation - Natural Gas,Sulfur Dioxide,CAP,21.9378,TON
