,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,TN,90472,90541,84262,89474,83436,81874,89256,84502,99893,105410
40,Units in Structure: 1 DETACHED,TN,1923801,1931708,1946359,1956074,1967481,1991021,1991646,2025192,2038944,2070329
41,Units in Structure: 10-19,TN,101337,104578,106003,106202,100585,112785,112949,120188,110442,119293
42,Units in Structure: 2,TN,85236,83188,86499,85989,92699,85027,91690,81170,78505,77928
43,Units in Structure: 20-49,TN,63064,60790,58424,54005,62847,56148,62141,63218,65275,70426
44,Units in Structure: 3-4,TN,84521,86591,90680,97319,91133,95975,93383,95049,100159,92093
45,Units in Structure: 5-9,TN,127089,126101,131860,129795,139873,135259,143063,141497,136971,130558
46,Units in Structure: 50+,TN,58812,58930,54972,55725,59868,60053,65277,72611,83998,91831
47,"Units in Structure: Boat,RV,Van,Etc.",TN,2085,1510,2304,2096,2639,2514,1894,2664,3179,3604
48,Units in Structure: Mobile Home,TN,278670,285188,273445,264319,268858,271751,268399,272708,275046,266965
