Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,IA,201,250,157,152,189,118,1756,1562,1378,1338,1168
,Statewide Total,Cooperative,IA,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,IA,0,0,0,0,0,0,0,0,0,0,1
,Statewide Total,Investor Owned,IA,96,132,76,66,90,32,1667,1496,1320,1281,1115
,Statewide Total,Municipal Owned,IA,105,118,81,86,99,86,89,66,58,57,52
40188,TRAER MUNICIPAL UTILITIES,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,2
40068,DOOLEY'S NATURAL GAS OF IOWA,Privately Owned,IA,0,0,0,0,0,0,0,0,0,0,1
39170,"QCCP INDUSTRIAL PARK UTILITIES, LLC",Privately Owned,IA,0,0,0,0,0,0,0,0,0,0,0
32480,CITY OF ALTON,Municipal Owned,IA,0,0,0,0,1,0,0,1,0,1,0
32468,CITY OF MAPLETON,Municipal Owned,IA,0,0,0,0,0,0,0,2,0,0,0
31935,ORANGE CITY MUNCIPAL UTILITIES,Municipal Owned,IA,0,1,1,0,1,0,2,0,1,2,0
31416,CITY OF WALL LAKE,Municipal Owned,IA,0,0,0,1,1,0,0,0,0,0,0
30515,WINFIELD MUNICIPAL GAS,Municipal Owned,IA,0,0,0,0,0,0,0,1,0,0,0
30039,EVERLY MUNICIPAL GAS,Municipal Owned,IA,2,0,0,6,0,0,0,1,1,0,0
22833,WOODBINE MUNICIPLE NATURAL GAS SYSTEM,Municipal Owned,IA,2,0,0,0,0,0,9,3,0,0,0
22588,"WHITTEMORE, TOWN OF",Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
22371,"WEST BEND, TOWN OF, GAS",Municipal Owned,IA,0,0,0,0,1,0,0,0,1,0,1
22357,WELLMAN MUNICIPAL GAS SYSTEM,Municipal Owned,IA,3,0,0,0,0,0,0,0,0,1,1
22280,WAYLAND MUNICIPAL GAS CO,Municipal Owned,IA,0,0,0,0,0,0,2,0,1,1,0
22235,WAUKEE MUNICIPAL GAS,Municipal Owned,IA,2,5,5,5,2,6,7,11,6,6,7
19476,TITONKA MUNICIPAL GAS SYSTEM,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
19470,TIPTON MUNICIPAL UTILITIES,Municipal Owned,IA,0,1,0,0,1,0,2,0,2,0,0
18336,SIOUX CENTER MUNICIPAL GAS UTILITY,Municipal Owned,IA,3,2,4,0,4,2,2,3,2,3,2
18108,SANBORN MUNICIPAL GAS DISTRICT,Municipal Owned,IA,0,1,0,1,0,0,0,0,0,0,0
18020,SAC CITY MUNICIPAL GAS UTIL,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
18016,SABULA MUNICIPAL GAS,Municipal Owned,IA,0,0,0,0,0,0,0,0,1,0,0
17640,ROLFE MUNICIPAL GAS SYSTEM,Municipal Owned,IA,5,4,0,1,0,6,4,3,1,1,6
17583,ROCK RAPIDS MUNC UTIL,Municipal Owned,IA,0,0,2,2,2,2,3,0,0,1,0
17210,"REMSEN MUNICIPAL UTILITIES, TOWN OF",Municipal Owned,IA,0,0,1,0,0,0,0,1,0,0,0
15848,PRESTON MUNICIPAL GAS UTILITIES,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,1,0
15840,PRESCOTT MUNICIPAL GAS SYSTEM (CITY OF LENOX),Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
14380,"OSAGE MUNICIPAL GAS UTILITY, TOWN OF",Municipal Owned,IA,5,26,20,10,26,24,15,1,2,1,0
12823,MOULTON MUNICIPAL GAS SYSTEM,Municipal Owned,IA,2,0,2,2,1,1,0,0,2,0,0
12794,MORNING SUN MUNICIPAL GAS SYSTEM,Municipal Owned,IA,1,2,7,1,3,1,0,0,0,0,0
12732,MONTEZUMA NATURAL GAS DEPT,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
12102,MANNING NATURAL GAS DEPT,Municipal Owned,IA,0,0,2,0,0,1,4,0,0,0,0
12090,MANILLA MUNICIPAL GAS DEPT,Municipal Owned,IA,3,1,0,0,0,0,0,0,1,0,0
11760,LORIMOR MUNICIPAL GAS SYSTEM,Municipal Owned,IA,0,0,1,1,0,0,0,0,0,0,0
11529,LINEVILLE NATURAL GAS SYSTEM,Municipal Owned,IA,1,0,0,0,0,0,2,2,0,0,0
11384,LENOX MUNICIPAL GAS SYSTEM,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
11184,LAMONI MUNICIPAL UTILITIES,Municipal Owned,IA,0,6,3,6,5,5,0,3,7,2,2
11119,LAKE PARK MUNICIPAL UTILITIES,Municipal Owned,IA,0,1,0,1,0,5,2,0,0,0,0
8170,ALLIANT ENERGY - INTERSTATE POWER AND LIGHT COMPANY,Investor Owned,IA,95,131,69,66,90,32,1667,1496,1318,1276,1112
7165,"HAWARDEN GAS DEPT, CITY OF",Municipal Owned,IA,5,2,1,3,4,3,1,0,0,2,0
7080,HARLAN MUNICIPAL UTILITIES,Municipal Owned,IA,2,3,4,0,4,1,1,3,3,0,0
6950,GUTHRIE CENTER MUNICIPAL UTILITIES,Municipal Owned,IA,0,1,0,1,1,0,0,0,0,1,1
6470,GRAETTINGER MUNICIPAL GAS SYSTEM,Municipal Owned,IA,1,1,1,1,0,0,0,0,0,0,0
6390,GILMORE CITY MUNICIPAL GAS SYSTEM INC,Municipal Owned,IA,0,0,0,0,2,1,0,0,0,0,0
4440,EMMETSBURG MUNICIPAL UTILITIES,Municipal Owned,IA,4,1,0,0,5,5,2,0,2,2,3
2796,CORNING MUNICIPAL UTILITIES,Municipal Owned,IA,7,3,2,7,4,0,2,1,1,0,0
2768,COON RAPIDS MUNICIPAL UTILITIES,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
2480,CLEARFIELD MUNICIPAL GAS SYSTEM,Municipal Owned,IA,0,0,0,0,0,0,0,0,0,0,0
2164,CEDAR FALLS MUNICIPAL UTILITY,Municipal Owned,IA,21,44,18,10,11,18,21,16,23,26,21
2124,CASCADE MUNICIPAL UTIL,Municipal Owned,IA,18,2,4,3,1,0,1,0,0,0,0
1792,BROOKLYN MUNICIPAL GAS CO,Municipal Owned,IA,0,1,3,0,0,0,0,0,0,0,0
1752,BRIGHTON MUNICIPAL GAS SYSTEM,Municipal Owned,IA,0,0,0,0,0,1,0,0,1,0,3
1536,"BLOOMFIELD MUNICIPAL GAS, CITY OF",Municipal Owned,IA,16,8,0,18,19,3,7,14,0,5,3
1232,BEDFORD NATURAL GAS SYSTEM,Municipal Owned,IA,0,0,0,3,0,0,0,0,0,0,0
986,HARTLEY MUNICIPAL UTILITIES,Municipal Owned,IA,0,0,0,3,0,1,0,0,0,1,0
860,"FAIRBANK, CITY OF",Municipal Owned,IA,2,2,0,0,0,0,0,0,0,0,0
315,ALLERTON GAS CO,Investor Owned,IA,1,1,7,0,0,0,0,0,2,5,3
