,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,WY,Tenure,OWNER,160121.0,90467.06,1367.44,936.04,121.55,2.68
2,WY,Tenure,RENTER,70509.0,45710.51,842.34,465.96,36.34,2.94
3,WY,Year Built,1940-59,31910.673,62352.85,960.79,733.58,79.14,2.8400000000000003
4,WY,Year Built,1960-79,64393.516,70599.55,1188.29,737.46,81.78,2.8400000000000003
5,WY,Year Built,1980-99,60032.129,85197.89,1382.07,780.23,120.2,2.68
6,WY,Year Built,2000-09,36528.861,92961.51,1337.07,980.61,102.07,2.6
7,WY,Year Built,2010+,12590.63,93910.03,1091.21,613.62,61.97,1.8800000000000001
8,WY,Year Built,BEFORE 1940,25174.192,58791.47,1017.77,852.14,99.66,3.35
9,WY,Building Type,1 ATTACHED,10842.996,73881.61,1036.82,409.88,12.55,1.9800000000000002
10,WY,Building Type,1 DETACHED,159689.824,89491.19,1375.91,917.56,117.13,2.69
11,WY,Building Type,MOBILE_TRAILER,28067.698,54157.31,1092.25,960.67,96.02,3.9699999999999998
12,WY,Building Type,10-19 UNIT,5187.941,34289.45,443.72,101.29,17.84,1.6400000000000001
13,WY,Building Type,2 UNIT,4392.264,40887.04,538.68,233.14,14.98,1.92
14,WY,Building Type,3-4 UNIT,9638.182,39807.24,693.14,169.35,23.9,2.23
15,WY,Building Type,5-9 UNIT,6114.439,28554.67,537.42,147.02,3.25,2.41
16,WY,Building Type,BOAT_RV_VAN,326.294,20964.12,339.02,610.88,241.18,5.680000000000001
17,WY,Building Type,50+ UNIT,2028.047,24386.69,183.68,29.58,0.0,0.8699999999999999
18,WY,Building Type,20-49 UNIT,4342.315,28702.4,371.56,106.09,0.42,1.67
19,WY,Heating Fuel,BOTTLED GAS,22874.0,86646.59,1633.32,2350.37,181.15,4.81
20,WY,Heating Fuel,ELECTRICITY,51481.0,74987.9,1475.17,210.45,56.62,2.32
21,WY,Heating Fuel,OTHER,2102.0,69731.99,1164.07,347.64,734.66,3.2199999999999998
22,WY,Heating Fuel,SOLAR,158.0,65314.05,1278.8,263.77,338.32,2.88
23,WY,Heating Fuel,UTILITY GAS,138783.0,76445.44,1002.02,797.49,44.91,2.41
24,WY,Heating Fuel,WOOD,12662.0,75331.47,1612.08,452.57,468.85,3.36
25,WY,Heating Fuel,COAL,1013.0,62658.85,1168.07,193.24,638.06,3.19
26,WY,Heating Fuel,NONE,842.0,32503.91,653.08,252.88,17.98,2.8400000000000003
27,WY,Heating Fuel,FUEL OIL,715.0,77425.04,1660.57,766.32,751.84,4.109999999999999
28,WY,Percent of FPL,0-100%,21600.01,9138.4,891.04,624.77,62.37,17.27
29,WY,Percent of FPL,100-150%,17691.03,20173.84,944.19,691.79,71.1,8.459999999999999
30,WY,Percent of FPL,150-200%,20203.506,30679.96,999.34,727.45,55.52,5.81
31,WY,Percent of FPL,200-400%,72352.485,54620.19,1181.83,781.45,95.13,3.7699999999999996
32,WY,Percent of FPL,400%+,98782.969,127376.65,1383.84,868.2,115.56,1.8599999999999999
