Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
Statewide Total,,Total,IL,3700696,534449,5157,9234,74342,250167,353710,632275,730643,588138,477259,45322
Statewide Total,,Cooperative,IL,14452,4322,0,1,50,217,685,1135,2709,3193,1938,202
Statewide Total,,Privately Owned,IL,10813,0,0,0,3,812,537,3050,4259,1302,762,88
Statewide Total,,Investor Owned,IL,3603141,529909,5157,8880,56019,230898,347413,618783,716001,576059,469376,44646
Statewide Total,,Municipal Owned,IL,72290,218,0,353,18270,18240,5075,9307,7674,7584,5183,386
LIBERTY UTILITIES (MIDSTATES NATURAL GAS) CORP. D/B/A LIBERTY UTILITIES,38906,Investor Owned,IL,24950,3160,110,54,1534,3704,1746,4975,5720,2072,1767,108
"CENTER ETHANOL COMPANY, LLC",32563,Privately Owned,IL,1,0,0,0,0,0,0,0,0,1,0,0
AMEREN ILLINOIS COMPANY,32513,Investor Owned,IL,814704,80982,3001,3265,35201,179602,101037,124046,127029,84408,66494,9639
JO-CARROLL ENERGY,32282,Cooperative,IL,6087,4322,0,0,11,29,22,53,63,548,889,150
MARATHON PIPE LINE LLC,32147,Investor Owned,IL,1,0,0,0,0,0,0,0,0,1,0,0
VILLAGE OF MORTON,31859,Municipal Owned,IL,5740,0,0,0,334,1012,324,581,1285,1336,827,41
"RANTOUL, VILLAGE OF",30889,Municipal Owned,IL,560,0,0,0,273,33,0,48,130,53,22,1
MIDAMERICAN ENERGY COMPANY,30750,Investor Owned,IL,60760,2744,35,356,4016,13668,9726,4378,12521,8804,3293,1219
"WINCHESTER, CITY OF",22700,Municipal Owned,IL,821,0,0,0,499,0,2,167,19,53,79,2
"WHITE HALL GAS DEPT, CITY OF",22567,Municipal Owned,IL,1093,0,0,0,46,100,9,72,654,192,14,6
WESTVILLE GAS COMMISSION,22525,Municipal Owned,IL,1565,0,0,0,287,832,198,123,112,0,13,0
"WAYNE CITY GAS UTILITY, VILLAGE OF",22287,Municipal Owned,IL,568,0,0,0,0,443,5,36,23,37,20,4
WAVERLY GAS DEPT,22273,Municipal Owned,IL,603,0,0,0,509,19,18,3,13,31,10,0
WATERLOO MUNICIPAL GAS SYSTEM,22217,Municipal Owned,IL,3734,0,0,0,0,0,285,304,952,1746,420,27
CITY OF VIENNA MUNICIPAL GAS SYSTEM,21260,Municipal Owned,IL,596,0,0,0,365,52,0,40,60,34,43,2
"TOLEDO, VILLAGE OF",19510,Municipal Owned,IL,583,0,0,0,0,496,21,15,27,9,14,1
THEBES MUNICIPAL GAS CO,19350,Municipal Owned,IL,131,0,0,0,0,130,0,0,0,1,0,0
"TAMMS MUNICIPAL GAS SYSTEM, VILLAGE OF",19070,Municipal Owned,IL,397,0,0,0,0,0,352,20,2,0,23,0
"SULLIVAN GAS DEPT, CITY OF",18704,Municipal Owned,IL,2511,0,0,0,2202,112,35,52,41,17,50,2
"STONINGTON, VILLAGE OF",18656,Municipal Owned,IL,486,0,0,0,452,0,0,5,14,5,10,0
Rock Energy Cooperative,18400,Cooperative,IL,8365,0,0,1,39,188,663,1082,2646,2645,1049,52
"SIMS MUNICIPAL GAS SYSTEM, VILLAGE OF",18332,Municipal Owned,IL,189,0,0,0,0,169,0,2,13,0,3,2
SHAWNEETOWN MUNICIPAL GAS SYSTEM,18248,Municipal Owned,IL,524,0,0,0,0,0,0,0,0,512,12,0
"SALEM, CITY OF",18088,Municipal Owned,IL,3226,0,0,0,54,170,0,665,300,825,1133,79
ROSSVILLE MUNICIPAL GAS SYSTEM,17690,Municipal Owned,IL,588,0,0,0,552,0,5,5,10,12,4,0
"ROODHOUSE ILLINOIS, CITY OF",17670,Municipal Owned,IL,847,0,0,0,69,0,0,726,0,29,22,1
VILLAGE OF RIVERTON,17510,Municipal Owned,IL,1513,0,0,0,522,259,11,182,321,125,90,3
"RED BUD UTILITIES, CITY OF",17160,Municipal Owned,IL,1756,0,0,0,0,642,255,133,443,203,74,6
"PLEASANT HILL GAS SYSTEM, VILLAGE OF",15700,Municipal Owned,IL,560,0,0,0,468,50,7,3,6,12,14,0
PITTSFIELD MUNICIPAL GAS UTILITY,15630,Municipal Owned,IL,2267,0,0,0,1024,220,14,208,384,307,82,28
"PINCKNEYVILLE MUNICIPAL GAS DEPT, CITY OF",15567,Municipal Owned,IL,1696,0,0,0,0,1147,347,48,64,51,36,3
PEOPLES GAS LIGHT & COKE CO,15329,Investor Owned,IL,507897,0,849,5134,8298,19518,84978,103052,98372,70825,111247,5624
"PAWNEE GAS SYSTEM, VILLAGE OF",15168,Municipal Owned,IL,1080,0,0,0,688,30,5,70,137,65,72,13
NORTHERN ILLINOIS GAS CO,13710,Investor Owned,IL,2040359,443023,45,5,1113,2,118926,355699,437454,388660,268303,27129
NORTH SHORE GAS CO,13660,Investor Owned,IL,144557,0,1117,66,5846,12281,27861,24629,33655,20716,17536,850
"NORRIS CITY GAS SYSTEM, VILLAGE OF",13530,Municipal Owned,IL,634,0,0,0,0,0,0,375,257,0,0,2
"NEW HARMONY GAS DEPT, TOWN OF",13280,Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0,0
"NEW BOSTON GAS DEPT, CITY OF",13250,Municipal Owned,IL,430,0,0,0,0,296,9,59,38,11,16,1
"NASHVILLE, CITY OF",13030,Municipal Owned,IL,1618,0,0,0,282,304,305,116,98,148,358,7
MT CARMEL PUBLIC UTILITY CO,12858,Investor Owned,IL,4150,0,0,0,11,1880,1452,157,278,36,297,39
"MILFORD GAS SYSTEMS, VILLAGE OF",12510,Municipal Owned,IL,953,0,0,0,0,917,0,0,13,7,16,0
"MCLEANSBORO GAS SYSTEM, CITY OF",12294,Municipal Owned,IL,1918,0,0,0,1407,71,0,292,69,41,35,3
"MARTINSVILLE GAS DEPT, CITY OF",12216,Municipal Owned,IL,581,0,0,0,0,500,11,28,15,19,8,0
"MARSHALL GAS DEPT, CITY OF",12186,Municipal Owned,IL,2235,0,0,0,0,1069,280,274,377,103,113,19
"LOUISVILLE GAS SYSTEM, VILLAGE OF",11840,Municipal Owned,IL,596,0,0,0,0,447,27,57,15,16,30,4
KARNAK MUNICIPAL GAS UTILITY,10070,Municipal Owned,IL,296,0,0,0,270,23,0,0,1,0,2,0
JONESBORO MUNICIPAL GAS,9300,Municipal Owned,IL,721,0,0,0,267,180,143,62,31,20,17,1
ILLINOIS GAS CO,8030,Privately Owned,IL,10812,0,0,0,3,812,537,3050,4259,1301,762,88
"GREENUP, VILLAGE OF",6780,Municipal Owned,IL,871,0,0,0,0,639,51,50,109,3,14,5
"GRAYVILLE GAS DEPT, CITY OF",6640,Municipal Owned,IL,948,0,0,0,62,613,174,12,23,23,37,4
"GRAND TOWER MUNICIPAL GAS SYSTEM, VILLAGE OF",6550,Municipal Owned,IL,323,0,0,0,0,291,5,10,7,8,2,0
"GEFF MUNICIPAL GAS UTILITY, VILLAGE OF",6280,Municipal Owned,IL,246,0,0,0,0,184,5,21,19,10,7,0
"FRANKLIN GAS DEPT, CITY OF",5550,Municipal Owned,IL,313,208,0,0,0,0,0,0,90,9,4,2
"FLORA MUNICIPAL GAS UTILITY, CITY OF",5280,Municipal Owned,IL,2489,0,0,0,252,175,0,1540,152,263,96,11
FLAT ROCK GAS DEPT,5220,Municipal Owned,IL,260,0,0,0,0,0,0,209,48,0,3,0
"FINDLAY GAS UTILITIES, VILLAGE OF",5170,Municipal Owned,IL,590,0,0,0,0,403,8,31,106,24,17,1
FAIRFIELD MUNICIPAL GAS UTILITY,5030,Municipal Owned,IL,2753,10,0,0,1241,602,304,231,183,96,50,36
"EQUALITY, VILLAGE OF",4507,Municipal Owned,IL,236,0,0,0,0,0,149,28,43,6,9,1
"ENFIELD GAS DEPT, VILLAGE OF",4470,Municipal Owned,IL,360,0,0,0,0,0,273,10,44,15,17,1
EDINBURG GAS SYSTEM,4240,Municipal Owned,IL,521,0,0,0,414,0,0,21,46,35,5,0
"DUPO GAS SYSTEM, VILLAGE OF",3630,Municipal Owned,IL,1380,0,0,0,284,361,279,95,90,123,136,12
"DIVERNON GAS DEPT, VILLAGE OF",3420,Municipal Owned,IL,801,0,0,353,95,0,0,203,107,28,14,1
DAHLGREN GAS SYSTEM,3060,Municipal Owned,IL,310,0,0,0,0,225,10,20,20,13,21,1
"CROSSVILLE GAS SYSTEM, VILLAGE OF",2888,Municipal Owned,IL,451,0,0,0,420,0,23,0,5,1,1,1
CONSUMERS GAS CO,2728,Investor Owned,IL,5763,0,0,0,0,243,1687,1847,972,537,439,38
COBDEN MUNICIPAL GAS SYSTEM,2532,Municipal Owned,IL,344,0,0,0,0,218,57,35,8,12,13,1
VILLAGE OF CLAY CITY,2468,Municipal Owned,IL,548,0,0,0,0,484,5,17,9,19,14,0
"CISNE GAS DEPT, VILLAGE OF",2372,Municipal Owned,IL,476,0,0,0,0,433,0,4,20,14,4,1
"CHESTER GAS DEPT, CITY OF",2316,Municipal Owned,IL,1955,0,0,0,701,641,303,133,0,92,78,7
CASEY MUNICIPAL GAS SYSTEM,2132,Municipal Owned,IL,1618,0,0,0,0,758,514,144,132,67,3,0
CAIRO PUBLIC UTILITIES SYSTEM,2016,Municipal Owned,IL,2437,0,0,0,2224,0,0,0,133,0,80,0
BUSHNELL MUNICIPAL GAS UTILITY,1944,Municipal Owned,IL,1681,0,0,0,0,1263,0,321,0,26,60,11
BLUFORD MUNICIPAL GAS SYSTEM,1568,Municipal Owned,IL,556,0,0,0,0,490,0,0,18,46,2,0
BETHANY MUNICIPAL GAS SYSTEM,1392,Municipal Owned,IL,614,0,0,0,0,440,151,4,8,3,8,0
BELLE RIVE GAS CO,1256,Municipal Owned,IL,194,0,0,0,0,81,72,8,25,4,4,0
"AUBURN GAS DEPT, CITY OF",855,Municipal Owned,IL,1732,0,0,0,0,0,0,270,260,535,648,19
ANNA MUNICIPAL GAS CO,522,Municipal Owned,IL,1955,0,0,0,818,0,0,1039,6,20,64,8
"ALEDO GAS DEPT, CITY OF",252,Municipal Owned,IL,1712,0,0,0,1189,216,24,80,39,69,90,5
