Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,IL,10109,9207,8969,9288,10386,10168,10321,10011,12856,13101,12851
,Statewide Total,Cooperative,IL,7,7,8,4,17,13,16,14,13,11,26
,Statewide Total,Privately Owned,IL,6,4,11,12,12,8,12,14,13,8,14
,Statewide Total,Investor Owned,IL,10070,9172,8909,9245,10310,10111,10257,9951,12792,13027,12760
,Statewide Total,Municipal Owned,IL,26,24,41,27,47,36,36,32,38,55,51
32563,"CENTER ETHANOL COMPANY, LLC",Privately Owned,IL,0,0,0,0,0,0,0,0,0,0,0
32513,AMEREN ILLINOIS COMPANY,Investor Owned,IL,2123,1944,2026,2123,1967,2403,2411,2372,2463,2444,2368
32282,JO-CARROLL ENERGY,Cooperative,IL,1,0,0,0,8,5,4,4,5,5,21
32147,MARATHON PIPE LINE LLC,Investor Owned,IL,0,0,0,0,0,0,0,0,0,0,0
31859,VILLAGE OF MORTON,Municipal Owned,IL,7,6,8,4,2,1,6,4,2,4,3
30889,"RANTOUL, VILLAGE OF",Municipal Owned,IL,0,2,1,0,1,1,0,1,2,0,0
22700,"WINCHESTER, CITY OF",Municipal Owned,IL,1,0,0,0,0,2,0,0,0,0,0
22567,"WHITE HALL GAS DEPT, CITY OF",Municipal Owned,IL,0,0,0,1,0,0,0,0,0,2,1
22525,WESTVILLE GAS COMMISSION,Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
22287,"WAYNE CITY GAS UTILITY, VILLAGE OF",Municipal Owned,IL,0,0,0,0,1,0,0,0,0,0,0
22273,WAVERLY GAS DEPT,Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
22217,WATERLOO MUNICIPAL GAS SYSTEM,Municipal Owned,IL,0,0,0,0,0,0,0,1,0,2,1
21260,CITY OF VIENNA MUNICIPAL GAS SYSTEM,Municipal Owned,IL,0,0,0,0,1,0,1,0,1,0,0
19510,"TOLEDO, VILLAGE OF",Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
19350,THEBES MUNICIPAL GAS CO,Municipal Owned,IL,1,0,0,0,0,1,0,0,0,0,0
19070,"TAMMS MUNICIPAL GAS SYSTEM, VILLAGE OF",Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
18704,"SULLIVAN GAS DEPT, CITY OF",Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
18656,"STONINGTON, VILLAGE OF",Municipal Owned,IL,0,0,0,0,0,0,0,0,0,0,0
18400,Rock Energy Cooperative,Cooperative,IL,6,7,8,4,9,8,12,10,8,6,5
18332,"SIMS MUNICIPAL GAS SYSTEM, VILLAGE OF",Municipal Owned,IL,1,0,1,0,1,0,0,0,2,0,0
18248,SHAWNEETOWN MUNICIPAL GAS SYSTEM,Municipal Owned,IL,0,0,0,3,0,0,0,0,0,0,1
18088,"SALEM, CITY OF",Municipal Owned,IL,0,2,2,2,12,2,2,2,2,2,2
