,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,IN,Tenure,OWNER,1760732.0,84795.24,1696.64,679.63,30.6,2.8400000000000003
2,IN,Tenure,RENTER,793086.0,37776.52,1219.68,354.08,8.13,4.19
3,IN,Year Built,1940-59,426721.624,55094.3,1382.94,658.47,26.53,3.75
4,IN,Year Built,1960-79,647532.484,61830.94,1510.18,526.66,21.26,3.3300000000000005
5,IN,Year Built,1980-99,650205.689,80097.46,1599.26,519.61,17.56,2.67
6,IN,Year Built,2000-09,324736.381,95102.2,1733.75,533.26,16.28,2.4
7,IN,Year Built,2010+,91023.459,99267.5,1539.26,356.2,8.59,1.92
8,IN,Year Built,BEFORE 1940,413598.363,57339.72,1556.2,754.35,42.95,4.1000000000000005
9,IN,Building Type,1 ATTACHED,93769.686,56129.56,1187.96,454.85,9.97,2.94
10,IN,Building Type,1 DETACHED,1928055.983,80554.05,1690.06,687.92,28.94,2.9899999999999998
11,IN,Building Type,MOBILE_TRAILER,100111.462,38689.05,1724.87,433.65,27.21,5.65
12,IN,Building Type,10-19 UNIT,84321.616,37916.71,1015.76,99.29,1.36,2.94
13,IN,Building Type,2 UNIT,54396.078,32375.13,985.36,313.57,4.42,4.03
14,IN,Building Type,3-4 UNIT,80765.529,32778.23,1001.94,205.06,1.91,3.6900000000000004
15,IN,Building Type,5-9 UNIT,112455.945,36445.34,1036.72,156.09,1.37,3.2800000000000002
16,IN,Building Type,BOAT_RV_VAN,637.983,25206.69,804.24,161.84,9.31,3.8699999999999997
17,IN,Building Type,50+ UNIT,52152.007,31637.16,683.41,40.85,3.54,2.3
18,IN,Building Type,20-49 UNIT,47151.713,30590.2,829.69,69.43,0.49,2.94
19,IN,Heating Fuel,BOTTLED GAS,182253.0,74906.77,1882.25,1451.59,73.62,4.55
20,IN,Heating Fuel,ELECTRICITY,748180.0,61738.55,1917.1,107.07,10.31,3.3000000000000003
21,IN,Heating Fuel,OTHER,11151.0,78958.1,1666.43,218.05,139.72,2.56
22,IN,Heating Fuel,SOLAR,776.0,60106.93,779.04,123.19,8.43,1.52
23,IN,Heating Fuel,UTILITY GAS,1530031.0,74051.77,1324.01,725.76,11.9,2.78
24,IN,Heating Fuel,WOOD,52603.0,66354.7,1753.22,271.77,148.29,3.2800000000000002
25,IN,Heating Fuel,COAL,2849.0,60701.38,285.13,426.91,436.01,1.8900000000000001
26,IN,Heating Fuel,NONE,8369.0,60647.26,1285.51,93.42,23.6,2.31
27,IN,Heating Fuel,FUEL OIL,17606.0,57857.11,1618.49,200.46,578.63,4.14
28,IN,Percent of FPL,0-100%,302141.764,9501.03,1315.92,453.53,18.57,18.82
29,IN,Percent of FPL,100-150%,225609.43,21686.62,1349.91,492.92,22.42,8.6
30,IN,Percent of FPL,150-200%,241944.289,31254.58,1409.3,539.12,26.9,6.32
31,IN,Percent of FPL,200-400%,847929.385,54017.49,1547.52,574.38,26.24,3.9800000000000004
32,IN,Percent of FPL,400%+,936193.132,126184.94,1708.33,653.44,22.34,1.8900000000000001
