,Metric,State,County,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0,Avg household size of owner-occupied unit,UT,Beaver,2.92,3.04,3.06,3.02,3.09,2.94,2.96,2.83,2.86,2.87
1,Avg household size of renter-occupied unit,UT,Beaver,3.01,2.99,3.0,2.85,2.45,2.52,2.44,2.53,2.63,2.72
2,FIPS Code,UT,Beaver,49001,49001,49001,49001,49001,49001,49001,49001,49001,49001
3,House Heating Fuel: Electric,UT,Beaver,206,215,217,301,310,361,347,498,617,756
4,House Heating Fuel: Fuel Oil,UT,Beaver,198,176,155,133,74,52,45,45,58,56
5,House Heating Fuel: Gas,UT,Beaver,1444,1399,1387,1374,1474,1533,1544,1465,1328,1194
6,House Heating Fuel: Propane,UT,Beaver,24,70,72,103,104,101,91,84,92,78
7,House Heating Fuel: Wood,UT,Beaver,215,195,231,201,198,188,201,185,138,153
26,Median Number of Rooms,UT,Beaver,5.5,5.4,5.5,5.7,5.7,5.8,5.8,6.0,5.9,5.9
27,Number of Rooms: 1,UT,Beaver,61,56,58,50,41,12,4,5,4,4
28,Number of Rooms: 2,UT,Beaver,114,172,188,154,162,108,110,92,89,94
29,Number of Rooms: 3,UT,Beaver,224,251,212,187,121,101,82,91,139,148
30,Number of Rooms: 4,UT,Beaver,498,500,430,366,395,383,397,392,357,334
31,Number of Rooms: 5,UT,Beaver,557,502,594,581,664,736,733,695,708,694
32,Number of Rooms: 6,UT,Beaver,402,441,460,522,510,486,440,446,482,564
33,Number of Rooms: 7,UT,Beaver,348,331,361,417,411,416,528,553,442,370
34,Number of Rooms: 8,UT,Beaver,359,311,273,269,193,202,144,220,289,336
35,Number of Rooms: 9+,UT,Beaver,308,321,333,372,425,483,504,491,489,479
36,Owner-Occupied,UT,Beaver,4684,4791,4865,4957,5089,4963,4815,4649,4820,4855
37,Renter-Occupied,UT,Beaver,1465,1443,1412,1341,1265,1416,1542,1696,1556,1605
38,Total Housing Units,UT,Beaver,2871,2885,2909,2918,2922,2927,2942,2985,2999,3023
39,Total Population,UT,Beaver,6431,6495,6527,6529,6514,6461,6437,6414,6443,6517
40,Units in Structure: 1 ATTACHED,UT,Beaver,44,64,66,77,84,33,14,6,3,4
41,Units in Structure: 1 DETACHED,UT,Beaver,2316,2348,2423,2473,2481,2581,2616,2667,2683,2745
42,Units in Structure: 10-19,UT,Beaver,71,78,66,72,41,36,35,42,33,24
43,Units in Structure: 2,UT,Beaver,45,40,53,65,59,38,34,21,36,13
44,Units in Structure: 20-49,UT,Beaver,43,33,23,21,20,22,0,0,0,0
45,Units in Structure: 3-4,UT,Beaver,118,99,64,42,47,19,22,42,23,23
46,Units in Structure: 5-9,UT,Beaver,58,57,64,50,30,0,38,37,46,54
47,Units in Structure: 50+,UT,Beaver,0,0,0,0,0,0,0,0,0,6
48,"Units in Structure: Boat,RV,Van,Etc.",UT,Beaver,0,7,7,6,9,12,0,0,0,0
49,Units in Structure: Mobile Home,UT,Beaver,176,159,143,112,151,186,183,170,175,154
50,Year Built: 1940-1949,UT,Beaver,237,208,225,211,190,148,190,183,254,339
51,Year Built: 1950-1959,UT,Beaver,225,205,230,224,206,161,182,178,209,223
52,Year Built: 1960-1969,UT,Beaver,75,71,103,110,150,426,503,496,431,305
53,Year Built: 1970-1979,UT,Beaver,502,438,430,374,465,331,369,385,401,469
54,Year Built: 1980-1989,UT,Beaver,479,357,302,328,295,422,406,451,397,357
55,Year Built: 1990-1999,UT,Beaver,385,379,363,440,488,464,441,430,520,489
56,Year Built: 2000-2009,UT,Beaver,103,156,327,346,374,0,0,0,0,13
57,Year Built: 2010-2013,UT,Beaver,72,117,0,0,0,0,0,0,42,51
58,Year Built: before 1940,UT,Beaver,793,954,929,885,754,171,186,181,159,185
0,Avg household size of owner-occupied unit,UT,Box Elder,3.08,3.13,3.13,3.13,3.16,3.14,3.08,3.07,3.06,3.09
1,Avg household size of renter-occupied unit,UT,Box Elder,2.92,2.77,2.76,2.82,2.84,2.89,3.03,2.95,2.97,2.91
2,FIPS Code,UT,Box Elder,49003,49003,49003,49003,49003,49003,49003,49003,49003,49003
3,House Heating Fuel: Electric,UT,Box Elder,680,694,811,936,989,1068,1185,1268,1327,1381
4,House Heating Fuel: Fuel Oil,UT,Box Elder,61,51,31,56,81,74,65,75,48,28
5,House Heating Fuel: Gas,UT,Box Elder,13582,13790,13956,13936,13973,13982,14134,14371,14668,14805
6,House Heating Fuel: Propane,UT,Box Elder,1010,1037,1009,988,848,870,805,808,729,781
7,House Heating Fuel: Wood,UT,Box Elder,193,201,181,165,185,208,217,248,232,280
26,Median Number of Rooms,UT,Box Elder,7.0,7.0,7.0,7.0,6.9,6.9,6.9,6.9,7.0,7.0
27,Number of Rooms: 1,UT,Box Elder,30,42,52,62,80,110,114,138,155,151
28,Number of Rooms: 2,UT,Box Elder,43,37,77,93,106,77,115,82,146,115
29,Number of Rooms: 3,UT,Box Elder,630,761,755,734,842,845,727,701,654,655
30,Number of Rooms: 4,UT,Box Elder,2145,2021,2082,2081,2244,2254,2253,2252,2141,2060
31,Number of Rooms: 5,UT,Box Elder,2014,2134,2139,2340,2546,2533,2469,2577,2369,2517
32,Number of Rooms: 6,UT,Box Elder,2297,2392,2543,2406,2294,2246,2316,2374,2550,2707
33,Number of Rooms: 7,UT,Box Elder,2674,2466,2265,2247,2129,2355,2411,2601,2597,2679
34,Number of Rooms: 8,UT,Box Elder,2407,2345,2428,2465,2506,2424,2435,2417,2444,2407
35,Number of Rooms: 9+,UT,Box Elder,4650,4939,5042,5111,5009,5066,5257,5292,5542,5571
36,Owner-Occupied,UT,Box Elder,39180,40287,40472,40240,39852,39895,39102,39806,40489,42201
37,Renter-Occupied,UT,Box Elder,8430,8352,8741,9468,10314,10676,12002,11938,12092,11345
38,Total Housing Units,UT,Box Elder,16890,17137,17383,17539,17756,17910,18097,18434,18598,18862
39,Total Population,UT,Box Elder,48221,49093,49660,50160,50613,50991,51528,52182,53001,53946
40,Units in Structure: 1 ATTACHED,UT,Box Elder,536,640,566,636,540,510,462,515,422,530
41,Units in Structure: 1 DETACHED,UT,Box Elder,13723,13889,14116,14119,14091,14269,14466,14859,15124,15321
42,Units in Structure: 10-19,UT,Box Elder,282,310,278,326,389,356,343,343,294,227
43,Units in Structure: 2,UT,Box Elder,415,362,382,414,430,342,388,345,394,444
44,Units in Structure: 20-49,UT,Box Elder,44,49,72,112,132,160,188,181,211,186
45,Units in Structure: 3-4,UT,Box Elder,685,744,781,856,972,1015,982,1038,995,1060
46,Units in Structure: 5-9,UT,Box Elder,346,302,362,320,315,361,441,380,428,354
47,Units in Structure: 50+,UT,Box Elder,17,20,32,45,54,83,97,117,115,124
48,"Units in Structure: Boat,RV,Van,Etc.",UT,Box Elder,2,3,2,10,10,10,11,10,15,23
49,Units in Structure: Mobile Home,UT,Box Elder,840,818,792,701,823,804,719,646,600,593
50,Year Built: 1940-1949,UT,Box Elder,740,803,735,720,817,1731,1741,1753,1636,1613
51,Year Built: 1950-1959,UT,Box Elder,1652,1674,1797,1972,1792,1938,1987,2080,2116,2115
52,Year Built: 1960-1969,UT,Box Elder,2058,1986,2052,2057,1977,2797,2704,2667,2545,2328
53,Year Built: 1970-1979,UT,Box Elder,2657,2770,2759,2566,2750,1660,1630,1693,1761,1905
54,Year Built: 1980-1989,UT,Box Elder,1997,2024,1877,1918,1843,2626,2556,2534,2519,2681
55,Year Built: 1990-1999,UT,Box Elder,2248,2191,2297,2315,2462,3485,3415,3364,3241,3393
56,Year Built: 2000-2009,UT,Box Elder,1838,1716,3365,3544,3506,518,674,764,783,773
57,Year Built: 2010-2013,UT,Box Elder,1044,1347,45,169,303,33,118,235,373,565
58,Year Built: before 1940,UT,Box Elder,2656,2626,2456,2278,2306,860,871,846,971,856
0,Avg household size of owner-occupied unit,UT,Cache,3.27,3.24,3.21,3.24,3.3,3.34,3.41,3.44,3.42,3.39
1,Avg household size of renter-occupied unit,UT,Cache,2.76,2.76,2.83,2.89,2.89,2.9,2.84,2.76,2.77,2.78
2,FIPS Code,UT,Cache,49005,49005,49005,49005,49005,49005,49005,49005,49005,49005
3,House Heating Fuel: Electric,UT,Cache,2863,2844,3040,3310,3492,3424,3668,3737,4071,4139
4,House Heating Fuel: Fuel Oil,UT,Cache,59,49,56,49,43,46,50,45,58,61
5,House Heating Fuel: Gas,UT,Cache,29174,29911,30418,30276,30232,30501,30711,31253,31673,32382
6,House Heating Fuel: Propane,UT,Cache,1260,1229,1249,1271,1300,1194,1220,1298,1371,1374
7,House Heating Fuel: Wood,UT,Cache,266,315,283,263,178,188,156,214,220,224
26,Median Number of Rooms,UT,Cache,6.3,6.4,6.5,6.5,6.5,6.5,6.4,6.3,6.4,6.4
27,Number of Rooms: 1,UT,Cache,253,286,249,197,192,309,467,557,523,536
28,Number of Rooms: 2,UT,Cache,516,463,545,538,839,764,764,819,1058,1045
29,Number of Rooms: 3,UT,Cache,2508,2281,2333,2302,2132,2216,2290,2507,2570,2575
30,Number of Rooms: 4,UT,Cache,6016,6190,5589,5455,5731,6109,6282,6679,6708,6933
31,Number of Rooms: 5,UT,Cache,5437,5300,5649,5960,5821,5687,5754,5749,5313,5510
32,Number of Rooms: 6,UT,Cache,3978,4179,4198,4348,4357,4354,4434,4407,4588,4687
33,Number of Rooms: 7,UT,Cache,4483,4489,4165,4132,4284,4086,3944,4093,4090,4043
34,Number of Rooms: 8,UT,Cache,4429,4396,4546,4687,4611,4580,4560,4605,4786,4872
35,Number of Rooms: 9+,UT,Cache,8408,9009,9907,10011,10233,10610,10697,10582,11004,11187
36,Owner-Occupied,UT,Cache,70572,71521,72629,73879,76494,77883,79065,79790,80518,81909
37,Renter-Occupied,UT,Cache,33763,34583,35688,36338,35597,35898,36674,37592,39040,39493
38,Total Housing Units,UT,Cache,36028,36593,37181,37630,38200,38715,39192,39998,40640,41388
39,Total Population,UT,Cache,107078,109752,112095,114181,115954,117449,118824,120288,122336,124165
40,Units in Structure: 1 ATTACHED,UT,Cache,1606,1867,2140,2170,2285,2629,2817,2886,3106,3231
