,Metric,State,County,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0,Avg household size of owner-occupied unit,GA,Appling,2.49,2.5,2.49,2.54,2.57,2.54,2.62,2.62,2.56,2.64
1,Avg household size of renter-occupied unit,GA,Appling,2.55,2.6,2.65,2.7,2.7,2.85,2.76,2.83,3.01,2.87
2,FIPS Code,GA,Appling,13001,13001,13001,13001,13001,13001,13001,13001,13001,13001
3,House Heating Fuel: Electric,GA,Appling,5603,5587,5747,5871,5811,5679,5697,5716,5729,5931
4,House Heating Fuel: Fuel Oil,GA,Appling,32,32,5,8,58,46,43,36,38,0
5,House Heating Fuel: Gas,GA,Appling,343,350,431,438,399,423,401,351,298,263
6,House Heating Fuel: Propane,GA,Appling,1057,953,743,549,527,571,508,547,534,394
7,House Heating Fuel: Wood,GA,Appling,110,140,121,67,82,75,40,31,40,20
26,Median Number of Rooms,GA,Appling,5.4,5.4,5.3,5.4,5.3,5.4,5.5,5.6,5.7,5.8
27,Number of Rooms: 1,GA,Appling,22,16,14,24,13,130,131,155,127,145
28,Number of Rooms: 2,GA,Appling,0,31,34,31,46,48,41,63,73,66
29,Number of Rooms: 3,GA,Appling,261,266,156,180,294,386,408,531,514,330
30,Number of Rooms: 4,GA,Appling,1708,1784,1787,1602,1698,1364,1261,1225,1113,1032
31,Number of Rooms: 5,GA,Appling,2463,2466,2709,2776,2712,2467,2281,2180,2060,1937
32,Number of Rooms: 6,GA,Appling,1901,1834,1671,1779,1683,1921,2023,2058,2054,2227
33,Number of Rooms: 7,GA,Appling,839,739,900,888,898,1048,1188,1108,1286,1413
34,Number of Rooms: 8,GA,Appling,788,743,617,593,549,466,465,562,624,751
35,Number of Rooms: 9+,GA,Appling,456,596,597,568,564,604,610,654,692,666
36,Owner-Occupied,GA,Appling,12899,12526,12115,12249,11618,12052,12518,12605,12508,13403
37,Renter-Occupied,GA,Appling,5002,5335,5785,5686,6351,5863,5361,5339,5418,4502
38,Total Housing Units,GA,Appling,8438,8475,8485,8441,8457,8434,8408,8536,8543,8567
39,Total Population,GA,Appling,18050,18202,18279,18354,18421,18417,18410,18471,18454,18440
40,Units in Structure: 1 ATTACHED,GA,Appling,33,112,44,37,39,29,16,18,28,50
41,Units in Structure: 1 DETACHED,GA,Appling,4996,4776,4725,4660,4474,4627,4862,5013,4914,5008
42,Units in Structure: 10-19,GA,Appling,32,36,32,0,0,12,19,22,15,14
43,Units in Structure: 2,GA,Appling,235,210,246,255,356,166,194,222,176,161
44,Units in Structure: 20-49,GA,Appling,6,8,13,22,14,10,10,14,11,18
45,Units in Structure: 3-4,GA,Appling,119,108,123,137,145,62,53,65,91,93
46,Units in Structure: 5-9,GA,Appling,65,88,73,88,100,167,123,127,103,116
47,Units in Structure: 50+,GA,Appling,0,0,0,0,0,0,0,0,10,9
48,"Units in Structure: Boat,RV,Van,Etc.",GA,Appling,0,0,0,0,0,0,12,15,20,21
49,Units in Structure: Mobile Home,GA,Appling,2952,3137,3229,3242,3329,3361,3119,3040,3175,3077
50,Year Built: 1940-1949,GA,Appling,259,281,344,421,300,465,535,566,551,552
51,Year Built: 1950-1959,GA,Appling,588,555,421,351,358,896,989,965,1002,1149
52,Year Built: 1960-1969,GA,Appling,705,616,798,784,820,1354,1341,1258,1331,1485
53,Year Built: 1970-1979,GA,Appling,1334,1426,1360,1255,1265,1332,1340,1308,1296,1127
54,Year Built: 1980-1989,GA,Appling,1588,1552,1602,1514,1431,2136,2009,1836,1845,1960
55,Year Built: 1990-1999,GA,Appling,2108,2430,2388,2299,2326,1394,1227,1346,1285,1082
56,Year Built: 2000-2009,GA,Appling,752,458,1010,1269,1328,22,109,98,152,177
57,Year Built: 2010-2013,GA,Appling,249,410,12,12,11,0,0,29,184,199
58,Year Built: before 1940,GA,Appling,855,747,550,536,618,279,272,423,347,451
0,Avg household size of owner-occupied unit,GA,Atkinson,2.86,3.01,3.02,3.08,3.2,3.1,3.13,2.94,3.02,2.84
1,Avg household size of renter-occupied unit,GA,Atkinson,3.43,3.07,3.13,2.83,2.65,2.68,2.78,2.86,2.76,2.88
2,FIPS Code,GA,Atkinson,13003,13003,13003,13003,13003,13003,13003,13003,13003,13003
3,House Heating Fuel: Electric,GA,Atkinson,2341,2298,2280,2350,2345,2400,2425,2525,2546,2597
4,House Heating Fuel: Fuel Oil,GA,Atkinson,21,23,23,27,14,4,4,4,4,3
5,House Heating Fuel: Gas,GA,Atkinson,71,137,163,108,101,92,44,68,50,82
6,House Heating Fuel: Propane,GA,Atkinson,306,265,206,200,170,166,167,161,118,132
7,House Heating Fuel: Wood,GA,Atkinson,2,22,24,43,56,84,39,49,38,27
26,Median Number of Rooms,GA,Atkinson,5.1,5.3,5.4,5.3,5.4,5.4,5.3,5.5,5.5,5.5
27,Number of Rooms: 1,GA,Atkinson,28,32,37,26,44,38,26,28,30,12
28,Number of Rooms: 2,GA,Atkinson,69,16,9,8,3,3,4,5,5,4
29,Number of Rooms: 3,GA,Atkinson,304,263,282,287,203,195,196,166,132,156
30,Number of Rooms: 4,GA,Atkinson,873,904,801,785,802,818,800,718,700,548
31,Number of Rooms: 5,GA,Atkinson,725,689,683,761,796,799,821,854,931,1052
32,Number of Rooms: 6,GA,Atkinson,621,660,738,731,727,742,717,750,798,786
33,Number of Rooms: 7,GA,Atkinson,461,498,406,372,408,413,387,560,537,556
34,Number of Rooms: 8,GA,Atkinson,253,302,390,325,342,308,249,204,202,192
35,Number of Rooms: 9+,GA,Atkinson,147,143,166,193,164,160,246,217,173,206
36,Owner-Occupied,GA,Atkinson,5685,5714,5586,5941,6218,6147,6111,6175,6317,5994
37,Renter-Occupied,GA,Atkinson,2647,2597,2726,2344,2035,2110,2117,2103,1911,2214
38,Total Housing Units,GA,Atkinson,3481,3507,3512,3488,3489,3476,3446,3502,3508,3512
39,Total Population,GA,Atkinson,8332,8375,8355,8332,8297,8294,8268,8313,8265,8239
40,Units in Structure: 1 ATTACHED,GA,Atkinson,5,6,8,6,20,23,24,32,30,34
41,Units in Structure: 1 DETACHED,GA,Atkinson,1689,1699,1730,1676,1739,1691,1557,1612,1671,1811
42,Units in Structure: 10-19,GA,Atkinson,15,39,24,53,52,51,42,49,35,26
43,Units in Structure: 2,GA,Atkinson,75,83,71,55,65,51,43,48,63,55
44,Units in Structure: 20-49,GA,Atkinson,11,21,11,10,11,10,9,5,22,32
45,Units in Structure: 3-4,GA,Atkinson,56,92,95,84,73,84,61,41,60,59
46,Units in Structure: 5-9,GA,Atkinson,45,38,57,56,68,41,47,37,36,31
47,Units in Structure: 50+,GA,Atkinson,24,20,0,0,0,0,0,0,0,5
48,"Units in Structure: Boat,RV,Van,Etc.",GA,Atkinson,0,9,18,7,4,10,6,7,6,7
49,Units in Structure: Mobile Home,GA,Atkinson,1561,1500,1498,1541,1457,1515,1657,1671,1585,1452
50,Year Built: 1940-1949,GA,Atkinson,149,152,77,91,146,205,193,252,238,228
51,Year Built: 1950-1959,GA,Atkinson,296,254,222,205,184,432,360,346,348,290
52,Year Built: 1960-1969,GA,Atkinson,221,301,338,352,409,616,665,723,657,578
