,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,NE,31165,34095,29795,29739,30206,30570,34082,33217,35071,28316
40,Units in Structure: 1 DETACHED,NE,581824,577176,586179,587567,589216,595285,601098,607791,607992,618058
41,Units in Structure: 10-19,NE,35246,39826,36416,37690,44635,40611,35876,36827,38914,38649
42,Units in Structure: 2,NE,15713,15841,16640,14935,16733,15734,16489,15989,15857,17388
43,Units in Structure: 20-49,NE,25454,33129,28053,29268,28934,29480,31716,32823,32331,32923
44,Units in Structure: 3-4,NE,22936,19697,20164,19843,20728,21812,24412,23176,21871,21648
45,Units in Structure: 5-9,NE,31023,29943,35401,33213,30711,34665,32267,36108,32620,36446
46,Units in Structure: 50+,NE,23485,21828,22457,24541,24296,23532,23229,25347,29246,30608
47,"Units in Structure: Boat,RV,Van,Etc.",NE,274,191,108,180,224,430,331,252,150,340
48,Units in Structure: Mobile Home,NE,30557,29456,29061,29912,29274,28806,27691,26010,30959,26791
