,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
25,Median Number of Rooms,NE,6.0,5.9,5.9,5.9,6.0,6.0,5.9,6.0,6.0,6.1
26,Number of Rooms: 1,NE,8558,10442,9623,13316,11396,13414,12775,14011,14206,12498
27,Number of Rooms: 2,NE,21480,20936,20670,20911,22753,22251,21137,24152,24042,22698
28,Number of Rooms: 3,NE,63937,65074,67807,60484,64559,71183,65496,69636,64095,67968
29,Number of Rooms: 4,NE,114868,117688,110263,111392,110977,108927,120387,115750,114411,118458
30,Number of Rooms: 5,NE,130020,137310,139709,139227,139069,135289,136875,127947,135520,127737
31,Number of Rooms: 6,NE,132653,131056,127569,132665,129903,128877,127776,139096,128650,136064
32,Number of Rooms: 7,NE,110853,103032,106220,101640,106562,107829,106968,107260,113096,112647
33,Number of Rooms: 8,NE,90943,86503,91732,86476,86011,91481,87084,86186,90738,92825
34,Number of Rooms: 9+,NE,124365,129141,130681,140777,143727,141674,148693,153502,160253,160272
