,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,WI,Tenure,OWNER,1568040.0,92030.68,1396.01,773.36,99.91,2.4699999999999998
2,WI,Tenure,RENTER,775089.0,40557.99,827.48,318.16,22.04,2.88
3,WI,Year Built,1940-59,393639.364,64424.72,1167.74,617.22,77.52,2.8899999999999997
4,WI,Year Built,1960-79,576747.458,67107.24,1170.7,563.76,70.78,2.69
5,WI,Year Built,1980-99,557087.828,83076.48,1203.71,591.14,53.71,2.23
6,WI,Year Built,2000-09,293569.807,100841.73,1306.64,702.05,55.94,2.0500000000000003
7,WI,Year Built,2010+,68683.876,98555.07,1005.53,482.08,33.54,1.54
8,WI,Year Built,BEFORE 1940,453400.667,64017.74,1262.19,711.55,118.55,3.27
9,WI,Building Type,1 ATTACHED,107683.429,63294.7,971.93,453.58,20.77,2.2800000000000002
10,WI,Building Type,1 DETACHED,1577561.46,90378.66,1422.24,789.09,102.83,2.56
11,WI,Building Type,MOBILE_TRAILER,59548.38,39048.86,1236.42,815.43,101.3,5.510000000000001
12,WI,Building Type,10-19 UNIT,81021.949,37608.23,596.56,74.74,1.17,1.79
13,WI,Building Type,2 UNIT,146819.275,42991.65,895.03,464.58,14.59,3.2
14,WI,Building Type,3-4 UNIT,85996.185,39108.97,741.6,225.0,3.68,2.48
15,WI,Building Type,5-9 UNIT,116740.549,40748.42,675.49,105.46,3.29,1.92
16,WI,Building Type,BOAT_RV_VAN,580.766,20990.59,541.22,328.42,15.81,4.22
17,WI,Building Type,50+ UNIT,78529.456,39202.43,488.95,64.68,3.05,1.4200000000000002
18,WI,Building Type,20-49 UNIT,88647.55,38972.66,533.91,65.72,0.65,1.54
19,WI,Heating Fuel,BOTTLED GAS,263840.0,78876.21,1642.03,1428.96,143.94,4.08
20,WI,Heating Fuel,ELECTRICITY,369965.0,54177.1,1109.38,117.78,12.55,2.29
21,WI,Heating Fuel,OTHER,22936.0,49459.94,899.69,165.57,208.47,2.58
22,WI,Heating Fuel,SOLAR,756.0,58982.3,651.95,179.12,124.25,1.6199999999999999
23,WI,Heating Fuel,UTILITY GAS,1531588.0,80448.7,1127.78,648.71,21.29,2.23
24,WI,Heating Fuel,WOOD,90150.0,74784.37,1753.91,348.13,437.35,3.4000000000000004
25,WI,Heating Fuel,COAL,510.0,38101.17,384.39,217.95,217.38,2.15
26,WI,Heating Fuel,NONE,12845.0,34493.18,586.75,71.62,9.31,1.94
27,WI,Heating Fuel,FUEL OIL,50539.0,65136.53,1433.23,173.4,1067.92,4.109999999999999
28,WI,Percent of FPL,0-100%,226740.29,9299.9,945.3,435.54,52.14,15.409999999999998
29,WI,Percent of FPL,100-150%,188513.867,20526.01,970.0,485.27,69.22,7.430000000000001
30,WI,Percent of FPL,150-200%,202740.97,29608.16,1065.8,538.21,81.32,5.6899999999999995
31,WI,Percent of FPL,200-400%,751948.936,53508.66,1205.73,613.89,85.07,3.56
32,WI,Percent of FPL,400%+,973184.937,126930.84,1346.56,717.53,70.29,1.68
