,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,WI,115096,112301,115789,114275,113075,114770,115162,115633,111506,107864
40,Units in Structure: 1 DETACHED,WI,1739691,1757502,1753735,1752162,1761480,1767962,1768599,1789760,1804076,1805692
41,Units in Structure: 10-19,WI,83556,89750,87920,90314,91411,88962,90322,95580,93149,97095
42,Units in Structure: 2,WI,181915,171708,171550,171368,180632,177625,169394,169684,171108,180832
43,Units in Structure: 20-49,WI,100653,99944,97530,100477,95227,99501,105841,106225,103325,107289
44,Units in Structure: 3-4,WI,97020,100740,105340,97165,99269,98009,100324,103038,96568,98470
45,Units in Structure: 5-9,WI,125682,122246,130048,130355,129660,131638,129327,131333,136704,130731
46,Units in Structure: 50+,WI,83514,80095,74859,79645,85785,83364,93036,92220,100185,105666
47,"Units in Structure: Boat,RV,Van,Etc.",WI,444,260,631,458,331,694,693,899,801,947
48,Units in Structure: Mobile Home,WI,97906,100260,95223,97201,91472,94144,95745,90931,93296,90567
