,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,WA,103031,103517,105931,111034,104961,114080,115387,123045,125282,129382
40,Units in Structure: 1 DETACHED,WA,1836125,1841873,1843062,1842634,1880649,1900166,1924093,1961610,1981330,1984984
41,Units in Structure: 10-19,WA,149996,145161,147156,152322,151638,153411,153765,158679,157813,160802
42,Units in Structure: 2,WA,73162,80955,79080,75567,81520,73437,71759,70732,73874,71700
43,Units in Structure: 20-49,WA,119520,125928,129284,124444,121280,134521,132868,145738,137027,149509
44,Units in Structure: 3-4,WA,108724,110712,106557,112384,111433,104768,107796,113819,110271,112448
45,Units in Structure: 5-9,WA,142348,139431,142726,133409,142376,138234,140051,137439,139855,152584
46,Units in Structure: 50+,WA,146299,152365,149749,158098,164848,169676,185141,196342,218002,230637
47,"Units in Structure: Boat,RV,Van,Etc.",WA,5244,5726,5793,6352,4417,6336,6412,7189,7511,6582
48,Units in Structure: Mobile Home,WA,204145,201937,205437,212056,200171,196955,188530,188670,197119,196470
