,Metric,State,County,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0,Avg household size of owner-occupied unit,MN,Aitkin,2.1,2.12,2.09,2.1,2.11,2.08,2.04,2.04,2.01,2.02
1,Avg household size of renter-occupied unit,MN,Aitkin,1.83,1.77,1.89,1.77,1.8,1.9,1.96,1.91,2.06,2.07
2,FIPS Code,MN,Aitkin,27001,27001,27001,27001,27001,27001,27001,27001,27001,27001
3,House Heating Fuel: Electric,MN,Aitkin,1195,1152,1195,1260,1276,1314,1271,1310,1218,1161
4,House Heating Fuel: Fuel Oil,MN,Aitkin,448,472,459,368,327,324,260,254,249,269
5,House Heating Fuel: Gas,MN,Aitkin,1044,1085,1086,1048,1054,1036,1130,1079,1150,1156
6,House Heating Fuel: Propane,MN,Aitkin,3710,3616,3547,3512,3557,3591,3600,3767,3832,3893
7,House Heating Fuel: Wood,MN,Aitkin,1382,1359,1332,1374,1249,1212,1249,1169,1175,1105
26,Median Number of Rooms,MN,Aitkin,4.9,4.9,5.0,5.0,5.0,5.1,5.1,5.2,5.2,5.3
27,Number of Rooms: 1,MN,Aitkin,511,503,507,493,477,496,507,511,519,604
28,Number of Rooms: 2,MN,Aitkin,781,752,746,708,695,578,593,600,666,622
29,Number of Rooms: 3,MN,Aitkin,1955,2040,1975,1990,1930,1791,1670,1681,1587,1550
30,Number of Rooms: 4,MN,Aitkin,3386,3187,3141,3114,3044,3125,3106,3091,3005,2996
31,Number of Rooms: 5,MN,Aitkin,3562,3408,3439,3400,3499,3435,3498,3519,3458,3295
32,Number of Rooms: 6,MN,Aitkin,2173,2250,2306,2320,2320,2558,2652,2617,2659,2697
33,Number of Rooms: 7,MN,Aitkin,1328,1404,1452,1466,1541,1542,1668,1721,1904,1958
34,Number of Rooms: 8,MN,Aitkin,1099,1240,1271,1259,1295,1299,1231,1433,1400,1393
35,Number of Rooms: 9+,MN,Aitkin,1035,1125,1174,1241,1259,1288,1293,1305,1401,1628
36,Owner-Occupied,MN,Aitkin,13437,13627,13389,13286,13323,13015,12856,13010,12757,12729
37,Renter-Occupied,MN,Aitkin,2739,2482,2555,2502,2382,2548,2596,2566,2817,2842
38,Total Housing Units,MN,Aitkin,15830,15909,16011,15991,16060,16112,16218,16478,16599,16743
39,Total Population,MN,Aitkin,16325,16303,16166,16032,15964,15839,15722,15841,15834,15834
40,Units in Structure: 1 ATTACHED,MN,Aitkin,245,288,305,287,279,247,233,232,219,169
41,Units in Structure: 1 DETACHED,MN,Aitkin,12756,12751,12868,12757,12922,12925,13079,13279,13440,13619
42,Units in Structure: 10-19,MN,Aitkin,193,120,93,92,129,122,117,149,147,116
43,Units in Structure: 2,MN,Aitkin,83,99,118,99,60,73,73,93,51,51
44,Units in Structure: 20-49,MN,Aitkin,229,226,291,295,282,267,217,190,187,185
45,Units in Structure: 3-4,MN,Aitkin,75,59,50,84,107,115,167,171,143,165
46,Units in Structure: 5-9,MN,Aitkin,121,107,87,91,111,146,225,241,267,299
47,Units in Structure: 50+,MN,Aitkin,77,115,106,81,74,70,53,69,93,94
48,"Units in Structure: Boat,RV,Van,Etc.",MN,Aitkin,21,22,18,12,8,9,11,13,13,10
49,Units in Structure: Mobile Home,MN,Aitkin,2030,2122,2075,2193,2088,2138,2043,2041,2039,2035
50,Year Built: 1940-1949,MN,Aitkin,910,914,910,921,863,1323,1251,1263,1209,1118
51,Year Built: 1950-1959,MN,Aitkin,1356,1364,1361,1338,1341,1401,1383,1440,1513,1636
52,Year Built: 1960-1969,MN,Aitkin,1508,1483,1452,1412,1432,2880,2869,2986,3005,2969
53,Year Built: 1970-1979,MN,Aitkin,3361,3304,3184,3039,2998,2160,2038,2074,2140,2084
54,Year Built: 1980-1989,MN,Aitkin,2346,2192,2110,2127,2168,2613,2711,2560,2592,2596
55,Year Built: 1990-1999,MN,Aitkin,2256,2298,2533,2476,2520,2963,3139,3278,3272,3308
56,Year Built: 2000-2009,MN,Aitkin,1510,1565,2519,2749,2867,104,162,278,291,290
57,Year Built: 2010-2013,MN,Aitkin,516,699,3,33,72,10,26,92,149,204
58,Year Built: before 1940,MN,Aitkin,2067,2090,1939,1896,1799,845,926,844,809,809
0,Avg household size of owner-occupied unit,MN,Anoka,2.76,2.76,2.75,2.75,2.76,2.76,2.77,2.78,2.78,2.78
1,Avg household size of renter-occupied unit,MN,Anoka,2.35,2.42,2.46,2.47,2.45,2.46,2.44,2.43,2.46,2.43
2,FIPS Code,MN,Anoka,27003,27003,27003,27003,27003,27003,27003,27003,27003,27003
3,House Heating Fuel: Electric,MN,Anoka,10857,11490,11913,12170,12782,12703,12642,12914,12851,12954
4,House Heating Fuel: Fuel Oil,MN,Anoka,1223,998,967,839,750,619,642,588,527,469
5,House Heating Fuel: Gas,MN,Anoka,103104,103713,103976,104772,104835,106245,106917,107495,108393,109619
6,House Heating Fuel: Propane,MN,Anoka,2694,2560,2608,2729,2891,2756,2733,2797,2765,2970
7,House Heating Fuel: Wood,MN,Anoka,1036,948,969,891,818,787,886,768,694,712
26,Median Number of Rooms,MN,Anoka,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.6
27,Number of Rooms: 1,MN,Anoka,595,659,784,771,766,1310,1254,1247,1317,1413
28,Number of Rooms: 2,MN,Anoka,1365,1465,1385,1371,1678,1768,1671,1719,1828,1806
29,Number of Rooms: 3,MN,Anoka,7179,7223,7057,7267,7658,7261,7301,7335,7231,7645
30,Number of Rooms: 4,MN,Anoka,14464,14806,14491,15060,15495,15653,15533,15226,15115,15268
31,Number of Rooms: 5,MN,Anoka,20108,20039,19979,19546,19913,19441,19152,19186,18815,18429
32,Number of Rooms: 6,MN,Anoka,19451,19299,19343,19419,18876,19576,19922,20220,20772,20479
33,Number of Rooms: 7,MN,Anoka,19933,19678,19870,19529,18935,18542,18772,18261,18802,19364
34,Number of Rooms: 8,MN,Anoka,17555,17299,17021,17328,17559,17963,18228,18738,18495,18981
35,Number of Rooms: 9+,MN,Anoka,24875,25788,26962,27174,27213,27266,27419,28318,28776,28752
36,Owner-Occupied,MN,Anoka,274943,274295,274074,274287,275246,274266,276815,280915,282567,285284
37,Renter-Occupied,MN,Anoka,48267,51730,54230,56319,57845,61490,61486,60948,61866,61913
38,Total Housing Units,MN,Anoka,125525,126256,126892,127465,128093,128780,129252,130250,131151,132137
39,Total Population,MN,Anoka,327544,329487,331649,334027,336316,338764,341249,344861,347431,350253
40,Units in Structure: 1 ATTACHED,MN,Anoka,14557,14687,14776,15111,15339,15371,15041,14788,15100,15170
41,Units in Structure: 1 DETACHED,MN,Anoka,89755,90215,91125,91309,91531,91438,92511,93368,94266,94532
42,Units in Structure: 10-19,MN,Anoka,2245,2257,2381,2579,2659,2733,2953,3037,2822,2752
