Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,NM,943,692,905,779,707,696,820,825,766,798,644
,Statewide Total,Cooperative,NM,0,0,0,0,0,0,1,1,0,0,0
,Statewide Total,Privately Owned,NM,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Investor Owned,NM,866,609,792,676,650,610,719,686,658,710,595
,Statewide Total,Municipal Owned,NM,77,83,113,103,57,86,100,138,108,88,49
32235,RATON NATURAL GAS COMPANY,Investor Owned,NM,0,0,0,0,0,0,0,0,0,0,0
30711,HILCORP ENERGY COMPANY,Privately Owned,NM,0,0,0,0,0,0,0,0,0,0,0
22021,"WAGON MOUND GAS SYSTEM, VILLAGE OF",Municipal Owned,NM,0,0,0,0,0,0,1,0,0,0,0
18380,SOCORRO NATURAL GAS CO,Municipal Owned,NM,0,0,4,2,1,2,0,7,2,3,2
12894,"MOUNTAINAIR, TOWN OF",Municipal Owned,NM,0,0,0,0,0,0,0,0,0,2,0
11768,LOS ALAMOS COUNTY UTILITIES,Municipal Owned,NM,14,19,18,22,0,0,0,0,0,0,0
11744,"LORDSBURG, CITY OF",Municipal Owned,NM,0,0,0,0,0,0,0,2,0,1,0
11248,LAS VEGAS NATURAL GAS SYSTEM,Municipal Owned,NM,0,0,0,0,0,0,0,0,0,0,0
11240,"LAS CRUCES, CITY OF",Municipal Owned,NM,33,58,73,59,34,69,88,122,87,67,39
6141,NEW MEXICO GAS COMPANY,Investor Owned,NM,866,609,792,676,650,610,719,686,658,710,595
4120,EASTERN NEW MEXICO NATURAL GAS ASSOCIATION,Cooperative,NM,0,0,0,0,0,0,1,1,0,0,0
4005,E M W GAS ASSOCIATION,Municipal Owned,NM,23,6,18,20,22,15,11,7,19,15,8
3280,DEMING GAS SYSTEM,Municipal Owned,NM,7,0,0,0,0,0,0,0,0,0,0
2804,"CORONA GAS SYSTEM, VILLAGE OF",Municipal Owned,NM,0,0,0,0,0,0,0,0,0,0,0
