Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,NM,1195,933,1393,1204,1247,1091,1224,1650,1277,1407,977
,Statewide Total,Cooperative,NM,1,3,8,4,3,0,3,2,1,1,1
,Statewide Total,Privately Owned,NM,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Investor Owned,NM,932,682,1171,954,1007,816,923,889,902,914,792
,Statewide Total,Municipal Owned,NM,262,248,214,246,237,275,298,759,374,492,184
32235,RATON NATURAL GAS COMPANY,Investor Owned,NM,7,4,8,22,27,15,3,17,35,41,0
30711,HILCORP ENERGY COMPANY,Privately Owned,NM,0,0,0,0,0,0,0,0,0,0,0
22021,"WAGON MOUND GAS SYSTEM, VILLAGE OF",Municipal Owned,NM,1,0,0,0,0,0,1,0,0,0,0
18380,SOCORRO NATURAL GAS CO,Municipal Owned,NM,4,2,5,16,6,3,4,7,6,4,3
12894,"MOUNTAINAIR, TOWN OF",Municipal Owned,NM,0,0,2,0,0,0,0,0,0,4,0
11768,LOS ALAMOS COUNTY UTILITIES,Municipal Owned,NM,27,24,19,25,7,11,10,16,9,12,12
11744,"LORDSBURG, CITY OF",Municipal Owned,NM,0,1,0,0,0,0,0,24,0,10,0
11248,LAS VEGAS NATURAL GAS SYSTEM,Municipal Owned,NM,0,0,0,22,15,7,7,14,7,11,10
11240,"LAS CRUCES, CITY OF",Municipal Owned,NM,74,166,146,144,148,159,197,539,193,239,48
6141,NEW MEXICO GAS COMPANY,Investor Owned,NM,925,678,1163,932,980,801,920,872,867,873,792
4120,EASTERN NEW MEXICO NATURAL GAS ASSOCIATION,Cooperative,NM,1,3,8,4,3,0,3,2,1,1,1
4005,E M W GAS ASSOCIATION,Municipal Owned,NM,97,40,38,36,45,56,68,139,73,71,84
3280,DEMING GAS SYSTEM,Municipal Owned,NM,59,15,4,3,16,39,11,20,86,141,27
2804,"CORONA GAS SYSTEM, VILLAGE OF",Municipal Owned,NM,0,0,0,0,0,0,0,0,0,0,0
