Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,CO,2282,2568,2155,1976,2401,2801,2732,2729,3170,3150,3489
,Statewide Total,Cooperative,CO,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,CO,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Investor Owned,CO,2238,2353,1942,1733,2173,2565,2495,2476,2923,2943,3212
,Statewide Total,Municipal Owned,CO,44,215,213,243,228,236,237,253,247,207,277
31316,COLORADO NATURAL GAS INC.,Investor Owned,CO,0,0,0,0,0,0,0,0,65,54,81
22112,"WALSENBURG, CITY OF",Municipal Owned,CO,0,0,0,0,0,0,0,0,0,0,0
19680,"TRINIDAD, CITY OF",Municipal Owned,CO,0,0,0,4,2,4,1,0,0,0,1
17070,"RANGELY, TOWN OF",Municipal Owned,CO,1,4,1,3,5,8,7,3,5,4,5
15931,PUBLIC SERVICE CO OF COLORADO,Investor Owned,CO,2238,2353,1942,1733,2173,2565,2495,2476,2858,2889,3131
8020,IGNACIO MUNICIPAL GAS,Municipal Owned,CO,0,0,0,0,1,0,0,0,0,0,0
5440,"FORT MORGAN GAS DEPT, CITY OF",Municipal Owned,CO,0,0,0,0,0,0,0,0,0,0,0
2568,"COLORADO SPRINGS, CITY OF",Municipal Owned,CO,41,211,212,236,220,224,229,250,242,203,271
2172,CENTER MUNICIPAL GAS SYSTEM,Municipal Owned,CO,2,0,0,0,0,0,0,0,0,0,0
