,State,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,ND,All Sectors,Ammonia,CAP,1843.7949696850671,TON
1,ND,All Sectors,Carbon Monoxide,CAP,11129.35459377074,TON
2,ND,All Sectors,Nitrogen Oxides,CAP,3794.958573798967,TON
3,ND,All Sectors,PM10 Primary (Filt + Cond),CAP,14848.932538454881,TON
4,ND,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2525.829473535476,TON
5,ND,All Sectors,Sulfur Dioxide,CAP,1114.8324417821088,TON
6,ND,All Sectors,Volatile Organic Compounds,CAP,6292.382970778291,TON
7,ND,All Sectors,Carbon Dioxide,GHG,9063075.907414978,TON
8,ND,All Sectors,Methane,GHG,215.30683983909,TON
9,ND,All Sectors,Nitrous Oxide,GHG,16.151678119033,TON
10,ND,Agriculture - Crops & Livestock Dust,PM2.5 Primary (Filt + Cond),CAP,1607.3860952301,TON
11,ND,Agriculture - Fertilizer Application,Ammonia,CAP,1331.9,TON
12,ND,Agriculture - Livestock Waste,Ammonia,CAP,456.66287523,TON
13,ND,Agriculture - Livestock Waste,Volatile Organic Compounds,CAP,6.076016847000001,TON
14,ND,Biogenics - Vegetation and Soil,Carbon Monoxide,CAP,2517.7063,TON
15,ND,Biogenics - Vegetation and Soil,Nitrogen Oxides,CAP,754.6863,TON
16,ND,Biogenics - Vegetation and Soil,Volatile Organic Compounds,CAP,4770.154,TON
17,ND,Commercial Cooking,Carbon Monoxide,CAP,12.84439732,TON
18,ND,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,1.72857747,TON
19,ND,Dust - Construction Dust,PM2.5 Primary (Filt + Cond),CAP,2.04337873,TON
20,ND,Dust - Paved Road Dust,PM10 Primary (Filt + Cond),CAP,23.33425,TON
21,ND,Dust - Paved Road Dust,PM2.5 Primary (Filt + Cond),CAP,8.2118,TON
22,ND,Dust - Unpaved Road Dust,PM10 Primary (Filt + Cond),CAP,13502.912799999998,TON
23,ND,Dust - Unpaved Road Dust,PM2.5 Primary (Filt + Cond),CAP,711.3128,TON
24,ND,Fires - Agricultural Field Burning,Ammonia,CAP,18.97,TON
25,ND,Fires - Agricultural Field Burning,Carbon Monoxide,CAP,813.1,TON
26,ND,Fires - Agricultural Field Burning,Nitrogen Oxides,CAP,2.255,TON
27,ND,Fires - Agricultural Field Burning,PM10 Primary (Filt + Cond),CAP,71.18,TON
28,ND,Fires - Agricultural Field Burning,Sulfur Dioxide,CAP,10.911,TON
29,ND,Fires - Agricultural Field Burning,Volatile Organic Compounds,CAP,56.67,TON
30,ND,Fires - Prescribed Fires,Ammonia,CAP,29.926328,TON
31,ND,Fires - Prescribed Fires,Carbon Monoxide,CAP,5049.645629,TON
32,ND,Fires - Prescribed Fires,PM10 Primary (Filt + Cond),CAP,968.092978,TON
33,ND,Fires - Prescribed Fires,PM2.5 Primary (Filt + Cond),CAP,62.167964000000005,TON
34,ND,Fires - Prescribed Fires,Volatile Organic Compounds,CAP,340.364397,TON
35,ND,Fires - Prescribed Fires,Methane,GHG,190.95928400000003,TON
36,ND,Fires - Wildfires,Ammonia,CAP,0.550895,TON
37,ND,Fires - Wildfires,Carbon Monoxide,CAP,4.345612,TON
38,ND,Fires - Wildfires,Nitrogen Oxides,CAP,15.337708000000001,TON
39,ND,Fires - Wildfires,PM10 Primary (Filt + Cond),CAP,2.754396,TON
40,ND,Fires - Wildfires,PM2.5 Primary (Filt + Cond),CAP,50.217275,TON
41,ND,Fires - Wildfires,Volatile Organic Compounds,CAP,26.317557,TON
42,ND,Fires - Wildfires,Methane,GHG,1.741043,TON
43,ND,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.007776957399999999,TON
44,ND,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,0.21300229,TON
45,ND,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,0.01251655,TON
46,ND,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,5.79562,TON
47,ND,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,0.03992014,TON
48,ND,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.001416042,TON
49,ND,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.002909415,TON
50,ND,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0016495192,TON
51,ND,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.7538260999999999,TON
52,ND,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,0.3170029,TON
53,ND,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.104115,TON
54,ND,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,12.545131999999999,TON
