,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,MN,173782,173615,175186,175420,178198,178721,176474,174492,178329,180267
40,Units in Structure: 1 DETACHED,MN,1571436,1586650,1589870,1595388,1606205,1604871,1620174,1637581,1634981,1652155
41,Units in Structure: 10-19,MN,79080,81518,81607,79515,83392,78785,82797,87233,80942,82897
42,Units in Structure: 2,MN,59019,53847,54015,55913,53741,55617,51360,49496,52350,54232
43,Units in Structure: 20-49,MN,121278,115370,117426,118374,118783,123780,122059,124639,129021,130970
44,Units in Structure: 3-4,MN,46769,49894,49643,49184,50092,48898,49178,52937,48429,50424
45,Units in Structure: 5-9,MN,54286,50900,53749,54136,51673,54381,49847,55051,56431,52167
46,Units in Structure: 50+,MN,155755,155948,158867,157427,161801,169026,177968,176251,192532,194536
47,"Units in Structure: Boat,RV,Van,Etc.",MN,277,945,923,587,683,1092,272,777,931,926
48,Units in Structure: Mobile Home,MN,86560,85388,79788,82810,80693,81910,79572,79269,81691,78941
