,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Natural Gas Citygate Price in New Hampshire, Annual (Dollars per Thousand Cubic Feet)",5.34,4.3,4.24,6.91,6.81,9.77,10.29,9.71,10.94,9.53,8.83,8.07,7.15,7.6,9.28,7.64,5.3,5.86,7.12,5.74
"New Hampshire Price of Natural Gas Delivered to Residential Consumers, Annual (Dollars per Thousand Cubic Feet)",10.07,12.75,10.08,11.44,14.52,14.98,16.38,16.71,16.45,15.33,14.46,14.67,13.74,13.84,16.27,16.18,14.25,14.55,15.35,15.75
"New Hampshire Price of Natural Gas Sold to Commercial Consumers, Annual (Dollars per Thousand Cubic Feet)",8.52,11.15,8.51,10.27,13.04,13.69,15.03,15.42,15.21,14.37,12.72,11.46,11.95,12.13,14.96,13.63,11.36,11.71,12.72,12.48
"Electricity price in the residential sector, New Hampshire (Dollars per million Btu)",38.54,36.61,34.86,35.12,36.61,39.59,43.03,43.61,45.97,48.04,47.83,48.42,47.1,47.86,51.38,54.22,53.87,56.29,57.7,58.76
"Electricity price in the commercial sector, New Hampshire (Dollars per million Btu)",31.83,31.13,29.76,30.18,32.22,35.34,41.23,40.78,41.9,42.09,41.77,41.16,39.16,39.63,42.03,43.86,42.3,43.39,46.35,46.7
Natural Gas Citygate Price $/Tcf (Inflation Adjusted to 2019 USD),3.59669270456439,2.9777886431999625,2.9830906736865987,4.973303657692263,5.03206878073013,7.462296902441982,8.112683285547206,7.875167668675902,9.211230691601505,7.998358908364072,7.532127845165126,7.099969920165225,6.420968656733933,6.925149323497084,8.592565704294493,7.082628719396996,4.975597782932334,5.618932537462889,6.993253511595796,5.74
Natural Gas Residential Price $/Tcf (Inflation Adjusted to 2019 USD),6.782527253738467,8.829489581581283,7.0918759412171966,8.23366046946447,10.729168677856313,11.441679385729877,12.914067270871062,13.552425514271299,13.850525125854185,12.86619538984483,12.334605735117524,12.906636769370984,12.339036271821573,12.611061399631533,15.064767673369763,14.999598518304108,13.37778649184637,13.951445122881406,15.076747388061161,15.75
Natural Gas Commercial Price $/Tcf (Inflation Adjusted to 2019 USD),5.738543416271274,7.721475202716182,5.987288121007771,7.3915815578146935,9.635561953116136,10.456381227679707,11.849721067227843,12.506187997011574,12.806473383844509,12.060484523944565,10.8503585719706,10.082485165439092,10.731549013702168,11.05290280184469,13.851808506060951,12.635632126358777,10.664677512096475,11.228276452848197,12.493565262289119,12.48
Electricity Residential Price $/MMBtu (Inflation Adjusted to 2019 USD),25.958152965151985,25.35275400640712,24.526070963376135,25.27676186080351,27.051987968066086,30.238724090857534,33.92504973538351,35.369316378059324,38.70569240337488,40.31911458109234,40.79973667432027,42.599819520991346,42.2975697527508,43.61021666086453,47.57392520330292,50.264414812265066,50.572726899351856,53.974353674707515,56.67285500267942,58.76
Electricity Commercial Price $/MMBtu (Inflation Adjusted to 2019 USD),21.438713255858527,21.557804758794145,20.93791944549839,21.721317567171127,23.808113966978677,26.992586748444182,32.50592146385921,33.07408213476862,35.27884515339151,35.32538577681467,35.63046207163617,36.212485986865005,35.167151412265845,36.11100890660388,38.91654488701482,40.66022194145972,39.71090306000712,41.605031194627095,45.524901722256345,46.7
Inflation Adjustment Factor (2019),0.6735379596562528,0.692508986790689,0.7035591211524996,0.7197255655126285,0.7389234626622805,0.7637970217443175,0.7884045952912737,0.8110368350850568,0.8419772112981267,0.8392821519794409,0.853015611003978,0.8797980074554181,0.8980375743683823,0.9112038583548795,0.9259230284800101,0.9270456439001303,0.9387920345155347,0.9588622077581722,0.9821985269095219,1.0
