,Metric,State,County,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0,Avg household size of owner-occupied unit,MO,Adair,2.48,2.45,2.46,2.5,2.49,2.53,2.58,2.5,2.48,2.55
1,Avg household size of renter-occupied unit,MO,Adair,2.1,2.03,2.04,2.03,2.14,2.11,2.16,2.15,2.2,2.28
2,FIPS Code,MO,Adair,29001,29001,29001,29001,29001,29001,29001,29001,29001,29001
3,House Heating Fuel: Electric,MO,Adair,3665,3985,4052,3994,3982,4185,4151,4151,4031,3962
4,House Heating Fuel: Fuel Oil,MO,Adair,41,23,25,12,30,16,19,16,19,5
5,House Heating Fuel: Gas,MO,Adair,3811,3570,3460,3466,3371,3258,3267,3390,3446,3368
6,House Heating Fuel: Propane,MO,Adair,1488,1401,1328,1508,1698,1712,1656,1723,1700,1603
7,House Heating Fuel: Wood,MO,Adair,471,551,572,497,407,369,286,262,261,255
26,Median Number of Rooms,MO,Adair,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.3,5.3,5.4
27,Number of Rooms: 1,MO,Adair,107,246,205,212,186,214,234,210,350,587
28,Number of Rooms: 2,MO,Adair,286,336,355,359,409,420,391,372,360,214
29,Number of Rooms: 3,MO,Adair,1184,1140,1225,1333,1320,1443,1453,1315,1242,1077
30,Number of Rooms: 4,MO,Adair,2227,2085,1951,1861,1989,1983,1931,2047,1999,1865
31,Number of Rooms: 5,MO,Adair,2699,2665,2723,2704,2485,2406,2361,2363,2331,2225
32,Number of Rooms: 6,MO,Adair,1915,1845,1719,1786,1758,1666,1720,1804,1739,1994
33,Number of Rooms: 7,MO,Adair,1101,1135,1231,1032,1162,1251,1251,1267,1386,1410
34,Number of Rooms: 8,MO,Adair,765,776,797,724,797,771,753,808,837,813
35,Number of Rooms: 9+,MO,Adair,959,1031,1055,1248,1190,1155,1249,1271,1255,1357
36,Owner-Occupied,MO,Adair,14530,14244,14629,14518,14353,14277,14405,14251,14146,14207
37,Renter-Occupied,MO,Adair,7842,7751,7479,7798,8218,8428,8375,8397,8366,8442
38,Total Housing Units,MO,Adair,11243,11259,11261,11259,11296,11309,11343,11457,11499,11542
39,Total Population,MO,Adair,25315,25421,25542,25573,25642,25560,25547,25437,25325,25369
40,Units in Structure: 1 ATTACHED,MO,Adair,165,173,162,197,205,247,239,221,221,192
41,Units in Structure: 1 DETACHED,MO,Adair,7470,7590,7551,7577,7430,7201,7247,7297,7416,7848
42,Units in Structure: 10-19,MO,Adair,277,185,89,81,76,129,166,164,153,163
43,Units in Structure: 2,MO,Adair,612,606,706,638,593,825,676,706,669,672
44,Units in Structure: 20-49,MO,Adair,151,164,151,159,191,172,195,158,170,138
45,Units in Structure: 3-4,MO,Adair,900,836,886,900,1004,958,1042,1055,1130,986
46,Units in Structure: 5-9,MO,Adair,641,758,719,721,697,715,708,783,742,576
47,Units in Structure: 50+,MO,Adair,153,138,133,163,144,141,133,96,81,89
48,"Units in Structure: Boat,RV,Van,Etc.",MO,Adair,0,0,0,0,0,0,0,0,0,0
49,Units in Structure: Mobile Home,MO,Adair,874,809,864,823,956,921,937,977,917,878
50,Year Built: 1940-1949,MO,Adair,575,743,749,693,723,819,765,787,772,886
51,Year Built: 1950-1959,MO,Adair,1159,1034,1074,964,930,1157,1026,1160,1408,1341
52,Year Built: 1960-1969,MO,Adair,1361,1342,1242,1172,1092,2367,2602,2499,2257,2142
53,Year Built: 1970-1979,MO,Adair,2231,2143,2152,2295,2220,1323,1285,1366,1285,1263
54,Year Built: 1980-1989,MO,Adair,1191,1176,1329,1390,1393,1485,1509,1382,1508,1423
55,Year Built: 1990-1999,MO,Adair,1124,1086,1213,1241,1339,1274,1336,1418,1262,1258
56,Year Built: 2000-2009,MO,Adair,676,777,1112,1111,1244,138,161,229,165,152
57,Year Built: 2010-2013,MO,Adair,279,349,13,52,106,13,57,163,248,328
58,Year Built: before 1940,MO,Adair,2647,2609,2377,2341,2249,669,460,521,651,641
0,Avg household size of owner-occupied unit,MO,Andrew,2.6,2.63,2.57,2.64,2.65,2.57,2.51,2.53,2.51,2.53
1,Avg household size of renter-occupied unit,MO,Andrew,2.35,2.2,2.4,2.26,2.21,2.31,2.49,2.39,2.58,2.67
2,FIPS Code,MO,Andrew,29003,29003,29003,29003,29003,29003,29003,29003,29003,29003
3,House Heating Fuel: Electric,MO,Andrew,2931,3064,3143,3131,3074,3195,3284,3170,3209,3242
4,House Heating Fuel: Fuel Oil,MO,Andrew,92,77,40,24,14,83,134,134,155,160
5,House Heating Fuel: Gas,MO,Andrew,1851,1872,1814,1854,1972,1832,1758,1864,1841,1939
6,House Heating Fuel: Propane,MO,Andrew,1448,1331,1386,1342,1315,1223,1125,1077,895,745
7,House Heating Fuel: Wood,MO,Andrew,215,193,235,214,227,246,251,284,306,284
26,Median Number of Rooms,MO,Andrew,5.9,6.0,6.1,6.1,6.1,6.2,6.3,6.3,6.4,6.3
27,Number of Rooms: 1,MO,Andrew,60,64,35,28,61,92,98,66,75,22
28,Number of Rooms: 2,MO,Andrew,107,153,158,159,117,79,25,32,35,31
29,Number of Rooms: 3,MO,Andrew,262,228,261,258,333,359,346,320,313,282
30,Number of Rooms: 4,MO,Andrew,995,957,763,929,812,800,787,848,791,781
31,Number of Rooms: 5,MO,Andrew,1561,1409,1314,1303,1377,1341,1270,1184,1201,1388
32,Number of Rooms: 6,MO,Andrew,1762,1798,1816,1672,1496,1416,1476,1457,1462,1551
33,Number of Rooms: 7,MO,Andrew,885,897,962,948,944,879,932,964,1037,1147
34,Number of Rooms: 8,MO,Andrew,846,890,964,936,1039,1061,1042,1035,1031,907
35,Number of Rooms: 9+,MO,Andrew,768,882,1012,1042,1117,1276,1313,1427,1376,1229
36,Owner-Occupied,MO,Andrew,13560,13676,13553,13569,13793,13714,13235,13440,13382,13704
37,Renter-Occupied,MO,Andrew,3325,3136,3403,3512,3349,3401,3905,3721,3829,3621
38,Total Housing Units,MO,Andrew,7246,7278,7285,7275,7296,7303,7289,7333,7321,7338
39,Total Population,MO,Andrew,17006,17073,17205,17319,17373,17328,17347,17358,17403,17503
40,Units in Structure: 1 ATTACHED,MO,Andrew,130,69,88,75,108,127,167,127,141,139
41,Units in Structure: 1 DETACHED,MO,Andrew,5519,5545,5725,5646,5730,5915,5892,6121,6144,6111
42,Units in Structure: 10-19,MO,Andrew,48,61,87,86,130,85,79,35,48,2
43,Units in Structure: 2,MO,Andrew,244,253,235,236,207,202,215,197,158,151
44,Units in Structure: 20-49,MO,Andrew,20,32,65,78,95,79,55,32,35,72
45,Units in Structure: 3-4,MO,Andrew,250,285,244,374,337,291,275,267,205,173
46,Units in Structure: 5-9,MO,Andrew,96,63,20,32,28,20,64,38,82,138
47,Units in Structure: 50+,MO,Andrew,54,72,35,33,30,11,0,0,0,0
48,"Units in Structure: Boat,RV,Van,Etc.",MO,Andrew,0,10,14,18,17,18,0,9,9,9
49,Units in Structure: Mobile Home,MO,Andrew,885,888,772,697,614,555,542,507,499,543
50,Year Built: 1940-1949,MO,Andrew,258,271,326,369,344,611,607,675,591,602
51,Year Built: 1950-1959,MO,Andrew,479,477,524,548,603,704,693,602,613,554
52,Year Built: 1960-1969,MO,Andrew,475,554,599,584,661,1262,1278,1313,1147,1077
53,Year Built: 1970-1979,MO,Andrew,1402,1426,1329,1269,1343,781,766,762,896,980
54,Year Built: 1980-1989,MO,Andrew,1123,1026,975,855,903,1169,1135,1119,1143,1163
55,Year Built: 1990-1999,MO,Andrew,1052,1131,1034,1157,972,892,919,907,899,907
56,Year Built: 2000-2009,MO,Andrew,496,566,1001,959,936,98,131,235,253,216
57,Year Built: 2010-2013,MO,Andrew,311,350,2,25,54,0,20,56,144,201
58,Year Built: before 1940,MO,Andrew,1650,1477,1495,1509,1480,283,285,243,296,302
0,Avg household size of owner-occupied unit,MO,Atchison,2.36,2.26,2.23,2.25,2.2,2.16,2.16,2.15,2.1,2.02
1,Avg household size of renter-occupied unit,MO,Atchison,2.01,2.14,2.17,2.13,2.13,2.07,2.0,1.98,1.97,1.94
2,FIPS Code,MO,Atchison,29005,29005,29005,29005,29005,29005,29005,29005,29005,29005
3,House Heating Fuel: Electric,MO,Atchison,674,655,705,738,805,845,838,876,847,921
4,House Heating Fuel: Fuel Oil,MO,Atchison,38,49,60,47,34,37,35,22,26,28
5,House Heating Fuel: Gas,MO,Atchison,1106,1054,1016,986,1001,1029,1031,1083,1110,1107
6,House Heating Fuel: Propane,MO,Atchison,539,583,553,551,504,465,400,325,294,311
7,House Heating Fuel: Wood,MO,Atchison,43,44,53,54,61,61,95,75,80,37
26,Median Number of Rooms,MO,Atchison,5.9,5.9,6.0,5.9,6.0,6.0,5.9,5.8,5.8,5.8
27,Number of Rooms: 1,MO,Atchison,35,40,46,19,21,42,31,31,22,26
28,Number of Rooms: 2,MO,Atchison,51,53,54,41,41,28,25,34,32,25
29,Number of Rooms: 3,MO,Atchison,240,215,184,199,197,169,207,236,216,201
30,Number of Rooms: 4,MO,Atchison,280,333,369,429,402,440,379,406,416,448
31,Number of Rooms: 5,MO,Atchison,629,607,578,557,560,560,600,606,627,608
32,Number of Rooms: 6,MO,Atchison,646,577,506,569,558,539,560,540,555,559
33,Number of Rooms: 7,MO,Atchison,392,427,477,420,420,409,391,327,363,365
