,State,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,SD,All Sectors,Ammonia,CAP,1899.4878092490542,TON
1,SD,All Sectors,Carbon Monoxide,CAP,4332.773191886501,TON
2,SD,All Sectors,Nitrogen Oxides,CAP,1981.5807493005873,TON
3,SD,All Sectors,PM10 Primary (Filt + Cond),CAP,7890.45440689531,TON
4,SD,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2287.1259654835285,TON
5,SD,All Sectors,Sulfur Dioxide,CAP,24.089990428912365,TON
6,SD,All Sectors,Volatile Organic Compounds,CAP,45462.80130736768,TON
7,SD,All Sectors,Carbon Dioxide,GHG,757555.046616709,TON
8,SD,All Sectors,Methane,GHG,73.38553360437841,TON
9,SD,All Sectors,Nitrous Oxide,GHG,1.4391900800739998,TON
10,SD,Agriculture - Crops & Livestock Dust,PM10 Primary (Filt + Cond),CAP,6149.081426393999,TON
11,SD,Agriculture - Crops & Livestock Dust,PM2.5 Primary (Filt + Cond),CAP,1876.4969471600002,TON
12,SD,Agriculture - Fertilizer Application,Ammonia,CAP,1143.4,TON
13,SD,Agriculture - Livestock Waste,Ammonia,CAP,442.73473150000007,TON
14,SD,Agriculture - Livestock Waste,Volatile Organic Compounds,CAP,99.626347529,TON
15,SD,Biogenics - Vegetation and Soil,Carbon Monoxide,CAP,1511.8239999999998,TON
16,SD,Biogenics - Vegetation and Soil,Nitrogen Oxides,CAP,965.4478,TON
17,SD,Biogenics - Vegetation and Soil,Volatile Organic Compounds,CAP,1266.622,TON
18,SD,Bulk Gasoline Terminals,Sulfur Dioxide,CAP,0.0,TON
19,SD,Bulk Gasoline Terminals,Volatile Organic Compounds,CAP,140.5647476,TON
20,SD,Commercial Cooking,Carbon Monoxide,CAP,5.808998434,TON
21,SD,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,8.9825759,TON
22,SD,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,3.4846601899999996,TON
23,SD,Commercial Cooking,Volatile Organic Compounds,CAP,0.05859014,TON
24,SD,Dust - Construction Dust,PM10 Primary (Filt + Cond),CAP,15.3128399,TON
25,SD,Dust - Construction Dust,PM2.5 Primary (Filt + Cond),CAP,1.38363587,TON
26,SD,Dust - Paved Road Dust,PM10 Primary (Filt + Cond),CAP,40.4025,TON
27,SD,Dust - Paved Road Dust,PM2.5 Primary (Filt + Cond),CAP,95.25036399999999,TON
28,SD,Dust - Unpaved Road Dust,PM10 Primary (Filt + Cond),CAP,795.0443,TON
29,SD,Dust - Unpaved Road Dust,PM2.5 Primary (Filt + Cond),CAP,155.86011000000002,TON
30,SD,Fires - Agricultural Field Burning,Ammonia,CAP,29.711,TON
31,SD,Fires - Agricultural Field Burning,Carbon Monoxide,CAP,127.28,TON
32,SD,Fires - Agricultural Field Burning,Nitrogen Oxides,CAP,14.02,TON
33,SD,Fires - Agricultural Field Burning,PM10 Primary (Filt + Cond),CAP,65.876,TON
34,SD,Fires - Agricultural Field Burning,PM2.5 Primary (Filt + Cond),CAP,6.221,TON
35,SD,Fires - Agricultural Field Burning,Sulfur Dioxide,CAP,6.6214,TON
36,SD,Fires - Agricultural Field Burning,Volatile Organic Compounds,CAP,30.16,TON
37,SD,Fires - Prescribed Fires,Ammonia,CAP,268.164148,TON
38,SD,Fires - Prescribed Fires,Carbon Monoxide,CAP,24.88176,TON
39,SD,Fires - Prescribed Fires,Nitrogen Oxides,CAP,0.025674,TON
40,SD,Fires - Prescribed Fires,PM10 Primary (Filt + Cond),CAP,180.53404799999998,TON
41,SD,Fires - Prescribed Fires,PM2.5 Primary (Filt + Cond),CAP,19.155215,TON
42,SD,Fires - Prescribed Fires,Sulfur Dioxide,CAP,5.960388,TON
43,SD,Fires - Prescribed Fires,Volatile Organic Compounds,CAP,29.031046,TON
44,SD,Fires - Prescribed Fires,Carbon Dioxide,GHG,7161.65402,TON
45,SD,Fires - Prescribed Fires,Methane,GHG,28.478814,TON
46,SD,Fires - Wildfires,Ammonia,CAP,3.0073489999999996,TON
47,SD,Fires - Wildfires,Carbon Monoxide,CAP,2.2504880000000003,TON
48,SD,Fires - Wildfires,Nitrogen Oxides,CAP,20.545089,TON
49,SD,Fires - Wildfires,PM10 Primary (Filt + Cond),CAP,5.152718,TON
50,SD,Fires - Wildfires,PM2.5 Primary (Filt + Cond),CAP,0.002118,TON
51,SD,Fires - Wildfires,Volatile Organic Compounds,CAP,42865.583701,TON
52,SD,Fires - Wildfires,Carbon Dioxide,GHG,2181.0483320000003,TON
53,SD,Fires - Wildfires,Methane,GHG,32.317249,TON
54,SD,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.0122903935,TON
55,SD,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,0.3480546,TON
56,SD,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,1.433043,TON
57,SD,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.07155282,TON
58,SD,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,0.32600207000000003,TON
59,SD,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.025209025,TON
60,SD,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.005392666,TON
61,SD,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
62,SD,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
63,SD,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
64,SD,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,0.0,TON
65,SD,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
66,SD,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
67,SD,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
68,SD,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.01567039,TON
69,SD,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,53.451724000000006,TON
70,SD,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.0734606,TON
71,SD,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,0.29375236,TON
72,SD,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.00127498105,TON
73,SD,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.22350858,TON
74,SD,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.0094366769999999,TON
