Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,NH,639,617,646,625,909,809,498,65,64,48,62
,Statewide Total,Cooperative,NH,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,NH,0,0,0,0,0,52,0,0,0,0,0
,Statewide Total,Investor Owned,NH,639,617,646,625,909,757,498,65,64,48,62
,Statewide Total,Municipal Owned,NH,0,0,0,0,0,0,0,0,0,0,0
39799,"PETERBOROUGH RETIREMENT COMMUNITY AT UPLAND FARM, INC.",Privately Owned,NH,0,0,0,0,0,0,0,0,0,0,0
31665,UNIVERSITY OF NEW HAMPSHIRE,Privately Owned,NH,0,0,0,0,0,52,0,0,0,0,0
31265,NEW HAMPSHIRE GAS CORP,Investor Owned,NH,14,9,6,3,3,6,2,2,7,4,0
16667,ENERGY NORTH NATURAL GAS INC,Investor Owned,NH,466,405,411,444,723,568,411,1,0,0,2
13800,"NORTHERN UTILITIES, INC. (NH)",Investor Owned,NH,159,203,229,178,183,183,85,62,57,44,60
