,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Natural Gas Citygate Price in Wyoming, Annual (Dollars per Thousand Cubic Feet)",5.07,6.39,2.87,2.52,6.21,8.04,7.2,5.9,7.02,4.89,5.04,4.65,4.03,4.51,5.27,4.36,3.53,3.92,3.74,3.48
"Wyoming Price of Natural Gas Delivered to Residential Consumers, Annual (Dollars per Thousand Cubic Feet)",6.11,8.45,6.08,7.14,8.65,10.53,11.6,8.84,10.16,9.39,8.58,8.72,8.42,8.27,9.34,9.33,8.51,9.01,8.6,8.06
"Wyoming Price of Natural Gas Sold to Commercial Consumers, Annual (Dollars per Thousand Cubic Feet)",5.27,8.27,4.73,5.84,7.24,9.19,10.3,7.89,8.87,8.01,7.13,7.29,6.72,6.81,7.69,7.43,6.54,6.92,6.61,6.3
"Electricity price in the residential sector, Wyoming (Dollars per million Btu)",19.04,19.85,20.43,20.63,21.14,21.91,22.7,22.72,24.08,25.14,25.71,26.69,28.86,29.77,30.76,32.14,32.63,33.33,33.08,32.75
"Electricity price in the commercial sector, Wyoming (Dollars per million Btu)",15.41,15.8,16.76,16.83,17.53,18.1,18.4,18.31,19.66,21.34,21.73,22.61,24.15,25.12,26.03,26.73,27.55,28.42,28.06,28.26
Natural Gas Citygate Price $/Tcf (Inflation Adjusted to 2019 USD),7.527415385151459,9.22731707730369,4.079259174834739,3.5013345652173915,8.404118036292799,10.52635683448816,9.132366862143899,7.274638764565168,8.337517816161371,5.826407708619765,5.908449898200628,5.285304081841341,4.487562786929516,4.949496162299528,5.691617810447162,4.703112547573438,3.7601512051832247,4.0881786436916645,3.8077841673901447,3.48
Natural Gas Residential Price $/Tcf (Inflation Adjusted to 2019 USD),9.071500592362014,12.202007715683282,8.641775534144674,9.920447934782608,11.706219164884494,13.786385257109496,14.713257722342947,10.899628250636624,12.066834902022727,11.188132593852679,10.058432564793925,9.911365934119676,9.37599966896936,9.075905379649026,10.087231565384533,10.064229373591782,9.064840440824149,9.396553464199464,8.755867336779476,8.06
Natural Gas Commercial Price $/Tcf (Inflation Adjusted to 2019 USD),7.824354848076565,11.942083290970503,6.722960242846104,8.114203913043479,9.798037775001587,12.031992451361468,13.064358150011412,9.72828811057952,10.53472692725803,9.543870295714585,8.358580907573506,8.285992850886748,7.48298310872614,7.473629460146295,8.305225989058572,8.01470785056666,6.966399116685069,7.216886789374061,6.729800360013063,6.3
Electricity Residential Price $/MMBtu (Inflation Adjusted to 2019 USD),28.26863687047017,28.663887947492686,29.03807140831837,28.66370320652174,28.609187646896903,28.68563162234274,28.792323301481456,28.01352419168146,28.599348862274333,29.954169692167874,30.14012834974963,30.336508805235567,32.13673995801137,32.67106446821663,33.22090395623429,34.669274605277586,34.7574316785067,34.759947498531425,33.67954552333315,32.75
Electricity Commercial Price $/MMBtu (Inflation Adjusted to 2019 USD),22.879185618379484,22.815588391455133,23.821736505306703,23.383912989130433,23.723701960742797,23.69739536122335,23.338270869923296,22.57603996257427,23.349800607654213,25.426490900193414,25.474328628551515,25.699080707619938,26.891970546984567,27.567925409526424,28.112487970766534,28.833531742348164,29.346222578696274,29.63929516676457,28.568562496515362,28.26
Inflation Adjustment Factor (2019),1.4846973146255342,1.4440245817376667,1.4213446602211635,1.3894184782608696,1.3533201346687276,1.3092483624985276,1.2683842864088748,1.2329896211127402,1.187680600592788,1.1914944189406473,1.1723114877382197,1.1366245337293206,1.1135391530842471,1.0974492599333767,1.0800033795914918,1.0786955384342747,1.0651986416949646,1.0429027152274655,1.018124108927846,1.0
