,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
7,"Household Income: $10,000 to $14,999",WY,12528,9905,12717,11428,9692,10223,10085,8496,7762,9486
8,"Household Income: $100,000 to $124,999",WY,21421,19968,20047,23311,24715,23271,23243,24702,23509,23647
9,"Household Income: $125,000 to $149,999",WY,7842,12293,10858,10654,12696,15786,12901,13153,13801,14963
10,"Household Income: $15,000 to $19,999",WY,10867,10057,11815,9258,12592,10838,10995,10043,11095,9205
11,"Household Income: $150,000 to $199,999",WY,8436,7944,10098,10403,10493,10752,11364,10926,13524,14838
12,"Household Income: $20,000 to $24,999",WY,11683,13090,11286,12343,13266,11033,11036,10973,10441,9935
13,"Household Income: $200,000 or more",WY,5672,5805,5430,7750,7737,7844,8507,7928,11244,11650
14,"Household Income: $25,000 to $29,999",WY,10968,12432,10908,10823,11066,9492,11685,9472,10415,10628
15,"Household Income: $30,000 to $34,999",WY,11591,12438,11614,11352,11972,12208,8831,12083,12385,9368
16,"Household Income: $35,000 to $39,999",WY,10546,11719,10524,10109,8601,11043,11241,9321,10571,7003
17,"Household Income: $40,000 to $44,999",WY,10881,10723,10766,8710,12421,10479,11922,9948,8790,9527
18,"Household Income: $45,000 to $49,999",WY,9719,9599,10013,11266,10632,9241,8902,9259,10640,7986
19,"Household Income: $50,000 to $59,999",WY,21138,18878,19503,17332,17887,18701,15675,18344,16797,19725
20,"Household Income: $60,000 to $74,999",WY,25601,24996,23561,26928,25062,24225,25437,24816,25209,27967
21,"Household Income: $75,000 to $99,999",WY,30512,32726,32828,31061,31502,33062,30199,32394,31893,35493
22,"Household Income: Less than $10,000",WY,13398,9966,11545,11275,12260,10739,11596,13938,12176,11707
23,Household Income: Total:,WY,222803,222539,223513,224003,232594,228937,223619,225796,230252,233128
24,Median Household Income,WY,53512.0,56322.0,54901.0,58752.0,57055.0,60214.0,59882.0,60434.0,61584.0,65003.0
