Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,WY,1823,1624,1784,1552,1550,1098,611,660,757,958,1059
,Statewide Total,Cooperative,WY,16,15,8,13,16,1,8,8,8,54,33
,Statewide Total,Privately Owned,WY,68,74,32,49,29,25,36,27,37,49,79
,Statewide Total,Investor Owned,WY,1738,1532,1741,1490,1504,1072,565,624,710,855,944
,Statewide Total,Municipal Owned,WY,1,3,3,0,1,0,2,1,2,0,3
39628,"FALL RIVER ENTERPRISES, INC.",Investor Owned,WY,0,0,0,0,0,0,0,0,1,0,2
31044,"LOWER VALLEY ENERGY, INC.",Cooperative,WY,16,15,8,13,16,1,8,8,8,54,33
30839,"WALDEN, TOWN OF",Municipal Owned,WY,1,3,3,0,1,0,2,1,2,0,3
22917,WYOMING GAS CO,Privately Owned,WY,52,59,20,36,17,23,28,24,33,47,77
15359,BLACK HILLS ENERGY,Investor Owned,WY,1087,1074,1338,1323,1308,900,334,357,494,705,759
12876,DOMINION ENERGY UTAH/WYOMING/IDAHO,Investor Owned,WY,124,104,91,70,73,60,60,60,21,46,66
12684,MONTANA - DAKOTA UTILITIES CO,Investor Owned,WY,511,353,310,95,123,110,171,201,192,104,116
5580,FRANNIE - DEAVER UTILITIES,Investor Owned,WY,16,1,2,2,0,2,0,6,2,0,1
967,"PINEDALE NATURAL GAS, INC",Privately Owned,WY,16,15,12,13,12,2,8,3,4,2,2
