Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,WY,306,252,203,250,239,202,246,213,166,208,213
,Statewide Total,Cooperative,WY,0,13,8,9,13,0,7,5,5,33,18
,Statewide Total,Privately Owned,WY,48,41,18,31,14,21,20,20,31,19,27
,Statewide Total,Investor Owned,WY,258,198,177,210,212,181,219,188,130,156,168
,Statewide Total,Municipal Owned,WY,0,0,0,0,0,0,0,0,0,0,0
39628,"FALL RIVER ENTERPRISES, INC.",Investor Owned,WY,0,0,0,0,0,0,0,0,1,0,0
31044,"LOWER VALLEY ENERGY, INC.",Cooperative,WY,0,13,8,9,13,0,7,5,5,33,18
30839,"WALDEN, TOWN OF",Municipal Owned,WY,0,0,0,0,0,0,0,0,0,0,0
22917,WYOMING GAS CO,Privately Owned,WY,48,41,18,31,14,21,20,20,31,19,27
15359,BLACK HILLS ENERGY,Investor Owned,WY,90,93,92,89,78,85,130,75,75,83,62
12876,DOMINION ENERGY UTAH/WYOMING/IDAHO,Investor Owned,WY,78,73,60,68,65,57,49,57,19,36,53
12684,MONTANA - DAKOTA UTILITIES CO,Investor Owned,WY,90,32,25,53,69,39,40,56,35,37,53
5580,FRANNIE - DEAVER UTILITIES,Investor Owned,WY,0,0,0,0,0,0,0,0,0,0,0
967,"PINEDALE NATURAL GAS, INC",Privately Owned,WY,0,0,0,0,0,0,0,0,0,0,0
