Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,WA,1489,1569,1488,1449,1547,592,536,567,585,1885,1614
,Statewide Total,Cooperative,WA,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,WA,6,1,51,67,55,74,61,73,71,70,64
,Statewide Total,Investor Owned,WA,1478,1565,1426,1378,1483,509,467,486,507,1802,1540
,Statewide Total,Municipal Owned,WA,5,3,11,4,9,9,8,8,7,13,10
31232,AVISTA CORP,Investor Owned,WA,310,319,242,250,277,282,247,283,292,316,229
22189,PUGET SOUND ENERGY,Investor Owned,WA,1168,1228,1115,1077,1084,0,0,0,0,1228,1064
13840,NORTHWEST NATURAL GAS CO,Privately Owned,WA,6,1,51,67,55,74,61,73,71,70,64
4500,"ENUMCLAW GAS DEPT, CITY OF",Municipal Owned,WA,2,3,8,2,2,5,5,5,5,8,5
4400,"ELLENSBURG GAS DEPT, CITY OF",Municipal Owned,WA,3,0,3,2,7,4,3,3,2,5,5
2128,CASCADE NATURAL GAS CORP,Investor Owned,WA,0,18,69,51,122,227,220,203,215,258,247
