Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,WA,2645,2657,2708,2461,3756,2861,2524,2152,2107,3436,3211
,Statewide Total,Cooperative,WA,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,WA,56,59,73,78,74,92,69,88,85,81,85
,Statewide Total,Investor Owned,WA,2558,2578,2603,2358,3653,2747,2432,2033,1990,3319,3078
,Statewide Total,Municipal Owned,WA,31,20,32,25,29,22,23,31,32,36,48
31232,AVISTA CORP,Investor Owned,WA,635,584,480,511,773,638,515,579,643,656,569
22189,PUGET SOUND ENERGY,Investor Owned,WA,1726,1812,1922,1710,1665,0,0,0,0,1525,1389
13840,NORTHWEST NATURAL GAS CO,Privately Owned,WA,56,59,73,78,74,92,69,88,85,81,85
4500,"ENUMCLAW GAS DEPT, CITY OF",Municipal Owned,WA,16,20,22,21,22,13,12,18,22,14,33
4400,"ELLENSBURG GAS DEPT, CITY OF",Municipal Owned,WA,15,0,10,4,7,9,11,13,10,22,15
2128,CASCADE NATURAL GAS CORP,Investor Owned,WA,197,182,201,137,1215,2109,1917,1454,1347,1138,1120
