Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,NY,19932,21190,20148,19616,25548,29155,26116,24641,25215,22706,17106
,Statewide Total,Cooperative,NY,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,NY,27,111,91,84,49,22,25,21,15,16,24
,Statewide Total,Investor Owned,NY,19894,21057,20044,19514,25471,29119,26056,24594,25179,22671,17046
,Statewide Total,Municipal Owned,NY,11,22,13,18,28,14,35,26,21,19,36
39261,VILLAGE OF HAMILTON MUNICIPAL GAS UTILITY,Municipal Owned,NY,0,0,0,0,0,0,0,0,0,0,4
32201,"NEA CROSS OF NY, INC.",Privately Owned,NY,0,0,0,0,0,0,2,0,0,0,0
32133,CHAUTAUQUA UTILITIES INCORPORATED,Privately Owned,NY,0,0,0,0,0,0,0,0,0,0,0
18084,ST LAWRENCE GAS CO INC,Privately Owned,NY,18,100,78,78,38,16,14,15,11,11,12
17570,ROCHESTER GAS & ELECTRIC CORP,Investor Owned,NY,717,670,389,598,525,464,621,720,564,95,396
17240,RESERVE GAS CO INC,Privately Owned,NY,6,10,9,3,6,3,7,4,2,4,8
14330,ORANGE & ROCKLAND UTILITY INC,Investor Owned,NY,896,861,970,917,909,1023,767,659,638,558,482
13420,NEW YORK STATE ELECTRIC & GAS CORP,Investor Owned,NY,395,796,557,378,474,542,386,449,369,201,270
13062,NATIONAL FUEL GAS DISTRIBUTION CORP - NEW YORK,Investor Owned,NY,3400,3314,4474,3803,3779,4488,3246,2857,2489,2598,2018
11713,KEYSPAN ENERGY DELIVERY - LONG ISLAND,Investor Owned,NY,2995,3311,3105,2851,3073,3095,3249,2925,3214,3258,1877
5160,FILLMORE GAS CO INC,Privately Owned,NY,3,1,4,3,5,3,2,2,2,1,4
2800,CORNING NATURAL GAS CORP,Investor Owned,NY,151,258,263,245,251,394,293,184,119,266,101
2704,CONSOLIDATED EDISON CO OF NEW YORK,Investor Owned,NY,8249,7990,7328,7019,10961,13726,12473,11415,12351,10557,8936
2196,CENTRAL HUDSON GAS & ELECTRIC CORP,Investor Owned,NY,358,387,415,479,576,674,565,735,625,510,361
1800,KEYSPAN ENERGY DELIVERY - NY CITY,Investor Owned,NY,2733,3470,2543,3224,4923,4713,4456,4650,4810,4628,2605
1168,BATH ELECTRIC GAS & WATER SYSTEMS,Municipal Owned,NY,11,22,13,18,28,14,35,26,21,19,32
