,urban_area,source,all_exp,POC_exp,white_exp,latino_exp,black_exp,asian_exp,white_diff,white_pctDiff,POC_diff,POC_pctDiff,latino_diff,latino_pctDiff,black_diff,black_pctDiff,asian_diff,asian_pctDiff,State
0,"Abilene, TX",All,4.99833831950137,5.08275662032575,4.93960934233558,5.13673631747535,4.98929159086256,4.82208820200582,-0.0587289771657931,-0.0117497002827235,0.0844183008243826,0.0168892730800191,0.138397997973986,0.0276888015831213,-0.00904672863880674,-0.00180994723856732,-0.176250117495544,-0.0352617422489975,TX
1,"Amarillo, TX",All,6.48474634224323,6.54382600109682,6.4451557759876,6.56110639077013,6.53147964016382,6.38531499931379,-0.0395905662556313,-0.00610518348230965,0.0590796588535865,0.00911055818308992,0.0763600485269018,0.0117753331428669,0.0467332979205946,0.0072066501069074,-0.0994313429294369,-0.0153331121499258,TX
2,"Austin, TX",All,7.67567483894488,7.70804435152155,7.64526796870164,7.723770158267,7.65234069035284,7.71343971692562,-0.0304068702432438,-0.00396145887902459,0.0323695125766656,0.0042171552672384,0.0480953193221181,0.00626594017220372,-0.0233341485920455,-0.00304001264796322,0.0377648779807407,0.00492007266763426,TX
3,"Beaumont, TX",All,8.11946340301064,8.45510988677501,7.625142369958,8.65613359501471,8.42375402604401,8.0567257970406,-0.494321033052643,-0.0608809977355587,0.335646483764364,0.0413385056504976,0.536670192004069,0.0660967560744316,0.304290623033367,0.0374766912454508,-0.0627376059700389,-0.00772681676806083,TX
4,"Brownsville, TX",All,2.77213154559279,2.77230187502155,2.76892485775134,2.76917805311476,3.02422332202659,3.00664060247618,-0.00320668784144296,-0.0011567589014818,0.000170329428761384,6.14434870640172e-05,-0.00295349247802434,-0.00106542291714832,0.252091776433803,0.0909378838224996,0.234509056883399,0.084595212393953,TX
5,"College Station--Bryan, TX",All,7.84142539087221,7.8661062096464,7.82327900038277,7.8522649731989,7.80745204084608,7.98583788733715,-0.0181463904894468,-0.00231416988428788,0.024680818774188,0.00314749137356043,0.0108395823266907,0.00138234846171061,-0.0339733500261303,-0.0043325477617471,0.144412496464937,0.0184166129582818,TX
6,"Conroe--The Woodlands, TX",All,7.39097165246783,7.2818484674979,7.44762926588169,7.21594600507128,7.25890084643117,7.55191001141591,0.056657613413857,0.00766578686510577,-0.109123184969936,-0.0147643895959876,-0.175025647396552,-0.0236810064530705,-0.132070806036665,-0.0178692074935191,0.160938358948075,0.0217749933994589,TX
7,"Corpus Christi, TX",All,3.9095167129094,4.02956200916606,3.56630432748791,4.05721352820658,4.00333537017102,3.45524204570114,-0.343212385421495,-0.0877889546521675,0.120045296256658,0.0307059171432271,0.147696815297181,0.0377787911251227,0.0938186572616235,0.0239975076591513,-0.454274667208258,-0.116197141633446,TX
8,"Dallas--Fort Worth--Arlington, TX",All,9.70111781199625,9.6559350293295,9.7642312707579,9.63161201592223,9.43487833338071,10.2645427754921,0.0631134587616504,0.00650579242359116,-0.0451827826667461,-0.00465748211106908,-0.0695057960740133,-0.00716472033646098,-0.266239478615539,-0.0274442063043819,0.563424963495821,0.0580783549292741,TX
9,"Denton--Lewisville, TX",All,9.77170200001667,9.89583163548933,9.6924029879875,9.82335808968891,9.8521117004973,10.148079528308,-0.0792990120291801,-0.00811516888552728,0.124129635472649,0.0127029698073516,0.05165608967223,0.00528629400202154,0.0804097004806224,0.00822883265172077,0.376377528291293,0.0385170902971305,TX
