,State,County,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,NE,Adams,All Sectors,Ammonia,CAP,8189.746566503087,TON
1,NE,Adams,All Sectors,Carbon Monoxide,CAP,19310.217553276205,TON
2,NE,Adams,All Sectors,Nitrogen Oxides,CAP,4672.013068096821,TON
3,NE,Adams,All Sectors,PM10 Primary (Filt + Cond),CAP,6490.79044774914,TON
4,NE,Adams,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3315.2592542870248,TON
5,NE,Adams,All Sectors,Sulfur Dioxide,CAP,145.0161633866739,TON
6,NE,Adams,All Sectors,Volatile Organic Compounds,CAP,4945.899710154862,TON
7,NE,Antelope,All Sectors,Ammonia,CAP,8189.746566503087,TON
8,NE,Antelope,All Sectors,Carbon Monoxide,CAP,19310.217553276205,TON
9,NE,Antelope,All Sectors,Nitrogen Oxides,CAP,4672.013068096821,TON
10,NE,Antelope,All Sectors,PM10 Primary (Filt + Cond),CAP,6490.79044774914,TON
11,NE,Antelope,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3315.2592542870248,TON
12,NE,Antelope,All Sectors,Sulfur Dioxide,CAP,145.0161633866739,TON
13,NE,Antelope,All Sectors,Volatile Organic Compounds,CAP,4945.899710154862,TON
14,NE,Arthur,All Sectors,Ammonia,CAP,8189.746566503087,TON
15,NE,Arthur,All Sectors,Carbon Monoxide,CAP,19310.217553276205,TON
16,NE,Arthur,All Sectors,Nitrogen Oxides,CAP,4672.013068096821,TON
17,NE,Arthur,All Sectors,PM10 Primary (Filt + Cond),CAP,6490.79044774914,TON
18,NE,Arthur,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3315.2592542870248,TON
19,NE,Arthur,All Sectors,Sulfur Dioxide,CAP,145.0161633866739,TON
20,NE,Arthur,All Sectors,Volatile Organic Compounds,CAP,4945.899710154862,TON
21,NE,Arthur,All Sectors,Carbon Dioxide,GHG,319810.92247422104,TON
22,NE,Arthur,All Sectors,Methane,GHG,312.968856644352,TON
23,NE,Arthur,All Sectors,Nitrous Oxide,GHG,26.213979679276996,TON
24,NE,Arthur,All Sectors,Sulfur Hexafluoride,GHG,0.0,TON
25,NE,Banner,All Sectors,Ammonia,CAP,8189.746566503087,TON
26,NE,Banner,All Sectors,Carbon Monoxide,CAP,19310.217553276205,TON
27,NE,Banner,All Sectors,Nitrogen Oxides,CAP,4672.013068096821,TON
28,NE,Banner,All Sectors,PM10 Primary (Filt + Cond),CAP,6490.79044774914,TON
29,NE,Banner,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3315.2592542870248,TON
30,NE,Banner,All Sectors,Sulfur Dioxide,CAP,145.0161633866739,TON
31,NE,Banner,All Sectors,Volatile Organic Compounds,CAP,4945.899710154862,TON
32,NE,Banner,All Sectors,Carbon Dioxide,GHG,319810.92247422104,TON
33,NE,Banner,All Sectors,Methane,GHG,312.968856644352,TON
34,NE,Banner,All Sectors,Nitrous Oxide,GHG,26.213979679276996,TON
35,NE,Banner,All Sectors,Sulfur Hexafluoride,GHG,0.0,TON
36,NE,Blaine,All Sectors,Ammonia,CAP,8189.746566503087,TON
37,NE,Blaine,All Sectors,Carbon Monoxide,CAP,19310.217553276205,TON
38,NE,Blaine,All Sectors,Nitrogen Oxides,CAP,4672.013068096821,TON
39,NE,Blaine,All Sectors,PM10 Primary (Filt + Cond),CAP,6490.79044774914,TON
40,NE,Blaine,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3315.2592542870248,TON
41,NE,Blaine,All Sectors,Sulfur Dioxide,CAP,145.0161633866739,TON
42,NE,Blaine,All Sectors,Volatile Organic Compounds,CAP,4945.899710154862,TON
43,NE,Boone,All Sectors,Ammonia,CAP,8189.746566503087,TON
44,NE,Boone,All Sectors,Carbon Monoxide,CAP,19310.217553276205,TON
45,NE,Boone,All Sectors,Nitrogen Oxides,CAP,4672.013068096821,TON
46,NE,Boone,All Sectors,PM10 Primary (Filt + Cond),CAP,6490.79044774914,TON
47,NE,Boone,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3315.2592542870248,TON
48,NE,Boone,All Sectors,Sulfur Dioxide,CAP,145.0161633866739,TON
49,NE,Boone,All Sectors,Volatile Organic Compounds,CAP,4945.899710154862,TON
50,NE,Box Butte,All Sectors,Ammonia,CAP,8189.746566503087,TON
51,NE,Box Butte,All Sectors,Carbon Monoxide,CAP,19310.217553276205,TON
52,NE,Box Butte,All Sectors,Nitrogen Oxides,CAP,4672.013068096821,TON
53,NE,Box Butte,All Sectors,PM10 Primary (Filt + Cond),CAP,6490.79044774914,TON
54,NE,Box Butte,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3315.2592542870248,TON
55,NE,Box Butte,All Sectors,Sulfur Dioxide,CAP,145.0161633866739,TON
56,NE,Box Butte,All Sectors,Volatile Organic Compounds,CAP,4945.899710154862,TON
57,NE,Box Butte,All Sectors,Carbon Dioxide,GHG,319810.92247422104,TON
58,NE,Box Butte,All Sectors,Methane,GHG,312.968856644352,TON
59,NE,Box Butte,All Sectors,Nitrous Oxide,GHG,26.213979679276996,TON
60,NE,Box Butte,All Sectors,Sulfur Hexafluoride,GHG,0.0,TON
61,NE,Boyd,All Sectors,Ammonia,CAP,8189.746566503087,TON
62,NE,Boyd,All Sectors,Carbon Monoxide,CAP,19310.217553276205,TON
63,NE,Boyd,All Sectors,Nitrogen Oxides,CAP,4672.013068096821,TON
64,NE,Boyd,All Sectors,PM10 Primary (Filt + Cond),CAP,6490.79044774914,TON
65,NE,Boyd,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3315.2592542870248,TON
66,NE,Boyd,All Sectors,Sulfur Dioxide,CAP,145.0161633866739,TON
67,NE,Boyd,All Sectors,Volatile Organic Compounds,CAP,4945.899710154862,TON
68,NE,Brown,All Sectors,Ammonia,CAP,8189.746566503087,TON
69,NE,Brown,All Sectors,Carbon Monoxide,CAP,19310.217553276205,TON
70,NE,Brown,All Sectors,Nitrogen Oxides,CAP,4672.013068096821,TON
71,NE,Brown,All Sectors,PM10 Primary (Filt + Cond),CAP,6490.79044774914,TON
72,NE,Brown,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3315.2592542870248,TON
73,NE,Brown,All Sectors,Sulfur Dioxide,CAP,145.0161633866739,TON
74,NE,Brown,All Sectors,Volatile Organic Compounds,CAP,4945.899710154862,TON
75,NE,Buffalo,All Sectors,Ammonia,CAP,8189.746566503087,TON
76,NE,Buffalo,All Sectors,Carbon Monoxide,CAP,19310.217553276205,TON
77,NE,Buffalo,All Sectors,Nitrogen Oxides,CAP,4672.013068096821,TON
78,NE,Buffalo,All Sectors,PM10 Primary (Filt + Cond),CAP,6490.79044774914,TON
79,NE,Buffalo,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3315.2592542870248,TON
80,NE,Buffalo,All Sectors,Sulfur Dioxide,CAP,145.0161633866739,TON
81,NE,Buffalo,All Sectors,Volatile Organic Compounds,CAP,4945.899710154862,TON
82,NE,Buffalo,All Sectors,Carbon Dioxide,GHG,319810.92247422104,TON
83,NE,Buffalo,All Sectors,Methane,GHG,312.968856644352,TON
84,NE,Buffalo,All Sectors,Nitrous Oxide,GHG,26.213979679276996,TON
85,NE,Buffalo,All Sectors,Sulfur Hexafluoride,GHG,0.0,TON
86,NE,Burt,All Sectors,Ammonia,CAP,8189.746566503087,TON
87,NE,Burt,All Sectors,Carbon Monoxide,CAP,19310.217553276205,TON
88,NE,Burt,All Sectors,Nitrogen Oxides,CAP,4672.013068096821,TON
89,NE,Burt,All Sectors,PM10 Primary (Filt + Cond),CAP,6490.79044774914,TON
90,NE,Burt,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3315.2592542870248,TON
91,NE,Burt,All Sectors,Sulfur Dioxide,CAP,145.0161633866739,TON
92,NE,Burt,All Sectors,Volatile Organic Compounds,CAP,4945.899710154862,TON
93,NE,Burt,All Sectors,Carbon Dioxide,GHG,319810.92247422104,TON
94,NE,Burt,All Sectors,Methane,GHG,312.968856644352,TON
95,NE,Burt,All Sectors,Nitrous Oxide,GHG,26.213979679276996,TON
96,NE,Burt,All Sectors,Sulfur Hexafluoride,GHG,0.0,TON
97,NE,Butler,All Sectors,Ammonia,CAP,8189.746566503087,TON
98,NE,Butler,All Sectors,Carbon Monoxide,CAP,19310.217553276205,TON
99,NE,Butler,All Sectors,Nitrogen Oxides,CAP,4672.013068096821,TON
100,NE,Butler,All Sectors,PM10 Primary (Filt + Cond),CAP,6490.79044774914,TON
101,NE,Butler,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3315.2592542870248,TON
102,NE,Butler,All Sectors,Sulfur Dioxide,CAP,145.0161633866739,TON
103,NE,Butler,All Sectors,Volatile Organic Compounds,CAP,4945.899710154862,TON
104,NE,Cass,All Sectors,Ammonia,CAP,8189.746566503087,TON
105,NE,Cass,All Sectors,Carbon Monoxide,CAP,19310.217553276205,TON
106,NE,Cass,All Sectors,Nitrogen Oxides,CAP,4672.013068096821,TON
107,NE,Cass,All Sectors,PM10 Primary (Filt + Cond),CAP,6490.79044774914,TON
108,NE,Cass,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3315.2592542870248,TON
