,State,County,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,GA,Appling,All Sectors,Ammonia,CAP,4390.073747639475,TON
1,GA,Appling,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
2,GA,Appling,All Sectors,Nitrogen Oxides,CAP,10134.343685806918,TON
3,GA,Appling,All Sectors,PM10 Primary (Filt + Cond),CAP,12070.836844453068,TON
4,GA,Appling,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3994.8116653709594,TON
5,GA,Appling,All Sectors,Sulfur Dioxide,CAP,332.32196037217443,TON
6,GA,Appling,All Sectors,Volatile Organic Compounds,CAP,91881.5464312825,TON
7,GA,Atkinson,All Sectors,Ammonia,CAP,4390.073747639475,TON
8,GA,Atkinson,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
9,GA,Atkinson,All Sectors,Nitrogen Oxides,CAP,10134.343685806918,TON
10,GA,Atkinson,All Sectors,PM10 Primary (Filt + Cond),CAP,12070.836844453068,TON
11,GA,Atkinson,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3994.8116653709594,TON
12,GA,Atkinson,All Sectors,Sulfur Dioxide,CAP,332.32196037217443,TON
13,GA,Atkinson,All Sectors,Volatile Organic Compounds,CAP,91881.5464312825,TON
14,GA,Bacon,All Sectors,Ammonia,CAP,4390.073747639475,TON
15,GA,Bacon,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
16,GA,Bacon,All Sectors,Nitrogen Oxides,CAP,10134.343685806918,TON
17,GA,Bacon,All Sectors,PM10 Primary (Filt + Cond),CAP,12070.836844453068,TON
18,GA,Bacon,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3994.8116653709594,TON
19,GA,Bacon,All Sectors,Sulfur Dioxide,CAP,332.32196037217443,TON
20,GA,Bacon,All Sectors,Volatile Organic Compounds,CAP,91881.5464312825,TON
21,GA,Baker,All Sectors,Ammonia,CAP,4390.073747639475,TON
22,GA,Baker,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
23,GA,Baker,All Sectors,Nitrogen Oxides,CAP,10134.343685806918,TON
24,GA,Baker,All Sectors,PM10 Primary (Filt + Cond),CAP,12070.836844453068,TON
25,GA,Baker,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3994.8116653709594,TON
26,GA,Baker,All Sectors,Sulfur Dioxide,CAP,332.32196037217443,TON
27,GA,Baker,All Sectors,Volatile Organic Compounds,CAP,91881.5464312825,TON
28,GA,Baker,All Sectors,Carbon Dioxide,GHG,3137163.882662667,TON
29,GA,Baker,All Sectors,Methane,GHG,1183.307766618087,TON
30,GA,Baker,All Sectors,Nitrous Oxide,GHG,37.377686935278,TON
31,GA,Baldwin,All Sectors,Ammonia,CAP,4390.073747639475,TON
32,GA,Baldwin,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
33,GA,Baldwin,All Sectors,Nitrogen Oxides,CAP,10134.343685806918,TON
34,GA,Baldwin,All Sectors,PM10 Primary (Filt + Cond),CAP,12070.836844453068,TON
35,GA,Baldwin,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3994.8116653709594,TON
36,GA,Baldwin,All Sectors,Sulfur Dioxide,CAP,332.32196037217443,TON
37,GA,Baldwin,All Sectors,Volatile Organic Compounds,CAP,91881.5464312825,TON
38,GA,Banks,All Sectors,Ammonia,CAP,4390.073747639475,TON
39,GA,Banks,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
40,GA,Banks,All Sectors,Nitrogen Oxides,CAP,10134.343685806918,TON
41,GA,Banks,All Sectors,PM10 Primary (Filt + Cond),CAP,12070.836844453068,TON
42,GA,Banks,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3994.8116653709594,TON
43,GA,Banks,All Sectors,Sulfur Dioxide,CAP,332.32196037217443,TON
44,GA,Banks,All Sectors,Volatile Organic Compounds,CAP,91881.5464312825,TON
45,GA,Banks,All Sectors,Carbon Dioxide,GHG,3137163.882662667,TON
46,GA,Banks,All Sectors,Methane,GHG,1183.307766618087,TON
47,GA,Banks,All Sectors,Nitrous Oxide,GHG,37.377686935278,TON
48,GA,Barrow,All Sectors,Ammonia,CAP,4390.073747639475,TON
49,GA,Barrow,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
50,GA,Barrow,All Sectors,Nitrogen Oxides,CAP,10134.343685806918,TON
51,GA,Barrow,All Sectors,PM10 Primary (Filt + Cond),CAP,12070.836844453068,TON
52,GA,Barrow,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3994.8116653709594,TON
53,GA,Barrow,All Sectors,Sulfur Dioxide,CAP,332.32196037217443,TON
54,GA,Barrow,All Sectors,Volatile Organic Compounds,CAP,91881.5464312825,TON
55,GA,Bartow,All Sectors,Ammonia,CAP,4390.073747639475,TON
56,GA,Bartow,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
57,GA,Bartow,All Sectors,Nitrogen Oxides,CAP,10134.343685806918,TON
58,GA,Bartow,All Sectors,PM10 Primary (Filt + Cond),CAP,12070.836844453068,TON
59,GA,Bartow,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3994.8116653709594,TON
60,GA,Bartow,All Sectors,Sulfur Dioxide,CAP,332.32196037217443,TON
61,GA,Bartow,All Sectors,Volatile Organic Compounds,CAP,91881.5464312825,TON
62,GA,Bartow,All Sectors,Carbon Dioxide,GHG,3137163.882662667,TON
63,GA,Bartow,All Sectors,Methane,GHG,1183.307766618087,TON
64,GA,Bartow,All Sectors,Nitrous Oxide,GHG,37.377686935278,TON
65,GA,Ben Hill,All Sectors,Ammonia,CAP,4390.073747639475,TON
66,GA,Ben Hill,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
67,GA,Ben Hill,All Sectors,Nitrogen Oxides,CAP,10134.343685806918,TON
68,GA,Ben Hill,All Sectors,PM10 Primary (Filt + Cond),CAP,12070.836844453068,TON
69,GA,Ben Hill,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3994.8116653709594,TON
70,GA,Ben Hill,All Sectors,Sulfur Dioxide,CAP,332.32196037217443,TON
71,GA,Ben Hill,All Sectors,Volatile Organic Compounds,CAP,91881.5464312825,TON
72,GA,Berrien,All Sectors,Ammonia,CAP,4390.073747639475,TON
73,GA,Berrien,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
74,GA,Berrien,All Sectors,Nitrogen Oxides,CAP,10134.343685806918,TON
75,GA,Berrien,All Sectors,PM10 Primary (Filt + Cond),CAP,12070.836844453068,TON
76,GA,Berrien,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3994.8116653709594,TON
77,GA,Berrien,All Sectors,Sulfur Dioxide,CAP,332.32196037217443,TON
78,GA,Berrien,All Sectors,Volatile Organic Compounds,CAP,91881.5464312825,TON
79,GA,Berrien,All Sectors,Carbon Dioxide,GHG,3137163.882662667,TON
80,GA,Berrien,All Sectors,Methane,GHG,1183.307766618087,TON
81,GA,Berrien,All Sectors,Nitrous Oxide,GHG,37.377686935278,TON
82,GA,Bibb,All Sectors,Ammonia,CAP,4390.073747639475,TON
83,GA,Bibb,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
84,GA,Bibb,All Sectors,Nitrogen Oxides,CAP,10134.343685806918,TON
85,GA,Bibb,All Sectors,PM10 Primary (Filt + Cond),CAP,12070.836844453068,TON
86,GA,Bibb,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3994.8116653709594,TON
87,GA,Bibb,All Sectors,Sulfur Dioxide,CAP,332.32196037217443,TON
88,GA,Bibb,All Sectors,Volatile Organic Compounds,CAP,91881.5464312825,TON
89,GA,Bleckley,All Sectors,Ammonia,CAP,4390.073747639475,TON
90,GA,Bleckley,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
91,GA,Bleckley,All Sectors,Nitrogen Oxides,CAP,10134.343685806918,TON
92,GA,Bleckley,All Sectors,PM10 Primary (Filt + Cond),CAP,12070.836844453068,TON
93,GA,Bleckley,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3994.8116653709594,TON
94,GA,Bleckley,All Sectors,Sulfur Dioxide,CAP,332.32196037217443,TON
95,GA,Bleckley,All Sectors,Volatile Organic Compounds,CAP,91881.5464312825,TON
96,GA,Bleckley,All Sectors,Carbon Dioxide,GHG,3137163.882662667,TON
97,GA,Bleckley,All Sectors,Methane,GHG,1183.307766618087,TON
98,GA,Bleckley,All Sectors,Nitrous Oxide,GHG,37.377686935278,TON
99,GA,Brantley,All Sectors,Ammonia,CAP,4390.073747639475,TON
100,GA,Brantley,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
101,GA,Brantley,All Sectors,Nitrogen Oxides,CAP,10134.343685806918,TON
102,GA,Brantley,All Sectors,PM10 Primary (Filt + Cond),CAP,12070.836844453068,TON
103,GA,Brantley,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3994.8116653709594,TON
104,GA,Brantley,All Sectors,Sulfur Dioxide,CAP,332.32196037217443,TON
105,GA,Brantley,All Sectors,Volatile Organic Compounds,CAP,91881.5464312825,TON
106,GA,Brantley,All Sectors,Carbon Dioxide,GHG,3137163.882662667,TON
107,GA,Brantley,All Sectors,Methane,GHG,1183.307766618087,TON
108,GA,Brantley,All Sectors,Nitrous Oxide,GHG,37.377686935278,TON
109,GA,Brooks,All Sectors,Ammonia,CAP,4390.073747639475,TON
110,GA,Brooks,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
111,GA,Brooks,All Sectors,Nitrogen Oxides,CAP,10134.343685806918,TON
112,GA,Brooks,All Sectors,PM10 Primary (Filt + Cond),CAP,12070.836844453068,TON
113,GA,Brooks,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3994.8116653709594,TON
114,GA,Brooks,All Sectors,Sulfur Dioxide,CAP,332.32196037217443,TON
115,GA,Brooks,All Sectors,Volatile Organic Compounds,CAP,91881.5464312825,TON
116,GA,Bryan,All Sectors,Ammonia,CAP,4390.073747639475,TON
117,GA,Bryan,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
118,GA,Bryan,All Sectors,Nitrogen Oxides,CAP,10134.343685806918,TON
119,GA,Bryan,All Sectors,PM10 Primary (Filt + Cond),CAP,12070.836844453068,TON
120,GA,Bryan,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3994.8116653709594,TON
121,GA,Bryan,All Sectors,Sulfur Dioxide,CAP,332.32196037217443,TON
122,GA,Bryan,All Sectors,Volatile Organic Compounds,CAP,91881.5464312825,TON
123,GA,Bryan,All Sectors,Carbon Dioxide,GHG,3137163.882662667,TON
124,GA,Bryan,All Sectors,Methane,GHG,1183.307766618087,TON
125,GA,Bryan,All Sectors,Nitrous Oxide,GHG,37.377686935278,TON
126,GA,Bulloch,All Sectors,Ammonia,CAP,4390.073747639475,TON
127,GA,Bulloch,All Sectors,Carbon Monoxide,CAP,101850.40387388613,TON
