,State,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,AR,All Sectors,Ammonia,CAP,2547.0386806817746,TON
1,AR,All Sectors,Carbon Monoxide,CAP,43000.70897180965,TON
2,AR,All Sectors,Nitrogen Oxides,CAP,3822.4514096962985,TON
3,AR,All Sectors,PM10 Primary (Filt + Cond),CAP,11030.11064543448,TON
4,AR,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3324.685516765076,TON
5,AR,All Sectors,Sulfur Dioxide,CAP,23564.593807037327,TON
6,AR,All Sectors,Volatile Organic Compounds,CAP,28344.559008790537,TON
7,AR,All Sectors,Carbon Dioxide,GHG,1099945.0171301013,TON
8,AR,All Sectors,Methane,GHG,1837.1000983387382,TON
9,AR,All Sectors,Nitrous Oxide,GHG,12.30048528619,TON
10,AR,Agriculture - Crops & Livestock Dust,PM10 Primary (Filt + Cond),CAP,3337.9999264000003,TON
11,AR,Agriculture - Crops & Livestock Dust,PM2.5 Primary (Filt + Cond),CAP,337.152309656,TON
12,AR,Agriculture - Fertilizer Application,Ammonia,CAP,753.7,TON
13,AR,Agriculture - Livestock Waste,Ammonia,CAP,743.50189537,TON
14,AR,Agriculture - Livestock Waste,Volatile Organic Compounds,CAP,946.4895815600001,TON
15,AR,Biogenics - Vegetation and Soil,Carbon Monoxide,CAP,5533.660899999999,TON
16,AR,Biogenics - Vegetation and Soil,Volatile Organic Compounds,CAP,14727.83,TON
17,AR,Bulk Gasoline Terminals,Volatile Organic Compounds,CAP,14.230369942,TON
18,AR,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,62.281322059999994,TON
19,AR,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,53.6371711,TON
20,AR,Commercial Cooking,Volatile Organic Compounds,CAP,0.05859014,TON
21,AR,Dust - Construction Dust,PM10 Primary (Filt + Cond),CAP,26.9247223,TON
22,AR,Dust - Construction Dust,PM2.5 Primary (Filt + Cond),CAP,1.41184754,TON
23,AR,Dust - Paved Road Dust,PM10 Primary (Filt + Cond),CAP,120.3802,TON
24,AR,Dust - Paved Road Dust,PM2.5 Primary (Filt + Cond),CAP,46.72089,TON
25,AR,Dust - Unpaved Road Dust,PM10 Primary (Filt + Cond),CAP,4990.2244,TON
26,AR,Dust - Unpaved Road Dust,PM2.5 Primary (Filt + Cond),CAP,774.2812,TON
27,AR,Fires - Agricultural Field Burning,Ammonia,CAP,697.90306,TON
28,AR,Fires - Agricultural Field Burning,Carbon Monoxide,CAP,1277.8779,TON
29,AR,Fires - Agricultural Field Burning,Nitrogen Oxides,CAP,2.674,TON
