,State,County,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,AR,Arkansas,All Sectors,Ammonia,CAP,2547.0386806817746,TON
1,AR,Arkansas,All Sectors,Carbon Monoxide,CAP,43000.70897180965,TON
2,AR,Arkansas,All Sectors,Nitrogen Oxides,CAP,3822.4514096962985,TON
3,AR,Arkansas,All Sectors,PM10 Primary (Filt + Cond),CAP,11030.11064543448,TON
4,AR,Arkansas,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3324.685516765076,TON
5,AR,Arkansas,All Sectors,Sulfur Dioxide,CAP,23564.593807037327,TON
6,AR,Arkansas,All Sectors,Volatile Organic Compounds,CAP,28344.559008790537,TON
7,AR,Arkansas,All Sectors,Carbon Dioxide,GHG,1099945.0171301013,TON
8,AR,Arkansas,All Sectors,Methane,GHG,1837.1000983387382,TON
9,AR,Arkansas,All Sectors,Nitrous Oxide,GHG,12.30048528619,TON
10,AR,Ashley,All Sectors,Ammonia,CAP,2547.0386806817746,TON
11,AR,Ashley,All Sectors,Carbon Monoxide,CAP,43000.70897180965,TON
12,AR,Ashley,All Sectors,Nitrogen Oxides,CAP,3822.4514096962985,TON
13,AR,Ashley,All Sectors,PM10 Primary (Filt + Cond),CAP,11030.11064543448,TON
14,AR,Ashley,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3324.685516765076,TON
15,AR,Ashley,All Sectors,Sulfur Dioxide,CAP,23564.593807037327,TON
16,AR,Ashley,All Sectors,Volatile Organic Compounds,CAP,28344.559008790537,TON
17,AR,Ashley,All Sectors,Carbon Dioxide,GHG,1099945.0171301013,TON
18,AR,Ashley,All Sectors,Methane,GHG,1837.1000983387382,TON
19,AR,Ashley,All Sectors,Nitrous Oxide,GHG,12.30048528619,TON
20,AR,Baxter,All Sectors,Ammonia,CAP,2547.0386806817746,TON
21,AR,Baxter,All Sectors,Carbon Monoxide,CAP,43000.70897180965,TON
22,AR,Baxter,All Sectors,Nitrogen Oxides,CAP,3822.4514096962985,TON
23,AR,Baxter,All Sectors,PM10 Primary (Filt + Cond),CAP,11030.11064543448,TON
24,AR,Baxter,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3324.685516765076,TON
25,AR,Baxter,All Sectors,Sulfur Dioxide,CAP,23564.593807037327,TON
26,AR,Baxter,All Sectors,Volatile Organic Compounds,CAP,28344.559008790537,TON
27,AR,Baxter,All Sectors,Carbon Dioxide,GHG,1099945.0171301013,TON
28,AR,Baxter,All Sectors,Methane,GHG,1837.1000983387382,TON
29,AR,Baxter,All Sectors,Nitrous Oxide,GHG,12.30048528619,TON
30,AR,Benton,All Sectors,Ammonia,CAP,2547.0386806817746,TON
31,AR,Benton,All Sectors,Carbon Monoxide,CAP,43000.70897180965,TON
32,AR,Benton,All Sectors,Nitrogen Oxides,CAP,3822.4514096962985,TON
